w_con_coal,w_con_ng,w_con_nuc,w_with_coal,w_with_ng,w_with_nuc,coal_output,ng_output,wind_output
0.5751079466172131,0.2694372562392652,1.1493055310889618e-06,0.0083672192179121,0.4741083174850931,4.23283929887962e-06,1235.4629141153848,358.4648080181307,900.8160099654024
1.4289792932786598,0.5184514002018543,2.217620744546403e-07,0.0002374706081636,0.29041417794934,9.7501018239984e-06,1310.1117320690205,283.8159911827517,900.8160086804078
0.0874679744016459,0.6735366904040108,0.0,0.0082139714108141,0.7522562351442362,0.0,1593.5388069723224,0.3889164776463044,900.8160085665224
0.112675565284325,0.8619427969357797,7.432785864151823e-06,0.0045900105975972,0.6005931996768346,8.394335934443028e-09,1553.750705196829,40.17701677012726,900.8160102579064
0.3044609366586241,0.0671655958756263,4.0384005273808797e-07,0.0006483087691692,0.5218720001303603,4.794079187179868e-07,1378.873637813031,215.05408513805796,900.816009106878
0.024928509722205,0.1103790003790559,9.945475321912144e-06,0.0001885979462691,0.4645903543672233,5.564979710374556e-06,1593.9277085898125,1.4974575395004356e-05,900.8160084940876
0.5294284425883881,0.0136580360967754,7.441981768323815e-06,0.0273281343594988,0.1736295600001811,8.292109006044018e-06,895.8877223759646,698.0400005677367,900.816008988094
0.5007761112408797,0.0,1e-05,0.0,0.7724201061192727,1e-05,1378.873611501381,215.05411126177407,900.8160092945682
0.5773433904576449,0.0856342669775789,9.866938332163658e-06,0.0069906950768622,0.4722202582768447,4.334564989973738e-07,1056.9946160960783,536.9331059167599,900.8160101280072
0.5217950787160082,0.1058061018619041,2.7808872908146e-07,0.0067697824545276,0.500330052085141,5.775512368388082e-06,1323.3418293163031,270.5858933212669,900.8160093779524
0.5200343840744233,0.0593179918420835,1.60332414364408e-07,0.0069993946549142,0.4659826413448465,4.773388472698878e-06,1066.7222008870472,527.2055211382705,900.8160101155484
0.9878949519655824,0.0475768702959955,1e-05,0.0,0.4241140039726787,0.0,1333.4494889009054,260.478233871646,900.8160092851884
0.0060092399807993,0.0329776641202356,1.709880292680006e-07,0.0007495789183378,0.0415966053018214,5.158090487227361e-06,1593.927723575399,-1.4186293524224075e-06,900.8160100682362
1.5975993093066705,0.0,0.0,0.0001128981932368,0.0357081074641133,1e-05,950.4537464437802,643.4739759471878,900.8160097503828
0.5269721434091514,0.4884067215226642,9.756101240859793e-06,0.0043113069301852,0.4431696842088074,7.368003585988456e-06,1355.5357300205596,238.3919931793055,900.8160087323251
3.822195780086697,0.7369267115528657,1e-05,0.0752669935260583,0.0019179594331955,1.7281053025790813e-07,895.8876944899076,698.0400266137522,900.8160108600788
0.3132363363832806,0.1109000625356435,7.232167852197155e-06,0.0043289248128153,0.5988634200585317,5.755028328595628e-07,1355.5357514264374,238.39197183097812,900.8160087169103
0.6388978017279265,0.1142876577781543,9.980944669056803e-06,0.0002972035178466,0.025733192265242,9.778648698620475e-06,1333.449556324857,260.4781663838696,900.8160093909754
0.5268901862911883,0.0404158337575345,1e-05,0.0571035164185728,0.5077192392802601,0.0,895.8877408496004,698.0399820346028,900.8160090474832
0.043965231740227,0.4837519231913034,3.818039872118189e-07,0.015693157767135,0.3744023636462426,3.4451592255954543e-06,1593.5390585262076,0.3886650294583691,900.81600846092
2.295062944267305,0.0,1e-05,0.3992367954395188,0.0,0.0,895.8876957542335,698.0400255690424,900.8160106438204
0.0271987812998344,0.6572491032723223,9.75517455046239e-06,0.0013981988825696,0.3147632184294865,9.85379731762956e-07,1593.9276807000858,4.265993607676115e-05,900.8160086983102
0.5167434631347656,0.268103935508491,1.2499508611737405e-07,0.0069100522210137,0.2902398645109508,3.5029127730097727e-06,1070.026363249483,523.9013589842286,900.816009865381
0.0217189038801366,0.0,1e-05,0.0154608859428217,0.0136196101152835,0.0,1593.539069440501,0.3886542339125623,900.816008342224
0.1432165578921231,0.2652857309862919,2.8901658344984274e-08,0.0068729803923899,0.321229641153066,6.24548315677226e-06,1355.6861555126625,238.241567819007,900.8160086847186
2.9565046396936534,0.0007815383922473,2.069325978831822e-06,0.0070362173401845,0.0379149694874541,9.973999665218726e-06,895.8877016608579,698.040020192804,900.816010244622
0.576209950542622,0.6822089812543355,6.239003622430501e-06,0.4753423524031747,0.1583654659703293,4.762605333254552e-06,895.8877025953545,698.0400193418601,900.8160100766104
0.5773433904576449,0.0156852649890499,1.5917311464770649e-06,0.0079121232851651,0.6368289826127772,5.825035678759355e-06,1170.072193528514,423.85552881728137,900.8160097113658
1.115349712150426,0.0034697034947467,1.046349320505309e-06,0.000984840257556,0.0237471672862349,9.832405254634172e-06,1033.780526748881,560.1471962006123,900.8160091084806
3.0983282830795105,0.0091111256754832,9.74582768277132e-06,0.0013981988825696,0.3231047107484242,7.286685204628028e-07,895.8877243984674,698.0399983687644,900.8160092063888
0.045149515431296,0.031670342545953,2.528422325835605e-06,3.934415671558714e-05,0.0056966151920552,1.2254246784153605e-06,1593.9277053696612,1.780484250689601e-05,900.8160089255782
3.446275036187441,0.1266705089077983,2.054431792826958e-06,0.2869542154453122,0.3961550971484173,3.288980280814921e-06,895.8876948838891,698.0400262676765,900.8160107697794
2.7098943082674776,0.0354287793389889,1e-05,0.0008332974610134,0.3514051129473965,5.978326558041333e-06,903.5266961767408,690.4010263447598,900.8160095359524
0.0092168728340914,0.6795557283269046,2.208648935382529e-07,0.0001809261472596,0.522367745449283,5.35755447839486e-07,1593.9277209125669,1.98468442748623e-06,900.816009244508
0.5472452580290206,0.027209515264543,5.507352526172968e-06,0.0069954794647511,0.0132051264056106,4.9286901126029245e-06,895.8877180137097,698.0400046108896,900.8160093909072
1.3608213052595972,0.0046412258182271,1.5213888018899274e-07,0.000204069140758,0.364732008134043,0.0,1310.111728395878,283.8159950962278,900.8160084404658
0.5145929176999566,0.0164719903692283,8.530889566124928e-06,0.0074599218691943,0.4856910817535256,4.863050593827358e-06,906.8008597043251,687.1268627133361,900.8160096396224
0.4849541691916978,0.6742503584007782,8.64649918623348e-06,7.272364066274618e-05,0.0126235052095512,8.260244757204085e-08,1378.8736000051283,215.0541230141356,900.81600899675
0.5642651879902707,0.2593952314514006,5.878339430303784e-06,0.0010011425533428,0.5788880547350912,5.895361181645857e-06,1378.561395202056,215.36632773936452,900.8160090744732
0.5763217219876737,0.030893875574227,0.0,0.0073249488760877,0.5185237312876232,7.62339048635276e-08,932.8801832547728,661.0475387395821,900.8160101464568
0.654832994748193,0.2547600299232751,1.3992050602346885e-06,0.2538181315767155,0.0042065064415497,5.968325555774245e-06,895.8877039509877,698.0400181428213,900.8160099205204
0.5068716017731028,0.4291654357566067,0.0,0.2821747101834843,0.0136047899839206,0.0,895.8877065649945,698.0400156366376,900.8160098129912
0.053360992863615,0.0627814437537833,1e-05,0.2654704449201264,0.2735026681966853,3.6743898545686933e-07,1111.347457641033,482.5802652027441,900.8160091720664
0.0274720908605586,0.2322409993208209,2.7768949778496345e-07,6.29286212492296e-05,0.9787618710169802,7.843953768364652e-07,1593.927710109648,1.3459943925724724e-05,900.816008488894
0.0016822545434329,0.5824871247566414,9.64669455485347e-06,0.0008519544445485,0.0152953736967706,8.415140981882611e-06,1593.9277185195406,3.962351746979533e-06,900.8160097014672
3.91056071787228,0.2836303759733599,9.592294147665308e-06,0.0008743887375133,0.3508399544870363,0.0,895.8877241165121,698.0399983278476,900.8160095708186
0.5613796466898844,0.0993813700723724,6.236344057661767e-06,0.0042699635266588,0.6076974801774729,4.204756556922884e-07,1355.5357153092004,238.39200764449376,900.8160090202072
0.5619030896460119,0.0621295876923813,9.499038230637138e-06,0.2668571785768167,0.241217918057866,6.854354443194248e-06,895.8877055164719,698.0400166491422,900.8160098489188
4.04827159359532,0.9804891026508556,0.0,0.5,0.2195811644969815,1e-05,895.8876942205696,698.0400268044409,900.816010893477
0.0006632752947201,0.0057870178576922,1.1065122219569149e-07,0.0006454350490671,0.0005658013694918,8.840606939671807e-06,1593.9277241934794,-2.024510937171662e-06,900.8160100560476
0.5007246453212815,0.0601005790985813,4.05131075212756e-08,8.292281888090737e-10,0.0044874950432371,1e-05,1333.4495714640464,260.4781515647816,900.816009029226
1.0736292313165074,0.2529558312386407,9.882243525312142e-06,0.0010448910641417,0.2911308527204978,4.480620706801888e-09,1310.1117273465957,283.8159960395153,900.8160085463117
1.5005567013764496,0.8832676954934129,0.0,0.0,0.0,0.0,1310.1117359245743,283.81598733239605,900.8160086752196
4.451695580373447,0.0086228067541082,5.672354829887011e-06,0.4524298928334447,0.264761528760372,8.241068443339568e-06,895.8876937431914,698.0400272261007,900.816010991094
0.6331363490849309,0.2529558312386407,9.379558544461514e-06,0.0081590925005367,0.4672800154581852,4.893486011981379e-06,1037.089807326689,556.8379145994135,900.8160102145864
0.1860045767721927,0.0035650718573428,8.740048098757913e-06,3.7169452582539895e-05,0.2987863922745412,9.996935421267355e-06,1498.895862435998,95.03185952743873,900.8160102614196
3.779139468643853,0.790510659938394,5.151989613229005e-06,0.1640481560613459,0.3952744689256717,5.00721931006723e-06,895.8876944729202,698.0400266204838,900.8160108701248
0.5960655275617259,0.6901736195874805,4.029469302899544e-08,8.292281888090737e-10,0.0,6.001123523527223e-06,1333.4496185994667,260.47810388604097,900.816009613903
2.83861941254278,0.0,0.0,0.3327365881205729,0.0,1e-05,895.8876954619697,698.0400257975068,900.8160106636944
0.0001271694371721,0.6711851827744086,1.293526196812874e-07,0.0006278246787659,0.0242858846276808,2.57866288527285e-07,1593.9277215089303,9.992926102215048e-07,900.8160096751516
0.0036981564289051,0.6430961559492243,9.82963481887008e-06,0.0066658319393577,0.013977106733596,9.778767464594295e-06,1593.5391126226834,0.3886111528883653,900.816008241142
0.0336497313305341,0.2839146115373334,1e-05,0.0095366554808488,0.006204049662125,1e-05,1593.5391147184332,0.3886079794657876,900.816009443708
1.4622308148631395,1.0,1e-05,0.0,1.0,1e-05,1310.1117681327512,283.81595470338056,900.816009094902
0.5019717895585675,0.089071821446459,0.0,0.0,0.0071114324591447,1e-05,1333.4495742721622,260.47814873707193,900.8160090487982
0.0015764286060426,0.274670387715779,1.2499508611737405e-07,0.0021159953648225,0.0216450169317788,3.4640888106573178e-06,1593.927684690272,3.876758026146482e-05,900.8160086005332
0.5184526370764972,0.1197516141861874,2.6556259997935848e-06,0.0069984859418746,0.0064931091984722,9.42400988110777e-06,895.8877099370559,698.0400120910783,900.8160101127396
0.5751079466172131,0.2694372562392652,1.0130363162644618e-06,0.4711788749488021,0.4741083174850931,4.23283929887962e-06,895.8877026281243,698.0400193136692,900.8160100720572
0.6532482412657914,0.501289596064432,1e-05,0.0087283791483954,0.2292302598167163,0.0,895.8877237066109,698.0399983722435,900.8160100199584
0.1830156178514848,0.0003709003971796,1.388380163962264e-06,0.0081621697337476,0.2745408508701468,3.9448297618903736e-08,1355.5357834337062,238.39193900318995,900.816009704486
