w_con_coal,w_con_ng,w_con_nuc,w_with_coal,w_with_ng,w_with_nuc,coal_output,ng_output,nuclear_output,wind_output
0.6150211674661891,0.7545068407790985,0.2864644230079056,0.2931253668603313,0.6083643195704473,0.0643663609084594,312.75733498820426,693.5671131886699,956.1720092688888,900.8160104975613
2.687211906930248,0.4642142850123845,0.6177064891945818,0.4234379827797967,0.072641016001031,0.816590724703062,308.28442146397583,698.0400262405578,956.1720092814228,900.816010782529
1.9126134300401,0.2580648507592419,0.999378037871648,0.4394934463639495,0.333942289309097,0.6031502633362893,308.284422939922,698.0400252052365,956.1720090251756,900.8160106005868
2.781400323677958,0.4994624212279579,0.9248211660268087,0.3261624121772021,0.2162836562165114,0.3020269798114713,308.2844214728569,698.0400261915747,956.17200932661,900.8160107775316
1.251038428454436,0.4789854712968193,0.654898104410362,0.1319205526104012,0.5681402163040219,0.6645220978335762,308.2844259476057,698.0400233845579,956.1720079944756,900.8160105737628
3.843996558302081,0.559145077727536,0.3808223517566971,0.4444828095018125,0.170971249502844,0.9595031528639382,308.28442033579944,698.0400270737028,956.172009394218,900.8160109609076
2.4821340833981838,0.5692379715780816,0.0892690678800617,0.0234064951127875,0.5500927436049312,0.951317782968124,308.28442135508567,698.0400263267411,956.1720093225626,900.8160108936668
2.542713742596729,0.5644269002518679,0.3393811428312634,0.1041633939845868,0.9448181970382152,0.4355521403335854,308.2844220069044,698.0400257089509,956.1720093464338,900.8160107504116
0.4901244667102872,0.0247138009929828,0.5672782458288778,0.2186019209256866,0.3917496726828975,0.927452662011481,1264.4564462525873,698.0400128270203,-8.838956110432889e-07,900.8160095803992
4.719439153494182,0.6490488957262246,0.9415004933116726,0.086306216448151,0.0534432910041518,0.203947141348372,308.2844200452718,698.0400272793859,956.17200943092,900.8160110076176
1.9451513611404825,0.1796646415227747,1.0,0.0,1.0,0.0,455.6926818036919,632.3760073811103,874.4277682143879,900.816010586268
0.0002768286504495,0.3971897751086368,0.2576884839818087,0.2884747660226363,0.5048050616180536,0.7204236492329332,1699.5828770816372,262.9135808274777,9.4447333326539e-07,900.8160088816818
2.472711878216167,0.6658244755820335,0.2888076403938204,0.0049025518575155,0.4914685075710107,0.6098475541808559,373.9484248850755,632.3760235558098,956.1720088528484,900.8160106064284
4.250001776788849,0.1704876872642169,0.4416355098228984,0.2041373161329393,0.7980678461720393,0.7466013859385936,308.28442027125647,698.0400271085784,956.172009410926,900.8160109735036
0.7367495532392052,0.0,1.0,0.0,0.8130560708979474,0.0,1333.4496336229456,238.3920314061061,390.65479360477497,900.8160091010096
1.1766691073726765,0.3446954921798037,0.4348776125956322,0.0,0.4841202954197824,0.0,767.9325384666197,238.3919117134965,956.1720084556924,900.8160091411816
4.923358936776258,0.2557062970604064,0.8753657592170326,0.2365853858032695,0.598431315179549,0.0489467214906929,308.28441984823587,698.0400274199246,956.1720094501292,900.816011043616
0.4116815464753017,0.398465500771642,0.0996485084003425,0.2167687134856285,0.1442685972769438,0.3952242546848317,308.28444086502105,698.0400086584569,956.1720086508968,900.8160096439784
1.1122679666411757,0.6544087700672468,0.1787126267279294,0.3079744447739735,0.8776119327819003,0.0954096203426387,308.2844283081889,698.0400200228481,956.1720092489928,900.8160101939234
1.38207536355269,1.0,0.0,0.5,0.1803804665143237,0.8868791575663163,308.2844242659335,698.0400239177128,956.1720091449636,900.8160104437386
0.1128207089176449,0.566777602668567,0.6636516341622107,0.0731260986237614,0.2094170535470864,0.3759289633892311,1699.5829150509253,262.9135440685538,6.863937926904504e-08,900.8160085475917
1.7746072243374322,0.6555242928805585,0.1359684567749426,0.4239251924268727,0.0461220722752907,0.705812842982312,308.2844230865021,698.0400248870795,956.1720092463272,900.8160105515036
4.780468727696227,0.1408614523356441,0.3965308031235216,0.2034419927629357,0.1240775542206675,0.4011484594160876,308.2844199111395,698.0400273774809,956.1720094466878,900.8160110272069
2.897075897291553,0.702871288054199,0.4649552368710179,0.2527582173358552,0.1601304738237287,0.6807036864759176,308.2844214558298,698.0400262024015,956.1720093277196,900.8160107825332
0.6150211674661891,0.7483993144398706,0.317915422909142,0.2987863956408418,0.6084548148637959,0.3104024365362194,308.28447557271926,698.0399729670698,956.1720090341854,900.8160103273996
