datetime,air_temperature
2015-08-14,23.5
2015-08-15,24.375
2015-08-16,23.875
2015-08-17,24.083333333333332
2015-08-18,23.916666666666668
2015-08-19,18.458333333333332
2015-08-20,18.125
2015-08-21,19.333333333333332
2015-08-22,18.958333333333332
2015-08-23,19.25
2015-08-24,16.416666666666668
2015-08-25,16.291666666666668
2015-08-26,16.875
2015-08-27,17.916666666666668
2015-08-28,19.666666666666668
2015-08-29,21.583333333333332
2015-08-30,23.166666666666668
2015-08-31,24.0
2015-09-01,25.208333333333332
2015-09-02,25.333333333333332
2015-09-03,25.708333333333332
2015-09-04,25.833333333333332
2015-09-05,25.541666666666668
2015-09-06,26.083333333333332
2015-09-07,25.0
2015-09-08,23.166666666666668
2015-09-09,21.291666666666668
2015-09-10,21.708333333333332
2015-09-11,17.708333333333332
2015-09-12,12.833333333333334
2015-09-13,14.083333333333334
2015-09-14,18.25
2015-09-15,19.208333333333332
2015-09-16,19.958333333333332
2015-09-17,22.666666666666668
2015-09-18,23.333333333333332
2015-09-19,16.333333333333332
2015-09-20,15.666666666666666
2015-09-21,16.541666666666668
2015-09-22,19.083333333333332
2015-09-23,19.333333333333332
2015-09-24,18.958333333333332
2015-09-25,19.291666666666668
2015-09-26,19.125
2015-09-27,19.791666666666668
2015-09-28,20.708333333333332
2015-09-29,18.5
2015-09-30,13.625
2015-10-01,11.583333333333334
2015-10-02,11.333333333333334
2015-10-03,10.583333333333334
2015-10-04,13.333333333333334
2015-10-05,15.875
2015-10-06,17.25
2015-10-07,18.958333333333332
2015-10-08,19.291666666666668
2015-10-09,13.75
2015-10-10,12.25
2015-10-11,16.166666666666668
2015-10-12,18.166666666666668
2015-10-13,12.833333333333334
2015-10-14,12.291666666666666
2015-10-15,13.791666666666666
2015-10-16,8.458333333333334
2015-10-17,5.666666666666667
2015-10-18,8.125
2015-10-19,12.833333333333334
2015-10-20,15.291666666666666
2015-10-21,17.916666666666668
2015-10-22,17.583333333333332
2015-10-23,16.833333333333332
2015-10-24,14.291666666666666
2015-10-25,9.625
2015-10-26,10.625
2015-10-27,11.25
2015-10-28,10.333333333333334
2015-10-29,5.125
2015-10-30,7.333333333333333
2015-10-31,9.666666666666666
2015-11-01,11.458333333333334
2015-11-02,12.083333333333334
2015-11-03,11.833333333333334
2015-11-04,15.125
2015-11-05,16.5
2015-11-06,9.541666666666666
2015-11-07,6.0
2015-11-08,5.0
2015-11-09,6.083333333333333
2015-11-10,7.416666666666667
2015-11-11,12.333333333333334
2015-11-12,8.0
2015-11-13,4.625
2015-11-14,7.791666666666667
2015-11-15,10.083333333333334
2015-11-16,8.791666666666666
2015-11-17,13.791666666666666
2015-11-18,11.916666666666666
2015-11-19,4.458333333333333
2015-11-20,2.9583333333333335
2015-11-21,-1.3333333333333333
2015-11-22,-3.2916666666666665
2015-11-23,1.5416666666666667
2015-11-24,4.25
2015-11-25,8.333333333333334
2015-11-26,13.958333333333334
2015-11-27,5.833333333333333
2015-11-28,1.8333333333333333
2015-11-29,1.6666666666666667
2015-11-30,3.2916666666666665
2015-12-01,3.0833333333333335
2015-12-02,0.125
2015-12-03,-0.16666666666666666
2015-12-04,1.2916666666666667
2015-12-05,1.625
2015-12-06,3.625
2015-12-07,2.6666666666666665
2015-12-08,6.625
2015-12-09,7.333333333333333
2015-12-10,7.625
2015-12-11,7.958333333333333
2015-12-12,14.708333333333334
2015-12-13,15.666666666666666
2015-12-14,7.375
2015-12-15,3.2083333333333335
2015-12-16,4.916666666666667
2015-12-17,-0.7916666666666666
2015-12-18,-1.25
2015-12-19,-1.9583333333333333
2015-12-20,4.5
2015-12-21,8.458333333333334
2015-12-22,3.2916666666666665
2015-12-23,10.708333333333334
2015-12-24,3.7083333333333335
2015-12-25,3.4583333333333335
2015-12-26,5.583333333333333
2015-12-27,1.75
2015-12-28,1.0416666666666667
2015-12-29,-1.4166666666666667
2015-12-30,-2.625
2015-12-31,-4.041666666666667
2016-01-01,-4.041666666666667
2016-01-02,-3.2083333333333335
2016-01-03,-4.541666666666667
2016-01-04,-5.041666666666667
2016-01-05,-3.5
2016-01-06,-1.0
2016-01-07,1.7083333333333333
2016-01-08,3.4583333333333335
2016-01-09,-1.75
2016-01-10,-11.708333333333334
2016-01-11,-4.25
2016-01-12,-8.166666666666666
2016-01-13,-4.875
2016-01-14,3.125
2016-01-15,1.0416666666666667
2016-01-16,-3.0416666666666665
2016-01-17,-11.708333333333334
2016-01-18,-13.541666666666666
2016-01-19,-8.791666666666666
2016-01-20,-6.791666666666667
2016-01-21,-5.791666666666667
2016-01-22,-3.7083333333333335
2016-01-23,-3.875
2016-01-24,-1.5833333333333333
2016-01-25,1.375
2016-01-26,-0.6666666666666666
2016-01-27,-0.5
2016-01-28,1.375
2016-01-29,0.041666666666666664
2016-01-30,4.375
2016-01-31,6.666666666666667
2016-02-01,2.5416666666666665
2016-02-02,5.083333333333333
2016-02-03,-0.3333333333333333
2016-02-04,-2.4166666666666665
2016-02-05,-1.3333333333333333
2016-02-06,0.9583333333333334
2016-02-07,2.5
2016-02-08,-3.125
2016-02-09,-6.958333333333333
2016-02-10,-7.916666666666667
2016-02-11,-5.75
2016-02-12,-4.875
2016-02-13,-9.25
2016-02-14,-5.125
2016-02-15,-1.5833333333333333
2016-02-16,-0.08333333333333333
2016-02-17,1.0833333333333333
2016-02-18,3.0833333333333335
2016-02-19,10.833333333333334
2016-02-20,8.875
2016-02-21,3.2916666666666665
2016-02-22,2.125
2016-02-23,2.25
2016-02-24,0.5833333333333334
2016-02-25,0.25
2016-02-26,-1.5416666666666667
2016-02-27,4.166666666666667
2016-02-28,9.458333333333334
2016-02-29,6.0
2016-03-01,1.3333333333333333
2016-03-02,-1.5
2016-03-03,1.625
2016-03-04,0.8333333333333334
2016-03-05,2.6666666666666665
2016-03-06,5.333333333333333
2016-03-07,13.041666666666666
2016-03-08,14.75
2016-03-09,14.375
2016-03-10,8.25
2016-03-11,8.25
2016-03-12,10.666666666666666
2016-03-13,12.458333333333334
2016-03-14,12.625
2016-03-15,15.541666666666666
2016-03-16,10.083333333333334
2016-03-17,8.416666666666666
2016-03-18,4.333333333333333
2016-03-19,3.625
2016-03-20,2.5833333333333335
2016-03-21,5.083333333333333
2016-03-22,11.208333333333334
2016-03-23,14.333333333333334
2016-03-24,9.0
2016-03-25,4.0
2016-03-26,7.458333333333333
2016-03-27,6.666666666666667
2016-03-28,5.958333333333333
2016-03-29,7.541666666666667
2016-03-30,12.375
2016-03-31,14.166666666666666
2016-04-01,6.458333333333333
2016-04-02,3.125
2016-04-03,10.75
2016-04-04,6.25
2016-04-05,4.125
2016-04-06,8.791666666666666
2016-04-07,4.916666666666667
2016-04-08,3.5
2016-04-09,1.5416666666666667
2016-04-10,8.333333333333334
2016-04-11,6.791666666666667
2016-04-12,5.125
2016-04-13,8.0
2016-04-14,10.666666666666666
2016-04-15,14.75
2016-04-16,16.375
2016-04-17,17.416666666666668
2016-04-18,18.291666666666668
2016-04-19,18.416666666666668
2016-04-20,16.375
2016-04-21,14.583333333333334
2016-04-22,13.75
2016-04-23,12.25
2016-04-24,17.5
2016-04-25,20.541666666666668
2016-04-26,18.0
2016-04-27,13.166666666666666
2016-04-28,14.125
2016-04-29,12.583333333333334
2016-04-30,14.166666666666666
2016-05-01,12.75
2016-05-02,10.541666666666666
2016-05-03,12.083333333333334
2016-05-04,11.875
2016-05-05,11.041666666666666
2016-05-06,15.583333333333334
2016-05-07,17.875
2016-05-08,16.791666666666668
2016-05-09,17.166666666666668
2016-05-10,18.666666666666668
2016-05-11,19.75
2016-05-12,15.958333333333334
2016-05-13,14.333333333333334
2016-05-14,7.583333333333333
2016-05-15,9.375
2016-05-16,10.25
2016-05-17,9.916666666666666
2016-05-18,12.708333333333334
2016-05-19,14.666666666666666
2016-05-20,14.916666666666666
2016-05-21,15.916666666666666
2016-05-22,18.875
2016-05-23,19.916666666666668
2016-05-24,20.208333333333332
2016-05-25,21.625
2016-05-26,21.708333333333332
2016-05-27,21.583333333333332
2016-05-28,22.0
2016-05-29,21.625
2016-05-30,22.916666666666668
2016-05-31,22.083333333333332
2016-06-01,21.625
2016-06-02,21.0
2016-06-03,20.708333333333332
2016-06-04,20.291666666666668
2016-06-05,19.666666666666668
2016-06-06,20.708333333333332
2016-06-07,17.333333333333332
2016-06-08,18.583333333333332
2016-06-09,22.75
2016-06-10,25.333333333333332
2016-06-11,26.041666666666668
2016-06-12,24.541666666666668
2016-06-13,24.833333333333332
2016-06-14,26.375
2016-06-15,27.041666666666668
2016-06-16,24.416666666666668
2016-06-17,22.125
2016-06-18,22.958333333333332
2016-06-19,25.625
2016-06-20,26.916666666666668
2016-06-21,24.291666666666668
2016-06-22,27.125
2016-06-23,25.75
2016-06-24,24.083333333333332
2016-06-25,26.291666666666668
2016-06-26,26.291666666666668
2016-06-27,26.0
2016-06-28,22.041666666666668
2016-06-29,19.208333333333332
2016-06-30,21.166666666666668
2016-07-01,20.791666666666668
2016-07-02,16.958333333333332
2016-07-03,17.291666666666668
2016-07-04,20.791666666666668
2016-07-05,24.583333333333332
2016-07-06,24.708333333333332
2016-07-07,23.75
2016-07-08,24.75
2016-07-09,22.291666666666668
2016-07-10,23.625
2016-07-11,25.541666666666668
2016-07-12,24.708333333333332
2016-07-13,24.416666666666668
2016-07-14,25.125
2016-07-15,22.125
2016-07-16,21.958333333333332
2016-07-17,25.666666666666668
2016-07-18,26.666666666666668
2016-07-19,25.916666666666668
2016-07-20,25.333333333333332
2016-07-21,26.75
2016-07-22,26.833333333333332
2016-07-23,27.0
2016-07-24,27.0
2016-07-25,25.25
2016-07-26,24.958333333333332
2016-07-27,24.916666666666668
2016-07-28,24.958333333333332
2016-07-29,22.875
2016-07-30,22.791666666666668
2016-07-31,23.833333333333332
2016-08-01,24.083333333333332
2016-08-02,24.375
2016-08-03,24.583333333333332
2016-08-04,25.833333333333332
2016-08-05,24.708333333333332
2016-08-06,22.666666666666668
2016-08-07,22.25
2016-08-08,22.958333333333332
2016-08-09,24.958333333333332
2016-08-10,26.708333333333332
2016-08-11,27.791666666666668
2016-08-12,26.333333333333332
2016-08-13,23.083333333333332
2016-08-14,21.625
2016-08-15,21.708333333333332
2016-08-16,23.208333333333332
2016-08-17,24.0
2016-08-18,24.875
2016-08-19,24.75
2016-08-20,22.166666666666668
2016-08-21,18.833333333333332
2016-08-22,19.875
2016-08-23,21.25
2016-08-24,24.75
2016-08-25,24.916666666666668
2016-08-26,23.416666666666668
2016-08-27,24.25
2016-08-28,25.208333333333332
2016-08-29,25.375
2016-08-30,24.416666666666668
2016-08-31,22.25
2016-09-01,18.875
2016-09-02,18.333333333333332
2016-09-03,18.75
2016-09-04,21.041666666666668
2016-09-05,25.166666666666668
2016-09-06,26.708333333333332
2016-09-07,26.875
2016-09-08,23.333333333333332
2016-09-09,21.083333333333332
2016-09-10,18.708333333333332
2016-09-11,17.25
2016-09-12,18.458333333333332
2016-09-13,21.375
2016-09-14,20.791666666666668
2016-09-15,22.083333333333332
2016-09-16,21.958333333333332
2016-09-17,21.041666666666668
2016-09-18,20.125
2016-09-19,20.625
2016-09-20,22.666666666666668
2016-09-21,22.291666666666668
2016-09-22,22.5
2016-09-23,23.75
2016-09-24,23.625
2016-09-25,22.958333333333332
2016-09-26,16.083333333333332
2016-09-27,15.791666666666666
2016-09-28,13.375
2016-09-29,14.875
2016-09-30,16.375
2016-10-01,16.166666666666668
2016-10-02,16.166666666666668
2016-10-03,16.875
2016-10-04,18.583333333333332
2016-10-05,21.208333333333332
2016-10-06,21.916666666666668
2016-10-07,13.541666666666666
2016-10-08,12.541666666666666
2016-10-09,14.416666666666666
2016-10-10,16.166666666666668
2016-10-11,16.916666666666668
2016-10-12,14.458333333333334
2016-10-13,8.875
2016-10-14,11.958333333333334
2016-10-15,17.875
2016-10-16,20.791666666666668
2016-10-17,22.666666666666668
2016-10-18,20.708333333333332
2016-10-19,15.541666666666666
2016-10-20,11.583333333333334
2016-10-21,7.041666666666667
2016-10-22,9.5
2016-10-23,14.208333333333334
2016-10-24,10.458333333333334
2016-10-25,10.416666666666666
2016-10-26,12.75
2016-10-27,9.375
2016-10-28,13.541666666666666
2016-10-29,19.375
2016-10-30,14.625
2016-10-31,13.416666666666666
2016-11-01,19.458333333333332
2016-11-02,19.208333333333332
2016-11-03,14.5
2016-11-04,11.083333333333334
2016-11-05,10.666666666666666
2016-11-06,10.333333333333334
2016-11-07,11.791666666666666
2016-11-08,11.416666666666666
2016-11-09,6.625
2016-11-10,8.333333333333334
2016-11-11,7.5
2016-11-12,4.333333333333333
2016-11-13,5.375
2016-11-14,9.416666666666666
2016-11-15,7.333333333333333
2016-11-16,9.916666666666666
2016-11-17,14.75
2016-11-18,10.125
2016-11-19,1.4583333333333333
2016-11-20,-1.5833333333333333
2016-11-21,0.75
2016-11-22,4.125
2016-11-23,6.833333333333333
2016-11-24,2.8333333333333335
2016-11-25,2.5416666666666665
2016-11-26,2.8333333333333335
2016-11-27,3.5416666666666665
2016-11-28,7.75
2016-11-29,7.583333333333333
2016-11-30,1.5416666666666667
2016-12-01,1.3333333333333333
2016-12-02,1.2916666666666667
2016-12-03,1.4166666666666667
2016-12-04,0.08333333333333333
2016-12-05,0.5833333333333334
2016-12-06,0.16666666666666666
2016-12-07,-1.875
2016-12-08,-4.791666666666667
2016-12-09,-4.25
2016-12-10,-3.25
2016-12-11,0.4583333333333333
2016-12-12,-2.4583333333333335
2016-12-13,-4.666666666666667
2016-12-14,-7.791666666666667
2016-12-15,-9.958333333333334
2016-12-16,-4.708333333333333
2016-12-17,-2.9583333333333335
2016-12-18,-13.666666666666666
2016-12-19,-11.25
2016-12-20,-4.833333333333333
2016-12-21,-0.625
2016-12-22,0.6666666666666666
2016-12-23,0.5833333333333334
2016-12-24,1.7916666666666667
2016-12-25,4.416666666666667
2016-12-26,7.666666666666667
2016-12-27,-0.20833333333333334
2016-12-28,1.4166666666666667
2016-12-29,0.9583333333333334
2016-12-30,-0.041666666666666664
2016-12-31,0.5
2017-01-01,-0.6666666666666666
2017-01-02,3.0416666666666665
2017-01-03,0.125
2017-01-04,-6.75
2017-01-05,-9.375
2017-01-06,-12.666666666666666
2017-01-07,-10.208333333333334
2017-01-08,-9.875
2017-01-09,-2.5833333333333335
2017-01-10,3.9166666666666665
2017-01-11,4.625
2017-01-12,-1.5
2017-01-13,-2.2083333333333335
2017-01-14,-0.75
2017-01-15,-0.625
2017-01-16,2.9583333333333335
2017-01-17,1.4583333333333333
2017-01-18,1.2916666666666667
2017-01-19,2.5833333333333335
2017-01-20,6.25
2017-01-21,9.0
2017-01-22,4.5
2017-01-23,2.1666666666666665
2017-01-24,2.4166666666666665
2017-01-25,3.2083333333333335
2017-01-26,-0.625
2017-01-27,-2.1666666666666665
2017-01-28,-0.08333333333333333
2017-01-29,-1.1666666666666667
2017-01-30,-0.041666666666666664
2017-01-31,1.4583333333333333
2017-02-01,0.9166666666666666
2017-02-02,-3.0416666666666665
2017-02-03,-3.375
2017-02-04,-2.1666666666666665
2017-02-05,1.0
2017-02-06,4.083333333333333
2017-02-07,9.0
2017-02-08,-2.0833333333333335
2017-02-09,-4.916666666666667
2017-02-10,3.0833333333333335
2017-02-11,9.916666666666666
2017-02-12,4.166666666666667
2017-02-13,1.75
2017-02-14,4.375
2017-02-15,0.4583333333333333
2017-02-16,5.541666666666667
2017-02-17,10.583333333333334
2017-02-18,10.0
2017-02-19,10.75
2017-02-20,14.125
2017-02-21,13.625
2017-02-22,13.75
2017-02-23,12.541666666666666
2017-02-24,9.5
2017-02-25,-1.3333333333333333
2017-02-26,0.9583333333333334
2017-02-27,7.416666666666667
2017-02-28,14.75
2017-03-01,6.583333333333333
2017-03-02,0.041666666666666664
2017-03-03,-0.5833333333333334
2017-03-04,6.541666666666667
2017-03-05,9.208333333333334
2017-03-06,13.583333333333334
2017-03-07,8.625
2017-03-08,7.708333333333333
2017-03-09,6.125
2017-03-10,0.4583333333333333
2017-03-11,-1.2916666666666667
2017-03-12,-0.625
2017-03-13,-0.3333333333333333
2017-03-14,-3.2083333333333335
2017-03-15,-3.0
2017-03-16,1.0
2017-03-17,7.416666666666667
2017-03-18,3.7083333333333335
2017-03-19,6.041666666666667
2017-03-20,11.666666666666666
2017-03-21,6.583333333333333
2017-03-22,2.125
2017-03-23,4.75
2017-03-24,16.625
2017-03-25,15.375
2017-03-26,10.416666666666666
2017-03-27,9.625
2017-03-28,9.958333333333334
2017-03-29,10.041666666666666
2017-03-30,13.833333333333334
2017-03-31,5.375
2017-04-01,7.666666666666667
2017-04-02,11.291666666666666
2017-04-03,13.041666666666666
2017-04-04,11.166666666666666
2017-04-05,7.75
2017-04-06,6.5
2017-04-07,7.291666666666667
2017-04-08,12.875
2017-04-09,18.125
2017-04-10,17.416666666666668
2017-04-11,11.166666666666666
2017-04-12,13.041666666666666
2017-04-13,17.625
2017-04-14,18.416666666666668
2017-04-15,20.875
2017-04-16,17.208333333333332
2017-04-17,14.666666666666666
2017-04-18,16.375
2017-04-19,20.541666666666668
2017-04-20,17.833333333333332
2017-04-21,9.083333333333334
2017-04-22,8.291666666666666
2017-04-23,11.5
2017-04-24,14.541666666666666
2017-04-25,17.458333333333332
2017-04-26,15.291666666666666
2017-04-27,9.875
2017-04-28,12.166666666666666
2017-04-29,14.333333333333334
2017-04-30,17.333333333333332
2017-05-01,9.416666666666666
2017-05-02,9.875
2017-05-03,6.791666666666667
2017-05-04,8.25
2017-05-05,11.0
2017-05-06,12.0
2017-05-07,12.791666666666666
2017-05-08,15.125
2017-05-09,20.708333333333332
2017-05-10,20.666666666666668
2017-05-11,16.875
2017-05-12,15.541666666666666
2017-05-13,17.916666666666668
2017-05-14,19.25
2017-05-15,21.375
2017-05-16,22.291666666666668
2017-05-17,22.291666666666668
2017-05-18,22.416666666666668
2017-05-19,14.875
2017-05-20,17.958333333333332
2017-05-21,13.5
2017-05-22,15.75
2017-05-23,14.375
2017-05-24,13.333333333333334
2017-05-25,16.5
2017-05-26,19.916666666666668
2017-05-27,20.041666666666668
2017-05-28,19.541666666666668
2017-05-29,18.916666666666668
2017-05-30,17.875
2017-05-31,17.708333333333332
2017-06-01,20.708333333333332
2017-06-02,22.625
2017-06-03,24.416666666666668
2017-06-04,23.083333333333332
2017-06-05,23.0
2017-06-06,17.833333333333332
2017-06-07,17.583333333333332
2017-06-08,19.125
2017-06-09,21.208333333333332
2017-06-10,21.791666666666668
2017-06-11,23.916666666666668
2017-06-12,25.708333333333332
2017-06-13,25.916666666666668
2017-06-14,25.5
2017-06-15,24.791666666666668
2017-06-16,23.916666666666668
2017-06-17,24.708333333333332
2017-06-18,21.291666666666668
2017-06-19,20.875
2017-06-20,23.0
2017-06-21,25.0
2017-06-22,24.875
2017-06-23,22.833333333333332
2017-06-24,18.583333333333332
2017-06-25,17.75
2017-06-26,17.0
2017-06-27,18.375
2017-06-28,22.333333333333332
2017-06-29,24.416666666666668
2017-06-30,24.0
2017-07-01,23.083333333333332
2017-07-02,24.5
2017-07-03,25.833333333333332
2017-07-04,25.625
2017-07-05,23.291666666666668
2017-07-06,25.833333333333332
2017-07-07,25.958333333333332
2017-07-08,23.666666666666668
2017-07-09,25.458333333333332
2017-07-10,27.291666666666668
2017-07-11,26.5
2017-07-12,26.75
2017-07-13,25.791666666666668
2017-07-14,23.0
2017-07-15,22.375
2017-07-16,25.208333333333332
2017-07-17,22.708333333333332
2017-07-18,25.416666666666668
2017-07-19,28.5
2017-07-20,29.708333333333332
2017-07-21,29.75
2017-07-22,29.666666666666668
2017-07-23,27.041666666666668
2017-07-24,24.041666666666668
2017-07-25,24.208333333333332
2017-07-26,27.333333333333332
2017-07-27,24.791666666666668
2017-07-28,22.666666666666668
2017-07-29,20.375
2017-07-30,21.291666666666668
2017-07-31,22.875
2017-08-01,24.083333333333332
2017-08-02,24.625
2017-08-03,24.708333333333332
2017-08-04,18.916666666666668
2017-08-05,19.958333333333332
2017-08-06,18.625
2017-08-07,20.916666666666668
2017-08-08,20.458333333333332
2017-08-09,21.333333333333332
2017-08-10,23.708333333333332
2017-08-11,22.333333333333332
2017-08-12,20.541666666666668
2017-08-13,20.583333333333332
2017-08-14,23.166666666666668
2017-08-15,26.208333333333332
2017-08-16,24.291666666666668
2017-08-17,25.458333333333332
2017-08-18,24.291666666666668
2017-08-19,25.416666666666668
2017-08-20,26.666666666666668
2017-08-21,26.416666666666668
2017-08-22,22.875
2017-08-23,19.75
2017-08-24,20.833333333333332
2017-08-25,19.583333333333332
2017-08-26,20.791666666666668
2017-08-27,22.0
2017-08-28,21.5
2017-08-29,20.916666666666668
2017-08-30,21.625
2017-08-31,21.291666666666668
2017-09-01,17.458333333333332
2017-09-02,17.625
2017-09-03,22.375
2017-09-04,23.791666666666668
2017-09-05,17.291666666666668
2017-09-06,14.208333333333334
2017-09-07,16.458333333333332
2017-09-08,19.166666666666668
2017-09-09,19.625
2017-09-10,17.666666666666668
2017-09-11,17.208333333333332
2017-09-12,18.541666666666668
2017-09-13,19.166666666666668
2017-09-14,21.375
2017-09-15,23.625
2017-09-16,24.875
2017-09-17,21.916666666666668
2017-09-18,22.541666666666668
2017-09-19,23.666666666666668
2017-09-20,26.458333333333332
2017-09-21,26.791666666666668
2017-09-22,26.791666666666668
2017-09-23,26.5
2017-09-24,25.166666666666668
2017-09-25,25.5
