bus,datetime,load_mw
1,2017-07-17 00:00:00,7.79361584924955
3,2017-07-17 00:00:00,1.536747792754535
5,2017-07-17 00:00:00,7.557005179198619
7,2017-07-17 00:00:00,24.059802507448428
9,2017-07-17 00:00:00,45.52058540282827
11,2017-07-17 00:00:00,0.3199667350904751
12,2017-07-17 00:00:00,2.6877202439695767
15,2017-07-17 00:00:00,43.46043028209399
17,2017-07-17 00:00:00,0.6418183507107975
18,2017-07-17 00:00:00,0.7367226346339761
19,2017-07-17 00:00:00,1.178603514232166
20,2017-07-17 00:00:00,4.55476873065433
22,2017-07-17 00:00:00,1.4199441715072487
23,2017-07-17 00:00:00,2.3650237232606957
25,2017-07-17 00:00:00,1.4125298544684748
27,2017-07-17 00:00:00,2.43792177714658
29,2017-07-17 00:00:00,42.21376531353009
31,2017-07-17 00:00:00,0.3643428916267244
32,2017-07-17 00:00:00,4.600720914274709
34,2017-07-17 00:00:00,14.83089633123604
36,2017-07-17 00:00:00,3.585271885142954
37,2017-07-17 00:00:00,28.904254082220632
38,2017-07-17 00:00:00,7.1848597454560394
39,2017-07-17 00:00:00,1.9942916134111668
40,2017-07-17 00:00:00,40.10165595836186
41,2017-07-17 00:00:00,11.107970783490908
42,2017-07-17 00:00:00,1.9996758362005804
43,2017-07-17 00:00:00,4.411808408816783
45,2017-07-17 00:00:00,6.039479334024994
46,2017-07-17 00:00:00,1.4670032774994264
47,2017-07-17 00:00:00,1.9234758775795042
53,2017-07-17 00:00:00,2.554955806058074
55,2017-07-17 00:00:00,1.2582676698604474
56,2017-07-17 00:00:00,3.0665038547545715
57,2017-07-17 00:00:00,4.599753667944822
58,2017-07-17 00:00:00,5.143462006901154
59,2017-07-17 00:00:00,3.923922645112999
60,2017-07-17 00:00:00,21.362204572369922
61,2017-07-17 00:00:00,22.256195869114013
62,2017-07-17 00:00:00,8.357898654867768
73,2017-07-17 00:00:00,19.648392449203936
74,2017-07-17 00:00:00,3.3816439470070287
79,2017-07-17 00:00:00,1.5384944667293767
81,2017-07-17 00:00:00,7.9003774108763825
82,2017-07-17 00:00:00,3.1861682512996485
83,2017-07-17 00:00:00,3.3898853028268054
84,2017-07-17 00:00:00,5.051931847235823
85,2017-07-17 00:00:00,8.629074439470395
87,2017-07-17 00:00:00,52.03478150039432
88,2017-07-17 00:00:00,65.5532953555984
92,2017-07-17 00:00:00,3.1894323429399347
94,2017-07-17 00:00:00,3.1268945646703314
95,2017-07-17 00:00:00,2.657313467157292
96,2017-07-17 00:00:00,6.580442693509539
98,2017-07-17 00:00:00,12.228666145058307
99,2017-07-17 00:00:00,37.57023297356959
100,2017-07-17 00:00:00,0.5228971347667152
105,2017-07-17 00:00:00,2.3924339087706055
106,2017-07-17 00:00:00,55.43999497587431
107,2017-07-17 00:00:00,7.455539313218829
108,2017-07-17 00:00:00,4.083925583490057
109,2017-07-17 00:00:00,8.595237724536625
110,2017-07-17 00:00:00,6.980662766398644
116,2017-07-17 00:00:00,26.972892592614976
117,2017-07-17 00:00:00,4.5591875376977935
118,2017-07-17 00:00:00,20.308062051359673
119,2017-07-17 00:00:00,1.8020003508841247
121,2017-07-17 00:00:00,14.857104293074482
128,2017-07-17 00:00:00,79.48234186322065
129,2017-07-17 00:00:00,4.227733678398032
130,2017-07-17 00:00:00,21.32753094466495
131,2017-07-17 00:00:00,21.172202104812012
136,2017-07-17 00:00:00,0.9109702375316842
137,2017-07-17 00:00:00,1.641316731567819
138,2017-07-17 00:00:00,5.371583150116686
139,2017-07-17 00:00:00,8.171432161589768
140,2017-07-17 00:00:00,1.4372146206835656
141,2017-07-17 00:00:00,43.31596188197548
142,2017-07-17 00:00:00,26.304753950491186
143,2017-07-17 00:00:00,8.889395962118348
144,2017-07-17 00:00:00,18.25776057568898
147,2017-07-17 00:00:00,33.330313950736944
156,2017-07-17 00:00:00,15.364004072494597
157,2017-07-17 00:00:00,8.704691747792292
158,2017-07-17 00:00:00,1.322006355110958
161,2017-07-17 00:00:00,1.3790711953050248
162,2017-07-17 00:00:00,45.18060192253802
