bus,datetime,load_mw
1,2018-05-25 00:00:00,7.885769585519942
3,2018-05-25 00:00:00,1.6933197866668657
5,2018-05-25 00:00:00,7.283891139047641
7,2018-05-25 00:00:00,23.338595170398474
9,2018-05-25 00:00:00,45.47142039111627
11,2018-05-25 00:00:00,0.31962105869172003
12,2018-05-25 00:00:00,2.6848156763064948
15,2018-05-25 00:00:00,47.618083682978515
17,2018-05-25 00:00:00,0.7072102231398362
18,2018-05-25 00:00:00,0.7477796927712137
19,2018-05-25 00:00:00,1.1184419217464876
20,2018-05-25 00:00:00,4.7616692888611025
22,2018-05-25 00:00:00,1.493086653041394
23,2018-05-25 00:00:00,2.341338146946537
25,2018-05-25 00:00:00,1.4103762050858217
27,2018-05-25 00:00:00,2.434204807886582
29,2018-05-25 00:00:00,39.43118996320515
31,2018-05-25 00:00:00,0.3403269631486312
32,2018-05-25 00:00:00,4.297459615827946
34,2018-05-25 00:00:00,13.853304504616538
36,2018-05-25 00:00:00,3.5211937870706667
37,2018-05-25 00:00:00,28.46246290497049
38,2018-05-25 00:00:00,7.075037633407122
39,2018-05-25 00:00:00,2.008396327282496
40,2018-05-25 00:00:00,40.59770904592178
41,2018-05-25 00:00:00,11.245375140427777
42,2018-05-25 00:00:00,2.0296881520136685
43,2018-05-25 00:00:00,4.39394363029538
45,2018-05-25 00:00:00,5.76020256029754
46,2018-05-25 00:00:00,1.3991657255905487
47,2018-05-25 00:00:00,1.9277584575808309
53,2018-05-25 00:00:00,2.584822488533281
55,2018-05-25 00:00:00,1.2729765143876222
56,2018-05-25 00:00:00,2.9863562519326496
57,2018-05-25 00:00:00,4.4795359905123995
58,2018-05-25 00:00:00,5.0090297569713265
59,2018-05-25 00:00:00,3.37009260405031
60,2018-05-25 00:00:00,21.886311026680385
61,2018-05-25 00:00:00,22.80223487034184
62,2018-05-25 00:00:00,8.506947588948186
73,2018-05-25 00:00:00,19.99878802489574
74,2018-05-25 00:00:00,2.763297679689604
79,2018-05-25 00:00:00,1.576240226997691
81,2018-05-25 00:00:00,8.094207891362803
82,2018-05-25 00:00:00,3.338394777619083
83,2018-05-25 00:00:00,3.735264761608828
84,2018-05-25 00:00:00,5.1144247279555355
85,2018-05-25 00:00:00,8.735813713109238
87,2018-05-25 00:00:00,52.65005143985871
88,2018-05-25 00:00:00,62.207118498760735
92,2018-05-25 00:00:00,3.24572577468114
94,2018-05-25 00:00:00,3.1820851117645503
95,2018-05-25 00:00:00,2.9674549301973454
96,2018-05-25 00:00:00,7.348460850215235
