bus,datetime,load_mw
1,2018-06-23 00:00:00,7.409292477557664
3,2018-06-23 00:00:00,1.4609667811450961
5,2018-06-23 00:00:00,7.184349692125527
7,2018-06-23 00:00:00,22.873351365801017
9,2018-06-23 00:00:00,43.27584750429713
11,2018-06-23 00:00:00,0.3041883471332271
12,2018-06-23 00:00:00,2.555181801440826
15,2018-06-23 00:00:00,41.31728396538108
17,2018-06-23 00:00:00,0.610168626458267
18,2018-06-23 00:00:00,0.7003929344766964
19,2018-06-23 00:00:00,1.120483524071087
20,2018-06-23 00:00:00,4.330161294298534
22,2018-06-23 00:00:00,1.3499230488135436
23,2018-06-23 00:00:00,2.248398281484223
25,2018-06-23 00:00:00,1.3428743509402832
27,2018-06-23 00:00:00,2.317701543632727
29,2018-06-23 00:00:00,40.13209527347185
31,2018-06-23 00:00:00,0.3463762005207678
32,2018-06-23 00:00:00,4.373847456795061
34,2018-06-23 00:00:00,14.09954644262403
36,2018-06-23 00:00:00,3.4084728478305184
37,2018-06-23 00:00:00,27.478910493315407
38,2018-06-23 00:00:00,6.830555713037909
39,2018-06-23 00:00:00,1.895947931630029
40,2018-06-23 00:00:00,38.124139497907926
41,2018-06-23 00:00:00,10.560207990617654
42,2018-06-23 00:00:00,1.901066644456366
43,2018-06-23 00:00:00,4.194250715990757
45,2018-06-23 00:00:00,5.7416569745691515
46,2018-06-23 00:00:00,1.3946615484743916
47,2018-06-23 00:00:00,1.8286243030423086
53,2018-06-23 00:00:00,2.4289643216301435
55,2018-06-23 00:00:00,1.196219233970677
56,2018-06-23 00:00:00,2.9152866118776437
57,2018-06-23 00:00:00,4.372927907885466
58,2018-06-23 00:00:00,4.889824581231564
59,2018-06-23 00:00:00,3.7304238622119685
60,2018-06-23 00:00:00,20.308778967768745
61,2018-06-23 00:00:00,21.15868523952909
62,2018-06-23 00:00:00,7.945749037356513
73,2018-06-23 00:00:00,18.67947935668468
74,2018-06-23 00:00:00,3.2148863304252027
79,2018-06-23 00:00:00,1.4626273221048853
81,2018-06-23 00:00:00,7.510789350223022
82,2018-06-23 00:00:00,3.029050047271793
83,2018-06-23 00:00:00,3.2227212836563432
84,2018-06-23 00:00:00,4.802808010669738
85,2018-06-23 00:00:00,8.20355244206827
87,2018-06-23 00:00:00,49.468811729968984
88,2018-06-23 00:00:00,62.32069267362203
92,2018-06-23 00:00:00,3.032153178104032
94,2018-06-23 00:00:00,2.9726992995630774
95,2018-06-23 00:00:00,2.526274461502621
96,2018-06-23 00:00:00,6.255944030486735
98,2018-06-23 00:00:00,11.625638962930031
99,2018-06-23 00:00:00,35.71754753321108
100,2018-06-23 00:00:00,0.49711172350591754
105,2018-06-23 00:00:00,2.2744567997939997
106,2018-06-23 00:00:00,52.706105314407246
