datetime,water_flow
2017-10-17,1220580.6875
2017-10-18,1051313.8117021278
2017-10-19,844790.5
2017-10-20,673613.2308510639
2017-10-21,552628.6105263158
2017-10-22,531286.534736842
2017-10-23,513551.1505263158
2017-10-24,620903.5096774194
2017-10-25,773264.9712765957
2017-10-26,870054.8872340426
2017-10-27,832072.6894736842
2017-10-28,735735.274736842
2017-10-29,662771.6967391304
2017-10-30,591914.7221052632
2017-10-31,530235.825
2017-11-01,471338.02087912086
2017-11-02,457408.040625
2017-11-03,424724.5516129032
2017-11-04,378062.0744680851
2017-11-05,370289.96170212765
2017-11-06,385141.6483870968
2017-11-07,388539.04736842104
2017-11-08,354485.7489130435
2017-11-09,349819.2757894737
2017-11-10,339831.1120212766
2017-11-11,307818.23703296704
2017-11-12,303505.9151086957
2017-11-13,300215.0070967742
2017-11-14,271969.39532608696
2017-11-15,295036.31336842105
2017-11-16,312447.9705319149
2017-11-17,299782.63999999996
2017-11-18,409796.23695652175
2017-11-19,589232.0589473684
2017-11-20,749804.3526315789
2017-11-21,872344.3468085106
2017-11-22,827007.0223404255
2017-11-23,773693.5161290322
2017-11-24,715435.1608695652
2017-11-25,678982.0452631579
2017-11-26,571228.4084210527
2017-11-27,510480.99157894735
2017-11-28,471979.49687499995
2017-11-29,444517.2852631579
2017-11-30,394255.23125
2017-12-01,349176.0135483871
2017-12-02,282935.54741935484
2017-12-03,241664.94718750002
2017-12-04,191517.31
2017-12-05,309899.4405319149
2017-12-06,298482.2671276596
2017-12-07,259149.26741935484
2017-12-08,223131.87032258065
2017-12-09,255711.64451612902
2017-12-10,204214.28741935483
2017-12-11,231805.94273684212
2017-12-12,203361.24670212765
2017-12-13,197369.49
2017-12-14,193137.1641935484
2017-12-15,176286.7383157895
2017-12-16,192141.27757894737
2017-12-17,193085.79063829788
2017-12-18,182066.1306451613
2017-12-19,208886.07414893617
2017-12-20,199811.4506451613
2017-12-21,194918.2996875
2017-12-22,189879.18677419354
2017-12-23,186636.4335483871
2017-12-24,189691.45343750002
2017-12-25,173379.6815625
2017-12-26,147351.6390625
2017-12-27,113024.84315217391
2017-12-28,99589.39863157894
2017-12-29,117350.36750000001
2017-12-30,113613.76547368421
2017-12-31,100712.05549450549
2018-01-01,96389.26053191489
2018-01-02,99938.36218750001
2018-01-03,72862.02558947369
2018-01-04,85564.535
2018-01-05,89493.76978723405
2018-01-06,87235.5579661017
2018-01-07,100460.71336956522
2018-01-08,97511.82505263158
2018-01-09,107592.80125
2018-01-10,114186.06694736841
2018-01-11,197334.09375
2018-01-12,240476.223125
2018-01-13,188836.0440625
2018-01-14,210563.4421875
2018-01-15,221158.7196875
2018-01-16,207183.1003125
2018-01-17,209885.604
2018-01-18,205015.08
2018-01-19,204548.31626373625
2018-01-20,216742.5354255319
2018-01-21,234581.0087368421
2018-01-22,259329.49595744684
2018-01-23,414903.04375
2018-01-24,540282.335106383
2018-01-25,564402.5210526315
2018-01-26,548634.4231578948
2018-01-27,567131.6580645161
2018-01-28,514012.54374999995
2018-01-29,447762.5625
2018-01-30,368696.37734042556
2018-01-31,335792.42500000005
2018-02-01,333388.4296875
2018-02-02,276829.9727368421
2018-02-03,237034.15515789474
2018-02-04,294921.555
2018-02-05,183115.60642105262
2018-02-06,149477.99115789475
2018-02-07,195404.998125
2018-02-08,176583.0421875
2018-02-09,196601.49863636363
2018-02-10,195953.64
2018-02-11,207658.0
2018-02-12,192555.6
2018-02-13,202183.38
2018-02-14,252709.91795454547
2018-02-15,278833.02789473685
2018-02-16,321455.8019354839
2018-02-17,362337.10212765954
2018-02-18,380550.672631579
2018-02-19,434223.496875
2018-02-20,951864.1562500001
2018-02-21,1794855.346875
2018-02-22,2812497.534375
2018-02-23,2990009.728125
2018-02-24,2675514.046875
2018-02-25,2356210.375
2018-02-26,2142358.03125
2018-02-27,1913344.29375
2018-02-28,1798276.984375
2018-03-01,1652857.390625
2018-03-02,1531212.2781250002
2018-03-03,1499549.0905263158
2018-03-04,1454667.8875000002
2018-03-05,1396382.0625
2018-03-06,1328480.25625
2018-03-07,1244178.1875
2018-03-08,1128963.39375
2018-03-09,988204.3062499999
2018-03-10,921747.846875
2018-03-11,866798.2736842105
2018-03-12,821312.2294736842
2018-03-13,777078.0947368421
2018-03-14,684198.3347368421
2018-03-15,692321.153125
2018-03-16,659963.08125
2018-03-17,618304.7074468085
2018-03-18,592474.2312500001
2018-03-19,606465.7914893617
2018-03-20,548928.0574468086
2018-03-21,509109.852631579
2018-03-22,492504.92872340424
2018-03-23,498054.73437500006
2018-03-24,471979.49687499995
2018-03-25,445886.1806451613
2018-03-26,448004.74736842106
2018-03-27,460800.18124999997
2018-03-28,506129.1157894737
2018-03-29,559682.4925531915
2018-03-30,565406.1414893616
2018-03-31,535456.771875
2018-04-01,539423.9463157895
2018-04-02,484399.5442105263
2018-04-03,481508.2294736842
2018-04-04,460934.4861702128
2018-04-05,437780.82
2018-04-06,460881.5305263158
2018-04-07,445631.2563829787
2018-04-08,427466.2021276596
2018-04-09,411923.859375
2018-04-10,400324.05638297874
2018-04-11,384297.83936170215
2018-04-12,378709.7505319149
2018-04-13,381137.5861956522
2018-04-14,413517.6221052632
2018-04-15,457526.028125
2018-04-16,625894.190625
2018-04-17,752848.740625
2018-04-18,760475.3905263158
2018-04-19,727568.0557894737
2018-04-20,666941.4709677419
2018-04-21,624434.5610526316
2018-04-22,587547.6255319149
2018-04-23,547786.4656250001
2018-04-24,522539.02340425533
2018-04-25,499883.540625
2018-04-26,479762.2787234043
2018-04-27,457024.58125000005
2018-04-28,455372.75625
2018-04-29,415455.1010526316
2018-04-30,381158.61874999997
2018-05-01,386541.95368421054
2018-05-02,353284.07187499997
2018-05-03,381866.54375
2018-05-04,450687.4105263158
2018-05-05,508156.01684210525
2018-05-06,524609.6842105263
2018-05-07,493294.3193548387
2018-05-08,447377.8206521739
2018-05-09,416975.27684210526
2018-05-10,409672.4715789474
2018-05-11,401498.91063829785
2018-05-12,386851.515625
2018-05-13,391162.0957894737
2018-05-14,442609.6136842105
2018-05-15,522810.14361702127
2018-05-16,626461.4621052633
2018-05-17,629450.7606382979
2018-05-18,613823.1378947368
2018-05-19,575133.1736842105
2018-05-20,542424.4467391304
2018-05-21,550273.1804347825
2018-05-22,687149.2642105262
2018-05-23,751462.3875
2018-05-24,734781.4389473684
2018-05-25,685778.125263158
2018-05-26,633615.2305263157
2018-05-27,577194.85
2018-05-28,527858.687368421
2018-05-29,479511.1357894737
2018-05-30,462073.8252631579
2018-05-31,533417.5978021978
2018-06-01,604106.2597826087
2018-06-02,566735.829032258
2018-06-03,524639.4915789473
2018-06-04,482232.485106383
2018-06-05,453498.2774193549
2018-06-06,389724.64382022474
2018-06-07,380568.68125
2018-06-08,373205.8806451613
2018-06-09,358534.515625
2018-06-10,598693.6787234043
2018-06-11,864553.40625
2018-06-12,899884.452631579
2018-06-13,835200.8776595745
2018-06-14,788673.1610526316
2018-06-15,711238.6914893617
2018-06-16,646760.28
2018-06-17,594837.7468085106
2018-06-18,560057.165625
2018-06-19,516502.08
2018-06-20,514504.9863157895
2018-06-21,601323.2937500001
2018-06-22,871299.1863157895
2018-06-23,1242453.5617021278
2018-06-24,1423696.1687500002
2018-06-25,1359484.2663157894
2018-06-26,1164595.6187500001
2018-06-27,1049696.2863157894
2018-06-28,996910.6419354838
2018-06-29,927472.1234042554
2018-06-30,841044.707368421
2018-07-01,756183.1294736842
2018-07-02,721228.0906250001
2018-07-03,629770.08
2018-07-04,600666.4966666667
2018-07-05,600737.7031578948
2018-07-06,618274.5829787233
2018-07-07,587194.290625
2018-07-08,555907.4210526316
2018-07-09,491631.31914893613
2018-07-10,445048.85
2018-07-11,381483.084375
2018-07-12,331953.5636170213
2018-07-13,283179.2338043478
2018-07-14,293218.0638947369
2018-07-15,271728.7270212766
2018-07-16,234769.24387096774
2018-07-17,243568.37425531916
2018-07-18,206615.73568421052
2018-07-19,167213.37536842105
2018-07-20,166588.30851063828
2018-07-21,209557.72294736843
2018-07-22,215533.665625
2018-07-23,244692.0169148936
2018-07-24,206940.636
2018-07-25,189853.43521276597
2018-07-26,181464.2782105263
2018-07-27,160949.69843750002
2018-07-28,152118.3340625
2018-07-29,141356.05404255318
2018-07-30,144095.1840625
2018-07-31,138027.30031914893
2018-08-01,149422.31968749998
2018-08-02,147475.5259375
2018-08-03,143196.6590425532
2018-08-04,98915.75210526316
2018-08-05,115149.90062500001
2018-08-06,152852.18526315788
2018-08-07,100044.55093750001
2018-08-08,130905.87606382978
2018-08-09,153281.41136842105
2018-08-10,221314.10161290324
2018-08-11,205909.30105263158
2018-08-12,157004.35168421053
2018-08-13,142630.3190425532
2018-08-14,129501.09284210525
2018-08-15,119534.27806451613
2018-08-16,168808.06957894738
2018-08-17,169486.0940625
2018-08-18,220350.97105263156
2018-08-19,201754.05774193548
2018-08-20,157859.82315789475
2018-08-21,208620.16903225807
2018-08-22,248545.76084210526
2018-08-23,220912.1829032258
2018-08-24,157810.0385106383
2018-08-25,192409.54389473682
2018-08-26,135564.55956521738
2018-08-27,110611.02191489362
2018-08-28,191270.67806451613
2018-08-29,271436.143125
2018-08-30,321455.1864893617
2018-08-31,324922.51276595745
2018-09-01,321200.32093750004
2018-09-02,327764.70774193545
2018-09-03,323782.5394736842
2018-09-04,380372.62117021275
2018-09-05,435569.6840425532
2018-09-06,482150.2096774194
2018-09-07,459157.1425531915
2018-09-08,535384.3704545454
2018-09-09,502824.664516129
2018-09-10,444977.0315217391
2018-09-11,403770.612631579
2018-09-12,334923.2946067416
2018-09-13,322032.1328125
2018-09-14,323593.27870967746
2018-09-15,291235.77774193545
2018-09-16,273268.0873404255
2018-09-17,253220.25382978722
2018-09-18,219383.0078125
2018-09-19,208319.73414893617
2018-09-20,154122.8036170213
2018-09-21,228947.41610526317
2018-09-22,177668.5271875
2018-09-23,159784.571875
2018-09-24,174447.4684375
2018-09-25,184906.9975531915
2018-09-26,227810.265
2018-09-27,160855.3084375
2018-09-28,180677.84967391306
2018-09-29,194462.47882978723
2018-09-30,160681.8603296703
2018-10-01,161308.5356842105
2018-10-02,215392.080625
2018-10-03,241383.95739130434
2018-10-04,346341.2687096774
2018-10-05,307442.14010526316
2018-10-06,381700.9806451613
2018-10-07,433279.90736842103
2018-10-08,470845.43617021275
2018-10-09,533865.8234042553
2018-10-10,557315.901098901
2018-10-11,603683.04375
2018-10-12,566520.7468085106
2018-10-13,526991.1687500001
2018-10-14,508424.28315789474
2018-10-15,477554.40624999994
2018-10-16,442201.9258064516
2018-10-17,445078.34687500005
2018-10-18,365618.56744186045
2018-10-19,331165.6875862069
2018-10-20,359494.7475789474
2018-10-21,290593.31677419355
2018-10-22,310486.86765957443
2018-10-23,286942.55516129034
2018-10-24,251041.09615384616
2018-10-25,250569.68115789475
2018-10-26,242990.3083870968
2018-10-27,226305.924375
2018-10-28,247207.41
2018-10-29,243307.66663043477
2018-10-30,234973.86351063833
2018-10-31,252185.24052631579
2018-11-01,311203.83
2018-11-02,272846.34478723403
2018-11-03,272286.4226086957
2018-11-04,252920.95468750002
2018-11-05,333839.355319149
2018-11-06,383741.02258064516
2018-11-07,428480.9210526316
2018-11-08,424139.4130434783
2018-11-09,411371.49157894735
2018-11-10,375215.1536842105
2018-11-11,363371.05161290325
2018-11-12,348781.09148936166
2018-11-13,315457.34147368424
2018-11-14,306494.26578947366
2018-11-15,271720.98978947365
2018-11-16,283566.438
2018-11-17,279238.0665625
2018-11-18,263946.88656250003
2018-11-19,270047.71549450554
2018-11-20,265248.9539361702
2018-11-21,265884.18296703295
2018-11-22,246458.189375
2018-11-23,207873.89202127658
2018-11-24,270391.58115789475
2018-11-25,337765.7659375
2018-11-26,294644.28437500005
2018-11-27,445390.2606382979
2018-11-28,534297.0789473684
2018-11-29,545286.9260869565
2018-11-30,557435.8766666666
2018-12-01,543835.4368421052
2018-12-02,712038.4168421052
2018-12-03,970647.1452631579
2018-12-04,988232.520652174
2018-12-05,937834.9404255319
2018-12-06,873713.5831578948
2018-12-07,797077.8774193549
2018-12-08,714582.5074468085
2018-12-09,659756.603125
2018-12-10,596645.2148936171
2018-12-11,558788.7999999999
2018-12-12,532572.7387096775
2018-12-13,522094.6875
2018-12-14,499352.596875
2018-12-15,498064.5666666667
2018-12-16,504765.5872340426
2018-12-17,504229.30549450545
2018-12-18,478974.60315789474
2018-12-19,442980.30319148937
2018-12-20,463314.3191489362
2018-12-21,437232.178125
2018-12-22,400803.5375
2018-12-23,384434.0543478261
2018-12-24,368921.2630434783
2018-12-25,317430.5575531915
2018-12-26,313749.31516129035
2018-12-27,291412.70934782614
2018-12-28,387792.27765957447
2018-12-29,511411.10967741936
2018-12-30,539556.8375
2018-12-31,559543.92
2019-01-01,659845.7147368421
2019-01-02,859644.5052631579
2019-01-03,891154.4576086957
2019-01-04,854368.6010526315
2019-01-05,793271.829032258
2019-01-06,739073.7
2019-01-07,652405.6053191489
2019-01-08,681516.3195652175
2019-01-09,658585.7054347825
2019-01-10,611797.8223404256
2019-01-11,551785.670967742
2019-01-12,536226.5451612903
2019-01-13,495249.42631578946
2019-01-14,456729.6125
2019-01-15,444064.78404255316
2019-01-16,447320.109375
2019-01-17,434041.7580645161
2019-01-18,413940.3159574468
2019-01-19,438618.53125
2019-01-20,348420.8935483871
2019-01-21,307474.8120779221
2019-01-22,280746.8738571428
2019-01-23,326374.97054347827
2019-01-24,321129.8422340426
2019-01-25,252440.15562499998
2019-01-26,248298.794375
2019-01-27,248995.85210526315
2019-01-28,247030.42875
2019-01-29,239957.07812500003
2019-01-30,234402.8165625
2019-01-31,226108.2953125
2019-02-01,221551.02812499998
2019-02-02,262507.4390625
2019-02-03,314205.43200000003
2019-02-04,397381.9
2019-02-05,618306.3626373627
2019-02-06,939475.4687500001
2019-02-07,1231406.0406250001
2019-02-08,1339155.6410526317
2019-02-09,1416356.7252631579
2019-02-10,1296682.625
2019-02-11,1166630.9031250002
2019-02-12,1088103.5612903226
2019-02-13,1058577.2028169013
2019-02-14,1058131.7715789473
2019-02-15,1051494.5585106383
2019-02-16,1047013.6231578946
2019-02-17,962688.5778947369
2019-02-18,843394.7329787234
2019-02-19,772552.6531250001
2019-02-20,718396.390625
2019-02-21,668753.15
2019-02-22,656829.9296703297
2019-02-23,659373.14375
2019-02-24,923819.7694736843
2019-02-25,1188461.4451612902
2019-02-26,1086299.734736842
2019-02-27,922986.7156250001
2019-02-28,825608.0161290322
2019-03-01,728538.5580645162
2019-03-02,676009.3812500001
2019-03-03,618502.894736842
2019-03-04,534452.5956521739
2019-03-05,495306.50425531913
2019-03-06,447796.0957894737
2019-03-07,471056.3074468085
2019-03-08,458322.44375
2019-03-09,462079.21595744684
2019-03-10,743634.227368421
2019-03-11,863877.1515789473
2019-03-12,792846.192631579
2019-03-13,769661.959375
2019-03-14,821531.572826087
2019-03-15,1111855.20625
2019-03-16,1153799.7625000002
2019-03-17,1071208.5125
2019-03-18,967674.48125
2019-03-19,914757.0875
2019-03-20,868918.9437500001
2019-03-21,845068.7021052632
2019-03-22,844613.5187499999
2019-03-23,792755.5021276596
2019-03-24,769477.2157894737
2019-03-25,733771.7936170213
2019-03-26,665655.978125
2019-03-27,610850.784375
2019-03-28,624329.6010638298
2019-03-29,591080.1157894738
2019-03-30,593852.2010526316
2019-03-31,677044.5663157895
2019-04-01,737326.4808510639
2019-04-02,797330.0281250001
2019-04-03,779277.940625
2019-04-04,748512.7
2019-04-05,683236.115625
2019-04-06,630141.740625
2019-04-07,595402.1842105263
2019-04-08,575103.3663157895
2019-04-09,550323.196875
2019-04-10,557815.403125
2019-04-11,493364.73125
2019-04-12,461655.590625
2019-04-13,567876.3478723404
2019-04-14,535073.3125
2019-04-15,517694.37473684206
2019-04-16,700465.1451612903
2019-04-17,790663.734375
2019-04-18,814349.725
2019-04-19,826413.946875
2019-04-20,787629.9031578947
2019-04-21,743833.3659574469
2019-04-22,708044.2294736842
2019-04-23,668400.4294736843
2019-04-24,600946.3547368421
2019-04-25,570334.187368421
2019-04-26,515160.7484210527
2019-04-27,526696.2
2019-04-28,498615.175
2019-04-29,635610.0806451613
2019-04-30,983262.6382978723
2019-05-01,1459797.984
2019-05-02,2780063.1176470593
2019-05-03,2952449.6494736844
2019-05-04,2645427.234375
2019-05-05,2118406.56875
2019-05-06,1765358.471875
2019-05-07,1652296.95
2019-05-08,1474050.4723404255
2019-05-09,1502570.8125
2019-05-10,1661028.0250000001
2019-05-11,1557759.4656250002
2019-05-12,1371840.6625
2019-05-13,1236626.9875
2019-05-14,1094275.06875
2019-05-15,1046018.18125
2019-05-16,1008822.621875
2019-05-17,1144803.215625
2019-05-18,1125984.2093749999
2019-05-19,1233146.35625
2019-05-20,1255844.0463157895
2019-05-21,1142332.1387096774
2019-05-22,1150784.8053191488
2019-05-23,1371764.9021052632
2019-05-24,1397130.972631579
2019-05-25,1323417.3505263159
2019-05-26,1145835.6062500002
2019-05-27,1075072.603125
2019-05-28,1207543.06875
2019-05-29,1507644.275
2019-05-30,1748250.284375
2019-05-31,1764650.546875
2019-06-01,1520032.9625
2019-06-02,1342402.78125
2019-06-03,1154478.190625
2019-06-04,1049115.3531250001
2019-06-05,1157722.846875
2019-06-06,1155009.134375
2019-06-07,1086015.94375
2019-06-08,1008055.7031250001
2019-06-09,888357.384375
2019-06-10,939357.48125
2019-06-11,811901.484375
2019-06-12,782345.615625
2019-06-13,773732.528125
2019-06-14,648695.275
2019-06-15,738631.246875
2019-06-16,870881.8831578947
2019-06-17,872252.090625
2019-06-18,812107.9625
2019-06-19,724289.245263158
2019-06-20,727068.471875
2019-06-21,938554.6532608696
2019-06-22,992687.83125
2019-06-23,892587.9893617021
2019-06-24,807153.7294736842
2019-06-25,773084.2244680851
2019-06-26,764737.8442105263
2019-06-27,734274.7136842106
2019-06-28,779313.6473684211
2019-06-29,823567.9741935484
2019-06-30,776616.5612903226
2019-07-01,837239.3
2019-07-02,831947.4351063829
2019-07-03,929223.8774193549
2019-07-04,1027394.9840425532
2019-07-05,1056873.03125
2019-07-06,977979.757894737
2019-07-07,875085.6734042553
2019-07-08,803088.1946808511
2019-07-09,709325.6258064515
2019-07-10,644874.4882978724
2019-07-11,613793.3305263157
2019-07-12,552851.364516129
2019-07-13,521514.79148936167
2019-07-14,491390.3234042553
2019-07-15,463363.5548387097
2019-07-16,479332.29157894733
2019-07-17,455331.33510638296
2019-07-18,435366.42315789475
2019-07-19,536637.2744680851
2019-07-20,589785.2580645161
2019-07-21,576683.1568421052
2019-07-22,597157.3308510638
2019-07-23,621543.2463157895
2019-07-24,608507.7065217391
2019-07-25,538388.3806451613
2019-07-26,463218.92500000005
2019-07-27,423323.92580645165
2019-07-28,393308.2263157895
2019-07-29,381385.2789473684
2019-07-30,369164.25789473683
2019-07-31,285955.0236263736
2019-08-01,260560.94359550564
2019-08-02,230258.505625
2019-08-03,203275.60714285713
2019-08-04,186237.55967741937
2019-08-05,171648.215
2019-08-06,220464.59161290323
2019-08-07,188868.490625
2019-08-08,185196.1296875
2019-08-09,186042.69
2019-08-10,184427.33386363636
2019-08-11,182452.82516129033
2019-08-12,219206.71691489362
2019-08-13,234197.14879120878
2019-08-14,222029.90347826085
2019-08-15,208036.56414893616
2019-08-16,183037.4341935484
2019-08-17,182912.2612087912
2019-08-18,209435.51273684212
2019-08-19,326577.2206451613
2019-08-20,312619.68
2019-08-21,307293.1032631579
2019-08-22,275182.7592391304
2019-08-23,230503.4579347826
2019-08-24,204516.4545652174
2019-08-25,197935.83
2019-08-26,225152.5965625
2019-08-27,240195.87456521738
2019-08-28,274862.6864210526
2019-08-29,232409.49387096777
2019-08-30,252270.61271739128
2019-08-31,189639.5514893617
2019-09-01,214540.17197802197
2019-09-02,201018.52159090908
2019-09-03,197468.42891566263
2019-09-04,300141.93096774194
2019-09-05,264142.9631578948
2019-09-06,257100.47557894737
2019-09-07,207446.64847826087
2019-09-08,196022.19694736841
2019-09-09,172101.78378947367
2019-09-10,172341.39156249998
2019-09-11,147788.1928125
2019-09-12,207715.85193548386
2019-09-13,252918.50178947367
2019-09-14,369521.9463157895
2019-09-15,521327.76875000005
2019-09-16,644919.675
2019-09-17,649472.7505263158
2019-09-18,572304.6446808511
2019-09-19,552881.8129032258
2019-09-20,542046.9947368421
2019-09-21,513953.55
2019-09-22,570304.38
2019-09-23,672705.73125
2019-09-24,666304.9093749999
2019-09-25,632214.2842105263
2019-09-26,561679.49375
2019-09-27,492361.8375
2019-09-28,1073332.2874999999
2019-09-29,1618257.55625
2019-09-30,1905734.1
2019-10-01,1770987.354255319
2019-10-02,1399529.664516129
2019-10-03,1221111.6312499999
2019-10-04,1266425.6621052632
2019-10-05,1070561.4442105263
2019-10-06,1034455.40625
2019-10-07,954577.8687499999
2019-10-08,872878.9768421053
2019-10-09,796209.146875
2019-10-10,728819.965263158
2019-10-11,673384.1593749999
2019-10-12,652267.448275862
2019-10-13,741993.890625
2019-10-14,670158.7402173913
2019-10-15,607772.2421052632
2019-10-16,575768.9585106383
2019-10-17,524466.9893617021
2019-10-18,483952.4336842105
2019-10-19,469300.9903225806
2019-10-20,469118.30000000005
2019-10-21,394708.2006521739
2019-10-22,451799.32584269665
2019-10-23,436751.66451612907
2019-10-24,387495.7894736842
2019-10-25,355482.67578947364
2019-10-26,364484.5010526316
2019-10-27,644477.221875
2019-10-28,1094000.1829787234
2019-10-29,1261724.6142857142
2019-10-30,1178110.3173913045
2019-10-31,1227128.99375
2019-11-01,1469858.778125
2019-11-02,1513814.770212766
2019-11-03,1324173.7125
2019-11-04,1131994.430526316
2019-11-05,984812.165625
2019-11-06,919602.1870967742
2019-11-07,854996.41875
2019-11-08,744170.76
2019-11-09,697833.3031914894
2019-11-10,682882.153125
2019-11-11,643828.290625
2019-11-12,560259.2968421052
2019-11-13,504877.2063157895
2019-11-14,509467.54105263157
2019-11-15,483535.13052631577
2019-11-16,466447.2638297872
2019-11-17,429315.527368421
2019-11-18,427232.7375
2019-11-19,426532.3436170213
2019-11-20,418531.15937500005
2019-11-21,430040.83999999997
2019-11-22,499597.135483871
2019-11-23,521580.87096774194
2019-11-24,507818.19999999995
2019-11-25,484936.07684210525
2019-11-26,457831.66595744685
2019-11-27,466317.0483870968
2019-11-28,518618.40315789473
2019-11-29,511091.72553191485
2019-11-30,478050.57473684207
2019-12-01,500031.02499999997
2019-12-02,548253.6580645161
2019-12-03,533654.9521276596
2019-12-04,539819.4548387097
2019-12-05,523055.4428571429
2019-12-06,510162.72580645164
2019-12-07,449155.8191489362
2019-12-08,431193.39157894737
2019-12-09,451385.0297872341
2019-12-10,424016.29565217387
2019-12-11,414554.79032258067
2019-12-12,374399.98695652175
2019-12-13,366779.66842105263
2019-12-14,352287.8387096774
2019-12-15,347696.61063829786
2019-12-16,345226.40425531915
2019-12-17,317746.54736842104
2019-12-18,319259.1127659574
2019-12-19,285989.65021276596
2019-12-20,283282.088125
2019-12-21,290680.02989361703
2019-12-22,294730.72304347827
2019-12-23,295745.7287368421
2019-12-24,281004.929375
2019-12-25,277542.7493617021
2019-12-26,280046.2809375
2019-12-27,283200.4483870968
2019-12-28,276475.2650526316
2019-12-29,325166.52095744683
2019-12-30,509499.521875
2019-12-31,659137.16875
2020-01-01,644744.5967741936
2020-01-02,603583.0108695652
2020-01-03,590011.7393258427
2020-01-04,561580.3340425532
2020-01-05,520659.389010989
2020-01-06,503118.5715789473
2020-01-07,478922.68064516125
2020-01-08,465091.6627659574
2020-01-09,397124.3794565217
2020-01-10,482352.98297872336
2020-01-11,631737.3663157895
2020-01-12,1007318.2812499999
2020-01-13,1268572.1031250001
2020-01-14,1364997.3875
2020-01-15,1269692.984375
2020-01-16,1144006.8
2020-01-17,1020173.2096774194
2020-01-18,941363.26875
2020-01-19,879943.3231578948
2020-01-20,861313.7178947368
2020-01-21,798021.7774193548
2020-01-22,763685.3904255319
2020-01-23,735593.06875
2020-01-24,710339.3968421053
2020-01-25,689548.446875
2020-01-26,721965.5125
2020-01-27,717896.1989361702
2020-01-28,658812.703125
2020-01-29,628246.8206896551
2020-01-30,574404.1891304348
2020-01-31,556367.4913043478
2020-02-01,537009.5494736843
2020-02-02,569559.1957894737
2020-02-03,682827.1957894737
2020-02-04,774007.9357894737
2020-02-05,751950.4831578947
2020-02-06,714650.2875
2020-02-07,649085.2547368421
2020-02-08,620732.2374999999
2020-02-09,561178.046875
2020-02-10,570751.4905263158
2020-02-11,554010.30625
2020-02-12,543245.9133333333
2020-02-13,569683.8159574468
2020-02-14,538207.6760869565
2020-02-15,490592.025
2020-02-16,504579.13263157895
2020-02-17,475342.14062499994
2020-02-18,489109.1084210527
2020-02-19,549886.332631579
2020-02-20,624329.6010638298
2020-02-21,576368.9375
2020-02-22,561974.4625
2020-02-23,544831.129787234
2020-02-24,522569.1478723404
2020-02-25,523481.04062499997
2020-02-26,503039.70625
2020-02-27,558464.334375
2020-02-28,578233.14
2020-02-29,539999.290625
2020-03-01,510331.9547368421
2020-03-02,518050.4776595745
2020-03-03,501272.4586956522
2020-03-04,537337.4305263158
2020-03-05,521268.77499999997
2020-03-06,544401.7768421053
2020-03-07,461205.60638297873
2020-03-08,443237.1709677419
2020-03-09,471736.8612903226
2020-03-10,552091.1265957446
2020-03-11,641557.03125
2020-03-12,684356.996875
2020-03-13,649494.5451612903
2020-03-14,607580.3968085106
2020-03-15,563719.1712765958
2020-03-16,533551.894736842
2020-03-17,529408.6705263158
2020-03-18,513599.5875
2020-03-19,540235.265625
2020-03-20,666224.4915789473
2020-03-21,735740.5531250001
2020-03-22,736211.8755319149
2020-03-23,715787.4861702127
2020-03-24,680025.3031578948
2020-03-25,663030.75625
2020-03-26,660352.4400000001
2020-03-27,637563.4108695652
2020-03-28,652234.9
2020-03-29,746303.5723404256
2020-03-30,884050.8406250001
2020-03-31,875114.5294736843
2020-04-01,800148.9978947368
2020-04-02,761225.853125
2020-04-03,715197.9978947368
2020-04-04,667573.275
2020-04-05,628279.7115789474
2020-04-06,590931.0789473684
2020-04-07,577034.1861702128
2020-04-08,580650.7419354839
2020-04-09,554235.2604395604
2020-04-10,512655.68750000006
2020-04-11,478704.784375
2020-04-12,509462.4129032258
2020-04-13,504396.5625
2020-04-14,468631.4463157895
2020-04-15,474026.58
2020-04-16,430064.4375
2020-04-17,434203.93578947365
2020-04-18,393699.6527472527
2020-04-19,457487.01612903224
2020-04-20,404098.4936842105
2020-04-21,411274.92812500003
2020-04-22,366094.0989473684
2020-04-23,374082.4736842105
2020-04-24,374868.8808510638
2020-04-25,394088.29148936167
2020-04-26,556665.025
2020-04-27,720608.65625
2020-04-28,704556.7673684211
2020-04-29,706538.6468750001
2020-04-30,1046460.634375
2020-05-01,1711321.1483870968
2020-05-02,1939982.7663157892
2020-05-03,1574867.653125
2020-05-04,1359155.7510638298
2020-05-05,1172085.3410526316
2020-05-06,1045605.225
2020-05-07,958932.8494736841
2020-05-08,939170.5642105264
2020-05-09,823434.7625000001
2020-05-10,818635.3354838709
2020-05-11,749102.6375000001
2020-05-12,686687.25
2020-05-13,641394.9536842105
2020-05-14,641454.5684210527
2020-05-15,784231.8631578947
2020-05-16,1375573.5861702126
2020-05-17,1753575.4117021277
2020-05-18,2186573.846875
2020-05-19,3078116.89375
2020-05-20,3069950.2957894737
2020-05-21,2482339.0125
2020-05-22,1915350.0812499998
2020-05-23,1598081.6937499999
2020-05-24,1512540.75625
2020-05-25,1496789.425
2020-05-26,1341252.403125
2020-05-27,1267067.7625000002
2020-05-28,1238131.328125
2020-05-29,1204829.35625
2020-05-30,1125571.253125
2020-05-31,1050500.4510638297
2020-06-01,934222.5410526316
2020-06-02,930764.8863157895
2020-06-03,908695.6417582417
2020-06-04,788480.9656250001
