datetime,air_temperature,water_temperature
2019-06-23,22.804166666666664,20.870833333333334
2019-06-24,22.02916666666667,21.47083333333333
2019-06-25,-1231.3500000000001,22.004166666666666
2019-06-26,24.558333333333334,22.84166666666667
2019-06-27,24.8625,23.8
2019-06-28,25.695833333333336,24.7375
2019-06-29,26.420833333333334,25.645833333333332
2019-06-30,27.71666666666667,26.379166666666666
2019-07-01,24.900000000000002,26.6375
2019-07-02,27.183333333333334,27.2
2019-07-03,25.1125,27.241666666666664
2019-07-04,24.545833333333334,27.145833333333332
2019-07-05,24.474999999999998,27.55
2019-07-06,25.391666666666666,27.7625
2019-07-07,23.320833333333336,27.412499999999998
2019-07-08,23.349999999999998,27.191666666666666
2019-07-09,24.34583333333333,27.275000000000002
2019-07-10,27.333333333333332,27.537499999999998
2019-07-11,25.1875,27.71666666666667
2019-07-12,22.787499999999998,27.820833333333336
2019-07-13,23.7625,27.95
2019-07-14,25.825,28.516666666666666
2019-07-15,23.891666666666666,28.733333333333334
2019-07-16,23.979166666666668,28.708333333333332
2019-07-17,25.825,29.170833333333334
2019-07-18,26.5125,29.03333333333333
2019-07-19,28.75,29.41304347826087
2019-07-20,28.166666666666668,30.075
2019-07-21,26.954166666666666,29.825
2019-07-22,22.3,28.65416666666667
2019-07-23,18.8,27.412499999999998
2019-07-24,20.058333333333334,27.145833333333332
2019-07-25,19.845833333333335,26.941666666666666
2019-07-26,21.483333333333334,26.958333333333332
2019-07-27,22.795833333333334,26.9875
2019-07-28,24.775000000000002,27.208333333333332
2019-07-29,23.125,27.179166666666664
2019-07-30,22.491666666666664,27.191666666666666
2019-07-31,19.900000000000002,27.150000000000002
2019-08-01,19.175,27.208333333333332
2019-08-02,22.099999999999998,27.40833333333333
2019-08-03,21.508333333333336,27.71666666666667
2019-08-04,21.6125,28.304166666666664
2019-08-05,23.84583333333333,28.770833333333332
2019-08-06,23.575,28.7
2019-08-07,22.40833333333333,28.8
2019-08-08,22.78333333333333,28.77916666666667
2019-08-09,21.816666666666666,28.325
2019-08-10,19.883333333333333,28.537499999999998
2019-08-11,20.25,27.766666666666666
2019-08-12,23.8125,27.40416666666667
2019-08-13,24.058333333333334,27.266666666666666
2019-08-14,22.59583333333333,27.354166666666668
2019-08-15,20.691666666666666,27.254166666666666
2019-08-16,21.175,27.191304347826087
2019-08-17,22.099999999999998,27.275000000000002
2019-08-18,23.9875,27.041666666666668
2019-08-19,24.191666666666666,27.474999999999998
2019-08-20,22.7375,27.59166666666667
2019-08-21,22.308333333333334,27.354166666666668
2019-08-22,23.208333333333332,27.34583333333333
2019-08-23,20.408333333333335,26.754166666666666
2019-08-24,18.1125,25.995833333333334
2019-08-25,18.895833333333332,25.066666666666666
2019-08-26,22.258333333333336,24.941666666666666
2019-08-27,22.558333333333334,24.84166666666667
2019-08-28,18.787499999999998,24.458333333333332
2019-08-29,18.5,24.3875
2019-08-30,20.75,24.366666666666664
2019-08-31,19.141666666666666,23.641666666666666
2019-09-01,20.525000000000002,23.454166666666666
2019-09-02,19.770833333333332,23.691304347826087
2019-09-03,20.929166666666667,23.95714285714286
2019-09-04,21.416666666666668,24.157142857142855
2019-09-05,16.391666666666666,24.273333333333333
2019-09-06,19.133333333333333,24.070833333333336
2019-09-07,17.420833333333334,23.883333333333336
2019-09-08,18.375,23.96666666666667
2019-09-09,21.1125,23.579166666666666
2019-09-10,23.75,24.05652173913043
2019-09-11,24.9875,24.979166666666668
2019-09-12,24.633333333333336,25.741666666666664
2019-09-13,24.175,25.8625
2019-09-14,18.420833333333334,25.45
2019-09-15,19.283333333333335,25.05
2019-09-16,22.7375,24.820833333333336
2019-09-17,21.420833333333334,24.55
2019-09-18,21.425,24.2
2019-09-19,21.308333333333334,24.28333333333333
2019-09-20,22.8875,24.53333333333333
2019-09-21,23.358333333333334,24.8125
2019-09-22,23.95,24.3125
2019-09-23,20.916666666666668,23.866666666666664
2019-09-24,16.650000000000002,23.208333333333332
2019-09-25,18.75,22.579166666666666
2019-09-26,17.320833333333333,22.25
2019-09-27,18.0,21.329166666666666
2019-09-28,22.683333333333334,20.662499999999998
2019-09-29,22.183333333333334,19.5625
2019-09-30,23.65416666666667,19.404166666666665
2019-10-01,24.629166666666666,20.2375
2019-10-02,24.920833333333334,20.783333333333335
2019-10-03,20.287499999999998,20.479166666666668
2019-10-04,12.741666666666667,19.541666666666668
2019-10-05,14.041666666666666,18.662499999999998
2019-10-06,16.466666666666665,18.037499999999998
2019-10-07,14.679166666666667,17.675
2019-10-08,12.608333333333334,17.516666666666666
2019-10-09,13.375,17.5
2019-10-10,16.333333333333332,17.404166666666665
2019-10-11,14.729166666666666,16.9625
2019-10-12,5.0625,15.266666666666666
2019-10-13,10.054166666666667,14.120833333333332
2019-10-14,7.520833333333333,13.674999999999999
2019-10-15,10.016666666666667,13.450000000000001
2019-10-16,9.258333333333333,12.683333333333332
2019-10-17,7.458333333333333,12.445833333333333
2019-10-18,7.491666666666667,12.433333333333332
2019-10-19,10.825000000000001,12.5625
2019-10-20,13.6625,13.258333333333333
2019-10-21,14.674999999999999,13.5625
2019-10-22,11.104166666666666,12.8125
2019-10-23,9.408333333333333,12.041666666666666
2019-10-24,10.5875,11.877272727272727
2019-10-25,8.733333333333333,11.379166666666668
2019-10-26,8.070833333333333,10.845833333333333
2019-10-27,10.245833333333334,10.908333333333333
2019-10-28,8.237499999999999,10.791666666666666
2019-10-29,6.570833333333333,10.21304347826087
2019-10-30,4.141666666666667,8.875
2019-10-31,1.8,7.416666666666667
2019-11-01,-0.30833333333333335,6.158333333333334
2019-11-02,3.470833333333333,6.504166666666666
2019-11-03,2.595833333333333,6.591666666666666
2019-11-04,7.729166666666667,6.870833333333334
2019-11-05,5.504166666666666,7.083333333333333
2019-11-06,4.191666666666666,7.308333333333334
2019-11-07,2.35,6.8999999999999995
2019-11-08,-5.191666666666666,5.8875
2019-11-09,0.8541666666666666,5.370833333333334
2019-11-10,5.720833333333334,5.683333333333334
2019-11-11,0.7916666666666666,5.1499999999999995
2019-11-12,-10.929166666666667,3.5375
2019-11-13,-11.141666666666666,2.4166666666666665
2019-11-14,-2.533333333333333,2.254166666666667
2019-11-15,-2.658333333333333,2.220833333333333
2019-11-16,-0.3791666666666667,2.4458333333333333
2019-11-17,0.47083333333333327,2.5166666666666666
2019-11-18,3.358333333333333,2.9458333333333333
2019-11-19,1.9375,3.2291666666666665
2019-11-20,2.7458333333333336,3.9791666666666665
2019-11-21,8.283333333333333,5.308333333333334
2019-11-22,3.4583333333333335,5.478260869565218
2019-11-23,0.15416666666666665,5.075
2019-11-24,2.954166666666667,5.079166666666667
2019-11-25,5.3,5.604166666666667
2019-11-26,4.995833333333334,5.8625
2019-11-27,8.241666666666665,6.283333333333334
2019-11-28,1.3583333333333334,5.245833333333334
2019-11-29,2.4166666666666665,4.920833333333333
2019-11-30,4.05,5.079166666666667
2019-12-01,4.483333333333333,4.945833333333334
2019-12-02,0.3625,4.454166666666667
2019-12-03,0.05833333333333334,3.6666666666666665
2019-12-04,2.795833333333333,3.7624999999999997
2019-12-05,2.0375,3.9416666666666664
2019-12-06,4.129166666666666,4.220833333333333
2019-12-07,-2.15,3.8791666666666664
2019-12-08,2.6374999999999997,3.858333333333333
2019-12-09,9.129166666666666,4.483333333333333
2019-12-10,-4.691666666666666,2.408333333333333
2019-12-11,-5.358333333333333,1.7541666666666667
2019-12-12,-1.1666666666666667,1.4458333333333335
2019-12-13,1.425,1.8416666666666668
2019-12-14,-0.7625000000000001,2.245833333333333
2019-12-15,-4.920833333333333,1.4124999999999999
2019-12-16,-3.0875,1.2583333333333333
2019-12-17,-5.308333333333334,1.1291666666666667
2019-12-18,-6.829166666666667,0.9416666666666668
2019-12-19,-8.970833333333333,0.7333333333333334
2019-12-20,-4.670833333333333,1.1125
2019-12-21,-0.525,1.4833333333333334
2019-12-22,0.6708333333333334,1.6833333333333333
2019-12-23,2.8041666666666667,2.0749999999999997
2019-12-24,3.1666666666666665,2.525
2019-12-25,5.920833333333333,3.0999999999999996
2019-12-26,11.241666666666667,4.429166666666666
2019-12-27,5.091666666666667,4.670833333333333
2019-12-28,4.066666666666666,4.45
2019-12-29,12.9,5.879166666666666
2019-12-30,3.4250000000000003,5.6375
2019-12-31,-0.004166666666666661,3.9291666666666667
