datetime,air_temperature,water_temperature,water_flow
2017-07-19,28.5,27.65937493054583,621712.0467391304
2017-07-20,29.70833333333333,28.13884549076361,614905.1774193549
2017-07-21,29.75,28.154190273296305,718012.93125
2017-07-22,29.666666666666668,28.123424142780312,910951.990625
2017-07-23,27.041666666666668,26.985078706374843,1311372.06875
2017-07-24,24.041666666666668,25.224419243329997,1395730.0263157894
2017-07-25,24.20833333333333,25.33639651742413,1413578.740625
