datetime,wind_capacity_factor
2015-01-01,1.2339409306973594
2015-01-02,0.6169704653486797
2015-01-03,0.8118032438798417
2015-01-04,0.3896655570623241
2015-01-05,1.3313573199629407
2015-01-06,0.8767475033902291
2015-01-07,2.467881861394719
2015-01-08,0.9092196331454229
2015-01-09,2.078216304332395
2015-01-10,0.3896655570623241
2015-01-11,1.0391081521661976
2015-01-12,0.3247212975519367
2015-01-13,1.1040524116765849
2015-01-14,0.3247212975519367
2015-01-15,0.6169704653486797
2015-01-16,0.6819147248590671
2015-01-17,1.5586622282492963
2015-01-18,1.5911343580044899
2015-01-19,0.3571934273071304
2015-01-20,0.3896655570623241
2015-01-21,0.4546098165727113
2015-01-22,0.5844983355934861
2015-01-23,0.06494425951038735
2015-01-24,1.0391081521661976
2015-01-25,0.6819147248590671
2015-01-26,1.1040524116765849
2015-01-27,0.7793311141246482
2015-01-28,0.5195540760830988
2015-01-29,2.2081048233531697
2015-01-30,1.3313573199629407
2015-01-31,0.6494425951038734
2015-02-01,1.2339409306973594
2015-02-02,2.5328261209051064
2015-02-03,0.6494425951038734
2015-02-04,1.1689966711869721
2015-02-05,1.071580281921391
2015-02-06,0.8767475033902291
2015-02-07,1.071580281921391
2015-02-08,1.5911343580044899
2015-02-09,1.3963015794733278
2015-02-10,0.5844983355934861
2015-02-11,0.6819147248590671
2015-02-12,2.1756326935979757
2015-02-13,0.1298885190207747
2015-02-14,1.3313573199629407
2015-02-15,1.3313573199629407
2015-02-16,1.0066360224110038
2015-02-17,0.7793311141246482
2015-02-18,1.3638294497181342
2015-02-19,1.3638294497181342
2015-02-20,0.5520262058382924
2015-02-21,0.42213768681751773
2015-02-22,0.7793311141246482
2015-02-23,1.461245838983715
2015-02-24,0.8767475033902291
2015-02-25,0.5844983355934861
2015-02-26,1.3313573199629407
2015-02-27,1.1365245414317784
2015-02-28,0.487081946327905
2015-03-01,0.3571934273071304
2015-03-02,0.7468589843694545
2015-03-03,1.266413060452553
2015-03-04,1.2339409306973594
2015-03-05,0.9092196331454229
2015-03-06,0.22730490828635572
2015-03-07,1.6560786175148774
2015-03-08,0.3896655570623241
2015-03-09,0.29224916779674304
2015-03-10,0.8118032438798417
2015-03-11,0.5844983355934861
2015-03-12,0.9416917629006165
2015-03-13,0.9092196331454229
2015-03-14,0.42213768681751773
2015-03-15,0.5195540760830988
2015-03-16,1.201468800942166
2015-03-17,1.5586622282492963
2015-03-18,0.42213768681751773
2015-03-19,0.3247212975519367
2015-03-20,0.16236064877596834
2015-03-21,1.071580281921391
2015-03-22,1.1365245414317784
2015-03-23,1.4287737092285215
2015-03-24,1.0391081521661976
2015-03-25,2.2081048233531697
2015-03-26,1.6236064877596834
2015-03-27,0.8442753736350355
2015-03-28,0.6819147248590671
2015-03-29,1.2988851902077467
2015-03-30,0.8118032438798417
2015-03-31,1.7534950067804582
2015-04-01,0.42213768681751773
2015-04-02,2.0132720448220076
2015-04-03,0.7793311141246482
2015-04-04,0.7468589843694545
2015-04-05,1.2988851902077467
2015-04-06,1.266413060452553
2015-04-07,0.5520262058382924
2015-04-08,0.9416917629006165
2015-04-09,0.7468589843694545
2015-04-10,2.695186769681075
2015-04-11,0.42213768681751773
2015-04-12,0.97416389265581
2015-04-13,1.5261900984941026
2015-04-14,0.7143868546142608
2015-04-15,1.0391081521661976
2015-04-16,0.8767475033902291
2015-04-17,0.3571934273071304
2015-04-18,0.4546098165727113
2015-04-19,1.0391081521661976
2015-04-20,2.2405769531083632
2015-04-21,1.4287737092285215
2015-04-22,0.9416917629006165
2015-04-23,0.7143868546142608
2015-04-24,0.3896655570623241
2015-04-25,1.2339409306973594
2015-04-26,1.071580281921391
2015-04-27,0.3247212975519367
2015-04-28,0.3571934273071304
2015-04-29,0.3896655570623241
2015-04-30,0.6819147248590671
2015-05-01,0.3247212975519367
2015-05-02,0.42213768681751773
2015-05-03,1.3313573199629407
2015-05-04,1.4287737092285215
2015-05-05,1.1040524116765849
2015-05-06,0.5844983355934861
2015-05-07,0.8442753736350355
2015-05-08,0.7468589843694545
2015-05-09,0.5844983355934861
2015-05-10,0.7468589843694545
2015-05-11,1.461245838983715
2015-05-12,1.1040524116765849
2015-05-13,0.6494425951038734
2015-05-14,1.1689966711869721
2015-05-15,1.3963015794733278
2015-05-16,0.6494425951038734
2015-05-17,1.3313573199629407
2015-05-18,0.8118032438798417
2015-05-19,1.0066360224110038
2015-05-20,1.0066360224110038
2015-05-21,0.7143868546142608
2015-05-22,1.1689966711869721
2015-05-23,0.2597770380415494
2015-05-24,0.6494425951038734
2015-05-25,2.3379933423739443
2015-05-26,1.201468800942166
2015-05-27,1.1040524116765849
2015-05-28,0.3571934273071304
2015-05-29,0.7143868546142608
2015-05-30,0.2597770380415494
2015-05-31,1.6236064877596834
2015-06-01,0.9416917629006165
2015-06-02,0.4546098165727113
2015-06-03,0.487081946327905
2015-06-04,0.5844983355934861
2015-06-05,0.42213768681751773
2015-06-06,0.97416389265581
2015-06-07,0.7143868546142608
2015-06-08,1.201468800942166
2015-06-09,0.29224916779674304
2015-06-10,0.97416389265581
2015-06-11,0.7143868546142608
2015-06-12,1.1040524116765849
2015-06-13,0.9092196331454229
2015-06-14,1.1040524116765849
2015-06-15,0.7793311141246482
2015-06-16,0.5520262058382924
2015-06-17,0.6494425951038734
2015-06-18,0.7793311141246482
2015-06-19,0.4546098165727113
2015-06-20,0.7143868546142608
2015-06-21,1.1040524116765849
2015-06-22,0.487081946327905
2015-06-23,1.3638294497181342
2015-06-24,0.2597770380415494
2015-06-25,1.1040524116765849
2015-06-26,0.5195540760830988
2015-06-27,0.7468589843694545
2015-06-28,0.29224916779674304
2015-06-29,1.1040524116765849
2015-06-30,0.6169704653486797
2015-07-01,0.29224916779674304
2015-07-02,1.4287737092285215
2015-07-03,1.0066360224110038
2015-07-04,0.3247212975519367
2015-07-05,0.3247212975519367
2015-07-06,0.5844983355934861
2015-07-07,0.6169704653486797
2015-07-08,0.42213768681751773
2015-07-09,0.9416917629006165
2015-07-10,0.22730490828635572
2015-07-11,0.29224916779674304
2015-07-12,0.7143868546142608
2015-07-13,0.6819147248590671
2015-07-14,0.6494425951038734
2015-07-15,0.4546098165727113
2015-07-16,0.2597770380415494
2015-07-17,1.1365245414317784
2015-07-18,0.5520262058382924
2015-07-19,0.6494425951038734
2015-07-20,0.16236064877596834
2015-07-21,0.5844983355934861
2015-07-22,0.3571934273071304
2015-07-23,0.29224916779674304
2015-07-24,0.3247212975519367
2015-07-25,0.42213768681751773
2015-07-26,0.29224916779674304
2015-07-27,0.3247212975519367
2015-07-28,0.3896655570623241
2015-07-29,0.487081946327905
2015-07-30,0.5844983355934861
2015-07-31,0.6494425951038734
2015-08-01,0.3896655570623241
2015-08-02,0.6819147248590671
2015-08-03,0.9416917629006165
2015-08-04,0.3247212975519367
2015-08-05,0.22730490828635572
2015-08-06,0.97416389265581
2015-08-07,0.3571934273071304
2015-08-08,0.3896655570623241
2015-08-09,0.29224916779674304
2015-08-10,0.5195540760830988
2015-08-11,0.5844983355934861
2015-08-12,0.19483277853116204
2015-08-13,0.2597770380415494
2015-08-14,0.3247212975519367
2015-08-15,0.29224916779674304
2015-08-16,0.3571934273071304
2015-08-17,0.6819147248590671
2015-08-18,0.8442753736350355
