obj_name,pg,hour,day
32,-9.965034379894946e-9,1,1
29,-8.793169959941508e-9,1,1
1,-9.965031451707673e-9,1,1
12,-8.7905689214916e-9,1,1
3,-9.965031452856841e-9,1,1
20,0.0630000098633011,1,1
2,-9.965031451720841e-9,1,1
6,0.8650000099114772,1,1
41,0.0940000098632487,1,1
27,-9.965046187305406e-9,1,1
42,0.09400000986325033,1,1
33,-9.965045742597998e-9,1,1
28,-9.965046187304725e-9,1,1
14,0.04000000986329028,1,1
7,-8.777238443870294e-9,1,1
8,-8.790566724666759e-9,1,1
26,-9.96504618730673e-9,1,1
10,-8.790567766563977e-9,1,1
19,0.05000000986330464,1,1
24,0.014000009911178024,1,1
4,-9.965031452808736e-9,1,1
25,1.3350000132614792,1,1
23,1.5480000153914781,1,1
22,0.6760000099114762,1,1
11,-8.790568931000922e-9,1,1
35,-9.965045742596086e-9,1,1
13,-8.790571033395883e-9,1,1
49,0.6750000096468697,1,1
5,-9.965038746052755e-9,1,1
31,0.9240000099114817,1,1
15,0.024000009863272716,1,1
43,0.09400000986325018,1,1
16,0.18000000986299697,1,1
39,0.26000000986274796,1,1
40,0.0940000098632489,1,1
46,-9.965044157741504e-9,1,1
21,-9.965042854627998e-9,1,1
38,0.12000000986318023,1,1
34,-9.965045742600817e-9,1,1
44,0.09400000986325377,1,1
45,-9.965042867553386e-9,1,1
36,-9.965045742595963e-9,1,1
17,0.1800000098629981,1,1
37,1.3860000134895534,1,1
47,4.521314965265272,1,1
9,-8.79056749616385e-9,1,1
48,0.6750000096468669,1,1
18,0.03200000986335307,1,1
30,-8.793169957145982e-9,1,1
32,-9.965033932112263e-9,2,1
29,-8.792622976524112e-9,2,1
1,-9.96503099251386e-9,2,1
12,-8.790021253668512e-9,2,1
3,-9.965030993664419e-9,2,1
20,0.06300000986330732,2,1
2,-9.965030992527045e-9,2,1
6,0.86500000991148,2,1
41,0.09400000986325498,2,1
27,-9.96504571573602e-9,2,1
42,0.0940000098632566,2,1
33,-9.965045297492508e-9,2,1
28,-9.965045715735344e-9,2,1
14,0.04000000986329777,2,1
7,-8.77657829066124e-9,2,1
8,-8.790018973405949e-9,2,1
26,-9.965045715737343e-9,2,1
10,-8.79002005491498e-9,2,1
19,0.050000009863310886,2,1
24,0.014000009911180875,2,1
4,-9.96503099361625e-9,2,1
25,1.3350000132614819,2,1
23,1.5480000153914808,2,1
22,0.6760000099114789,2,1
11,-8.790021263531364e-9,2,1
35,-9.965045297490598e-9,2,1
13,-8.790023445087801e-9,2,1
49,0.6750000096469149,2,1
5,-9.965038288625159e-9,2,1
31,0.9240000099114845,2,1
15,0.024000009863280238,2,1
43,0.09400000986325645,2,1
16,0.18000000986300432,2,1
39,0.2600000098627542,2,1
40,0.09400000986325517,2,1
46,-9.965043667320899e-9,2,1
21,-9.965042414424323e-9,2,1
38,0.1200000098631865,2,1
34,-9.96504529749534e-9,2,1
44,0.09400000986326004,2,1
45,-9.96504237679996e-9,2,1
36,-9.965045297490473e-9,2,1
17,0.18000000986300546,2,1
37,1.3860000134896082,2,1
