obj_name,pg,hour,day,dec_scenario,gen_scenario
5,0.09069998759906717,6,7,No weights,Normal
31,0.9240000099683595,6,7,No weights,Normal
43,-9.853981823454256e-9,6,7,No weights,Normal
39,-9.857836367355814e-9,6,7,No weights,Normal
34,0.15801536786505613,6,7,No weights,Normal
44,-9.853981823454256e-9,6,7,No weights,Normal
17,-9.856003659346828e-9,6,7,No weights,Normal
37,-9.879529494385848e-9,6,7,No weights,Normal
47,5.691500056866173,6,7,No weights,Normal
9,0.1580153569388206,6,7,No weights,Normal
12,0.15801535686042165,6,7,No weights,Normal
20,-9.853235707874954e-9,6,7,No weights,Normal
6,0.8650000099683595,6,7,No weights,Normal
14,-9.852662101095571e-9,6,7,No weights,Normal
7,0.04699999641695174,6,7,No weights,Normal
8,0.1580153569834498,6,7,No weights,Normal
19,-9.852913604812063e-9,6,7,No weights,Normal
4,0.04529999662181445,6,7,No weights,Normal
22,0.6760000099683594,6,7,No weights,Normal
11,0.15801535685995258,6,7,No weights,Normal
35,0.1580153678752988,6,7,No weights,Normal
13,0.1580153567441416,6,7,No weights,Normal
15,-9.852265138756588e-9,6,7,No weights,Normal
16,-9.856003659346828e-9,6,7,No weights,Normal
40,-9.853981823454256e-9,6,7,No weights,Normal
46,0.15801535640737668,6,7,No weights,Normal
21,0.1580153006482077,6,7,No weights,Normal
38,-9.854580288297042e-9,6,7,No weights,Normal
45,0.15801528134925244,6,7,No weights,Normal
36,0.15801536787556614,6,7,No weights,Normal
48,-9.866696471378999e-9,6,7,No weights,Normal
18,-9.852481928430208e-9,6,7,No weights,Normal
30,0.15801537083726605,6,7,No weights,Normal
3,0.04529999662181444,6,7,No weights,Normal
32,0.053999996954891896,7,7,No weights,Normal
29,0.1695933109213903,7,7,No weights,Normal
1,0.04529999786799414,7,7,No weights,Normal
2,0.04529999786799414,7,7,No weights,Normal
41,-9.853817933670537e-9,7,7,No weights,Normal
27,0.16959330993497823,7,7,No weights,Normal
42,-9.853817933670537e-9,7,7,No weights,Normal
33,0.16959330782302204,7,7,No weights,Normal
28,0.1695933099365514,7,7,No weights,Normal
26,0.16959330993189542,7,7,No weights,Normal
10,0.16959329552742872,7,7,No weights,Normal
24,0.014000009968367099,7,7,No weights,Normal
25,1.335000013318367,7,7,No weights,Normal
23,1.548000015448367,7,7,No weights,Normal
49,-9.866559893963066e-9,7,7,No weights,Normal
5,0.09069999088650114,7,7,No weights,Normal
31,0.9240000099683672,7,7,No weights,Normal
43,-9.853817933670537e-9,7,7,No weights,Normal
39,-9.85768102059651e-9,7,7,No weights,Normal
34,0.16959330781645712,7,7,No weights,Normal
44,-9.853817933670537e-9,7,7,No weights,Normal
17,-9.85584427920568e-9,7,7,No weights,Normal
37,-9.879417958599183e-9,7,7,No weights,Normal
47,5.69150005686619,7,7,No weights,Normal
9,0.16959329554181782,7,7,No weights,Normal
12,0.16959329545622348,7,7,No weights,Normal
20,-9.853070137990974e-9,7,7,No weights,Normal
6,0.8650000099683671,7,7,No weights,Normal
14,-9.852495233735354e-9,7,7,No weights,Normal
7,0.04699999769975973,7,7,No weights,Normal
8,0.16959329559091182,7,7,No weights,Normal
19,-9.85274730696759e-9,7,7,No weights,Normal
4,0.045299997867994074,7,7,No weights,Normal
22,0.6760000099683671,7,7,No weights,Normal
11,0.16959329545571128,7,7,No weights,Normal
35,0.1695933078274414,7,7,No weights,Normal
13,0.1695932953292547,7,7,No weights,Normal
15,-9.852097370514741e-9,7,7,No weights,Normal
16,-9.85584427920568e-9,7,7,No weights,Normal
40,-9.853817933670537e-9,7,7,No weights,Normal
46,0.16959329469723625,7,7,No weights,Normal
21,0.16959316422510412,7,7,No weights,Normal
38,-9.854417739933558e-9,7,7,No weights,Normal
45,0.1695930311881608,7,7,No weights,Normal
36,0.16959330782773505,7,7,No weights,Normal
48,-9.866559893963066e-9,7,7,No weights,Normal
18,-9.852314652480129e-9,7,7,No weights,Normal
30,0.1695933109215584,7,7,No weights,Normal
3,0.045299997867994074,7,7,No weights,Normal
32,0.05399999519166747,8,7,No weights,Normal
29,0.15582964144706318,8,7,No weights,Normal
1,0.045299996357260286,8,7,No weights,Normal
2,0.045299996357260286,8,7,No weights,Normal
41,-9.854012721991079e-9,8,7,No weights,Normal
27,0.1558296404923701,8,7,No weights,Normal
42,-9.854012721991079e-9,8,7,No weights,Normal
33,0.1558296384310602,8,7,No weights,Normal
28,0.15582964049379913,8,7,No weights,Normal
26,0.15582964048953166,8,7,No weights,Normal
10,0.1558296277904535,8,7,No weights,Normal
24,0.014000009968357962,8,7,No weights,Normal
25,1.335000013318358,8,7,No weights,Normal
23,1.548000015448358,8,7,No weights,Normal
49,-9.866722223639684e-9,8,7,No weights,Normal
5,0.09069998684729959,8,7,No weights,Normal
31,0.9240000099683581,8,7,No weights,Normal
43,-9.854012721991079e-9,8,7,No weights,Normal
39,-9.857865656286972e-9,8,7,No weights,Normal
34,0.15582963842502842,8,7,No weights,Normal
44,-9.854012721991079e-9,8,7,No weights,Normal
17,-9.856033708223621e-9,8,7,No weights,Normal
37,-9.879550527404894e-9,8,7,No weights,Normal
47,5.691500056866169,8,7,No weights,Normal
9,0.15582962780367318,8,7,No weights,Normal
12,0.15582962772659747,8,7,No weights,Normal
20,-9.853266922951276e-9,8,7,No weights,Normal
6,0.865000009968358,8,7,No weights,Normal
14,-9.852693560621469e-9,8,7,No weights,Normal
7,0.04699999614415051,8,7,No weights,Normal
8,0.1558296278474988,8,7,No weights,Normal
19,-9.852944957039334e-9,8,7,No weights,Normal
4,0.045299996357260196,8,7,No weights,Normal
22,0.676000009968358,8,7,No weights,Normal
11,0.15582962772612866,8,7,No weights,Normal
35,0.1558296384351252,8,7,No weights,Normal
13,0.15582962761227323,8,7,No weights,Normal
15,-9.852296768011112e-9,8,7,No weights,Normal
16,-9.856033708223621e-9,8,7,No weights,Normal
40,-9.854012721991079e-9,8,7,No weights,Normal
46,0.15582962724068414,8,7,No weights,Normal
21,0.1558295774524151,8,7,No weights,Normal
38,-9.854610934100223e-9,8,7,No weights,Normal
45,0.1558295620327434,8,7,No weights,Normal
36,0.15582963843539435,8,7,No weights,Normal
48,-9.866722223639684e-9,8,7,No weights,Normal
18,-9.852513464935912e-9,8,7,No weights,Normal
30,0.15582964144721934,8,7,No weights,Normal
3,0.045299996357260196,8,7,No weights,Normal
32,0.053999996868700606,9,7,No weights,Normal
29,0.16883457883189187,9,7,No weights,Normal
1,0.04529999779348108,9,7,No weights,Normal
2,0.04529999779348108,9,7,No weights,Normal
41,-9.853828685051344e-9,9,7,No weights,Normal
27,0.16883457784749203,9,7,No weights,Normal
42,-9.853828685051344e-9,9,7,No weights,Normal
33,0.16883457571168112,9,7,No weights,Normal
28,0.1688345778490567,9,7,No weights,Normal
26,0.16883457784442393,9,7,No weights,Normal
10,0.1688345635470989,9,7,No weights,Normal
24,0.014000009968366596,9,7,No weights,Normal
25,1.3350000133183666,9,7,No weights,Normal
23,1.5480000154483666,9,7,No weights,Normal
49,-9.866568852799691e-9,9,7,No weights,Normal
5,0.09069999070089806,9,7,No weights,Normal
31,0.9240000099683667,9,7,No weights,Normal
43,-9.853828685051344e-9,9,7,No weights,Normal
39,-9.85769121126179e-9,9,7,No weights,Normal
34,0.16883457570514526,9,7,No weights,Normal
44,-9.853828685051344e-9,9,7,No weights,Normal
17,-9.855854734596504e-9,9,7,No weights,Normal
37,-9.879425274148644e-9,9,7,No weights,Normal
47,5.6915000568661895,9,7,No weights,Normal
9,0.16883456356142418,9,7,No weights,Normal
12,0.1688345634763114,9,7,No weights,Normal
20,-9.853080999647909e-9,9,7,No weights,Normal
6,0.8650000099683667,9,7,No weights,Normal
14,-9.852506180552989e-9,9,7,No weights,Normal
7,0.046999997623159276,9,7,No weights,Normal
8,0.16883456361021945,9,7,No weights,Normal
19,-9.852758216405172e-9,9,7,No weights,Normal
4,0.04529999779348101,9,7,No weights,Normal
22,0.6760000099683666,9,7,No weights,Normal
11,0.16883456347580797,9,7,No weights,Normal
35,0.16883457571608698,9,7,No weights,Normal
13,0.16883456335006175,9,7,No weights,Normal
15,-9.852108376463313e-9,9,7,No weights,Normal
16,-9.855854734596504e-9,9,7,No weights,Normal
40,-9.853828685051344e-9,9,7,No weights,Normal
46,0.1688345627115213,9,7,No weights,Normal
21,0.1688344419930033,9,7,No weights,Normal
38,-9.854428403269634e-9,9,7,No weights,Normal
45,0.16883433339904333,9,7,No weights,Normal
36,0.1688345757163794,9,7,No weights,Normal
48,-9.866568852799691e-9,9,7,No weights,Normal
18,-9.85232562611722e-9,9,7,No weights,Normal
30,0.16883457883205846,9,7,No weights,Normal
3,0.04529999779348101,9,7,No weights,Normal
32,0.05399999485039273,10,7,No weights,Normal
29,0.15353572751958086,10,7,No weights,Normal
1,0.04529999606812044,10,7,No weights,Normal
2,0.04529999606812044,10,7,No weights,Normal
41,-9.854045135815004e-9,10,7,No weights,Normal
27,0.1535357265591567,10,7,No weights,Normal
42,-9.854045135815004e-9,10,7,No weights,Normal
33,0.1535357246370911,10,7,No weights,Normal
28,0.15353572656057507,10,7,No weights,Normal
26,0.1535357265563669,10,7,No weights,Normal
10,0.1535357141577224,10,7,No weights,Normal
24,0.01400000996835644,10,7,No weights,Normal
25,1.3350000133183564,10,7,No weights,Normal
23,1.5480000154483564,10,7,No weights,Normal
49,-9.866749239831049e-9,10,7,No weights,Normal
5,0.09069998600207552,10,7,No weights,Normal
31,0.9240000099683565,10,7,No weights,Normal
43,-9.854045135815004e-9,10,7,No weights,Normal
39,-9.857896381920664e-9,10,7,No weights,Normal
34,0.1535357246311501,10,7,No weights,Normal
44,-9.854045135815004e-9,10,7,No weights,Normal
17,-9.856065230910593e-9,10,7,No weights,Normal
37,-9.879572593572085e-9,10,7,No weights,Normal
47,5.691500056866166,10,7,No weights,Normal
9,0.15353571417074025,10,7,No weights,Normal
12,0.15353571409504624,10,7,No weights,Normal
20,-9.85329966876664e-9,10,7,No weights,Normal
6,0.8650000099683565,10,7,No weights,Normal
14,-9.85272656281832e-9,10,7,No weights,Normal
7,0.0469999958458082,10,7,No weights,Normal
8,0.15353571421372328,10,7,No weights,Normal
19,-9.85297784669986e-9,10,7,No weights,Normal
4,0.04529999606812035,10,7,No weights,Normal
22,0.6760000099683564,10,7,No weights,Normal
11,0.15353571409458514,10,7,No weights,Normal
35,0.15353572464109155,10,7,No weights,Normal
13,0.15353571398276958,10,7,No weights,Normal
15,-9.85232994822041e-9,10,7,No weights,Normal
16,-9.856065230910593e-9,10,7,No weights,Normal
40,-9.854045135815004e-9,10,7,No weights,Normal
46,0.15353571375856545,10,7,No weights,Normal
21,0.15353566903082655,10,7,No weights,Normal
38,-9.854643082853393e-9,10,7,No weights,Normal
45,0.15353565668115218,10,7,No weights,Normal
36,0.15353572464135523,10,7,No weights,Normal
48,-9.866749239831049e-9,10,7,No weights,Normal
18,-9.85254654786901e-9,10,7,No weights,Normal
30,0.15353572751973096,10,7,No weights,Normal
3,0.04529999606812035,10,7,No weights,Normal
32,0.053999993309616204,11,7,No weights,Normal
29,0.14434706184811363,11,7,No weights,Normal
1,0.04529999477565059,11,7,No weights,Normal
2,0.04529999477565058,11,7,No weights,Normal
41,-9.854174830773193e-9,11,7,No weights,Normal
27,0.1443470609146664,11,7,No weights,Normal
42,-9.854174830773193e-9,11,7,No weights,Normal
33,0.14434705899737252,11,7,No weights,Normal
28,0.14434706091600416,11,7,No weights,Normal
26,0.14434706091204252,11,7,No weights,Normal
10,0.1443470493749552,11,7,No weights,Normal
24,0.014000009968350336,11,7,No weights,Normal
25,1.3350000133183504,11,7,No weights,Normal
23,1.5480000154483504,11,7,No weights,Normal
49,-9.866857348103528e-9,11,7,No weights,Normal
5,0.09069998189171552,11,7,No weights,Normal
31,0.9240000099683504,11,7,No weights,Normal
43,-9.854174830773193e-9,11,7,No weights,Normal
39,-9.858019325655276e-9,11,7,No weights,Normal
34,0.1443470589917885,11,7,No weights,Normal
44,-9.854174830773193e-9,11,7,No weights,Normal
17,-9.856191362165125e-9,11,7,No weights,Normal
37,-9.879660902398446e-9,11,7,No weights,Normal
47,5.6915000568661505,11,7,No weights,Normal
9,0.14434704938719722,11,7,No weights,Normal
12,0.1443470493168897,11,7,No weights,Normal
20,-9.853430691351738e-9,11,7,No weights,Normal
6,0.8650000099683504,11,7,No weights,Normal
14,-9.852858610658636e-9,11,7,No weights,Normal
7,0.04699999450978336,11,7,No weights,Normal
8,0.1443470494268915,11,7,No weights,Normal
19,-9.853109444516069e-9,11,7,No weights,Normal
4,0.04529999477565048,11,7,No weights,Normal
22,0.6760000099683503,11,7,No weights,Normal
11,0.14434704931646017,11,7,No weights,Normal
35,0.14434705900113787,11,7,No weights,Normal
13,0.144347049212624,11,7,No weights,Normal
15,-9.852462707920474e-9,11,7,No weights,Normal
16,-9.856191362165125e-9,11,7,No weights,Normal
40,-9.854174830773193e-9,11,7,No weights,Normal
46,0.14434704913841523,11,7,No weights,Normal
21,0.14434701810291625,11,7,No weights,Normal
38,-9.854771717789528e-9,11,7,No weights,Normal
45,0.14434701212457846,11,7,No weights,Normal
36,0.14434705900138525,11,7,No weights,Normal
48,-9.866857348103528e-9,11,7,No weights,Normal
18,-9.852678918571258e-9,11,7,No weights,Normal
30,0.14434706184825924,11,7,No weights,Normal
3,0.04529999477565047,11,7,No weights,Normal
32,0.05399999440037433,12,7,No weights,Normal
29,0.1506643175238758,12,7,No weights,Normal
1,0.045299995688446115,12,7,No weights,Normal
2,0.045299995688446115,12,7,No weights,Normal
41,-9.854085689587086e-9,12,7,No weights,Normal
27,0.15066431657730844,12,7,No weights,Normal
42,-9.854085689587086e-9,12,7,No weights,Normal
33,0.15066431461782406,12,7,No weights,Normal
28,0.15066431657869356,12,7,No weights,Normal
26,0.15066431657456872,12,7,No weights,Normal
10,0.15066430442019677,12,7,No weights,Normal
24,0.014000009968354533,12,7,No weights,Normal
25,1.3350000133183544,12,7,No weights,Normal
23,1.5480000154483544,12,7,No weights,Normal
49,-9.866783041955519e-9,12,7,No weights,Normal
5,0.09069998485292814,12,7,No weights,Normal
31,0.9240000099683546,12,7,No weights,Normal
43,-9.854085689587086e-9,12,7,No weights,Normal
39,-9.857934824061455e-9,12,7,No weights,Normal
34,0.15066431461198931,12,7,No weights,Normal
44,-9.854085689587086e-9,12,7,No weights,Normal
17,-9.856104670028933e-9,12,7,No weights,Normal
37,-9.879600203538334e-9,12,7,No weights,Normal
47,5.691500056866161,12,7,No weights,Normal
9,0.15066430443297166,12,7,No weights,Normal
12,0.15066430435897826,12,7,No weights,Normal
20,-9.853340637796169e-9,12,7,No weights,Normal
6,0.8650000099683546,12,7,No weights,Normal
14,-9.852767852530197e-9,12,7,No weights,Normal
7,0.04699999545374971,12,7,No weights,Normal
8,0.15066430447491544,12,7,No weights,Normal
19,-9.853018995651963e-9,12,7,No weights,Normal
4,0.04529999568844602,12,7,No weights,Normal
22,0.6760000099683545,12,7,No weights,Normal
11,0.15066430435853106,12,7,No weights,Normal
35,0.15066431462175778,12,7,No weights,Normal
13,0.15066430424923904,12,7,No weights,Normal
15,-9.852371460590841e-9,12,7,No weights,Normal
16,-9.856104670028933e-9,12,7,No weights,Normal
40,-9.854085689587086e-9,12,7,No weights,Normal
46,0.15066430407769396,12,7,No weights,Normal
21,0.1506642645905922,12,7,No weights,Normal
38,-9.854683305070987e-9,12,7,No weights,Normal
45,0.15066425496041408,12,7,No weights,Normal
36,0.1506643146220134,12,7,No weights,Normal
48,-9.866783041955519e-9,12,7,No weights,Normal
18,-9.85258793856738e-9,12,7,No weights,Normal
30,0.15066431752402415,12,7,No weights,Normal
3,0.04529999568844601,12,7,No weights,Normal
32,0.053999994420536365,13,7,No weights,Normal
29,0.15078941492531867,13,7,No weights,Normal
1,0.04529999570541784,13,7,No weights,Normal
2,0.04529999570541783,13,7,No weights,Normal
41,-9.854083923269653e-9,13,7,No weights,Normal
27,0.15078941397929302,13,7,No weights,Normal
42,-9.854083923269653e-9,13,7,No weights,Normal
33,0.15078941197475546,13,7,No weights,Normal
28,0.15078941398068899,13,7,No weights,Normal
26,0.15078941397655204,13,7,No weights,Normal
10,0.15078940176552466,13,7,No weights,Normal
24,0.014000009968354616,13,7,No weights,Normal
25,1.3350000133183546,13,7,No weights,Normal
23,1.5480000154483546,13,7,No weights,Normal
49,-9.866781569671489e-9,13,7,No weights,Normal
5,0.09069998490528063,13,7,No weights,Normal
31,0.9240000099683547,13,7,No weights,Normal
43,-9.854083923269653e-9,13,7,No weights,Normal
39,-9.857933149704272e-9,13,7,No weights,Normal
34,0.150789411968917,13,7,No weights,Normal
44,-9.854083923269653e-9,13,7,No weights,Normal
17,-9.856102952253162e-9,13,7,No weights,Normal
37,-9.879599000931868e-9,13,7,No weights,Normal
47,5.691500056866161,13,7,No weights,Normal
9,0.1507894017783099,13,7,No weights,Normal
12,0.1507894017042427,13,7,No weights,Normal
20,-9.853338853394265e-9,13,7,No weights,Normal
6,0.8650000099683547,13,7,No weights,Normal
14,-9.852766054162523e-9,13,7,No weights,Normal
7,0.046999995471282294,13,7,No weights,Normal
8,0.15078940182029216,13,7,No weights,Normal
19,-9.853017203414601e-9,13,7,No weights,Normal
4,0.04529999570541774,13,7,No weights,Normal
22,0.6760000099683546,13,7,No weights,Normal
11,0.15078940170379956,13,7,No weights,Normal
35,0.1507894119786891,13,7,No weights,Normal
13,0.15078940159439178,13,7,No weights,Normal
15,-9.85236965252661e-9,13,7,No weights,Normal
16,-9.856102952253162e-9,13,7,No weights,Normal
40,-9.854083923269653e-9,13,7,No weights,Normal
46,0.15078940141131408,13,7,No weights,Normal
21,0.15078936172923368,13,7,No weights,Normal
38,-9.854681553192485e-9,13,7,No weights,Normal
45,0.15078935198863513,13,7,No weights,Normal
36,0.15078941197895354,13,7,No weights,Normal
48,-9.866781569671489e-9,13,7,No weights,Normal
18,-9.852586135802206e-9,13,7,No weights,Normal
30,0.15078941492546963,13,7,No weights,Normal
3,0.045299995705417734,13,7,No weights,Normal
32,0.05399999616559349,14,7,No weights,Normal
29,0.16299833085818796,14,7,No weights,Normal
1,0.04529999718820271,14,7,No weights,Normal
2,0.04529999718820271,14,7,No weights,Normal
41,-9.853911332984083e-9,14,7,No weights,Normal
27,0.16299832988915555,14,7,No weights,Normal
42,-9.853911332984083e-9,14,7,No weights,Normal
33,0.16299832775294018,14,7,No weights,Normal
28,0.16299832989065485,14,7,No weights,Normal
26,0.16299832988618473,14,7,No weights,Normal
10,0.16299831630160258,14,7,No weights,Normal
24,0.014000009968362722,14,7,No weights,Normal
25,1.3350000133183626,14,7,No weights,Normal
23,1.5480000154483626,14,7,No weights,Normal
49,-9.866637724931429e-9,14,7,No weights,Normal
5,0.09069998914298798,14,7,No weights,Normal
31,0.9240000099683628,14,7,No weights,Normal
43,-9.853911332984083e-9,14,7,No weights,Normal
39,-9.857769550189108e-9,14,7,No weights,Normal
34,0.16299832774663908,14,7,No weights,Normal
44,-9.853911332984083e-9,14,7,No weights,Normal
17,-9.855935107905623e-9,14,7,No weights,Normal
37,-9.879481516471793e-9,14,7,No weights,Normal
47,5.69150005686618,14,7,No weights,Normal
9,0.16299831631543218,14,7,No weights,Normal
12,0.16299831623397928,14,7,No weights,Normal
20,-9.853164495010546e-9,14,7,No weights,Normal
6,0.8650000099683628,14,7,No weights,Normal
14,-9.852590330356072e-9,14,7,No weights,Normal
7,0.04699999700044089,14,7,No weights,Normal
8,0.16299831636195983,14,7,No weights,Normal
19,-9.852842078947243e-9,14,7,No weights,Normal
4,0.045299997188202636,14,7,No weights,Normal
22,0.6760000099683627,14,7,No weights,Normal
11,0.16299831623349093,14,7,No weights,Normal
35,0.16299832775719544,14,7,No weights,Normal
13,0.162998316113157,14,7,No weights,Normal
15,-9.852192980667505e-9,14,7,No weights,Normal
16,-9.855935107905623e-9,14,7,No weights,Normal
40,-9.853911332984083e-9,14,7,No weights,Normal
46,0.16299831563207723,14,7,No weights,Normal
21,0.16299824041009417,14,7,No weights,Normal
38,-9.854510374600492e-9,14,7,No weights,Normal
45,0.16299820437905937,14,7,No weights,Normal
36,0.1629983277574804,14,7,No weights,Normal
48,-9.866637724931429e-9,14,7,No weights,Normal
18,-9.852409982011382e-9,14,7,No weights,Normal
30,0.16299833085835053,14,7,No weights,Normal
3,0.045299997188202636,14,7,No weights,Normal
32,0.0539999972151786,15,7,No weights,Normal
29,0.17194668041990963,15,7,No weights,Normal
1,0.045299998093433026,15,7,No weights,Normal
2,0.045299998093433026,15,7,No weights,Normal
41,-9.853784575903436e-9,15,7,No weights,Normal
27,0.1719466794297025,15,7,No weights,Normal
42,-9.853784575903436e-9,15,7,No weights,Normal
33,0.17194667724808899,15,7,No weights,Normal
28,0.17194667943129813,15,7,No weights,Normal
26,0.17194667942658526,15,7,No weights,Normal
10,0.17194666466914904,15,7,No weights,Normal
24,0.01400000996836866,15,7,No weights,Normal
25,1.3350000133183686,15,7,No weights,Normal
23,1.5480000154483686,15,7,No weights,Normal
49,-9.866532098564853e-9,15,7,No weights,Normal
5,0.09069999144013742,15,7,No weights,Normal
31,0.9240000099683687,15,7,No weights,Normal
43,-9.853784575903436e-9,15,7,No weights,Normal
39,-9.857649402785323e-9,15,7,No weights,Normal
34,0.17194667724143106,15,7,No weights,Normal
44,-9.853784575903436e-9,15,7,No weights,Normal
17,-9.855811839927947e-9,15,7,No weights,Normal
37,-9.879395262214557e-9,15,7,No weights,Normal
47,5.691500056866194,15,7,No weights,Normal
9,0.17194666468373995,15,7,No weights,Normal
12,0.17194666459663338,15,7,No weights,Normal
20,-9.853036438027866e-9,15,7,No weights,Normal
6,0.8650000099683687,15,7,No weights,Normal
14,-9.85246126950404e-9,15,7,No weights,Normal
7,0.04699999793143458,15,7,No weights,Normal
8,0.17194666473377618,15,7,No weights,Normal
19,-9.852713458735116e-9,15,7,No weights,Normal
4,0.04529999809343296,15,7,No weights,Normal
22,0.6760000099683686,15,7,No weights,Normal
11,0.1719466645961262,15,7,No weights,Normal
35,0.17194667725257126,15,7,No weights,Normal
13,0.1719466644674359,15,7,No weights,Normal
15,-9.852063222792313e-9,15,7,No weights,Normal
16,-9.855811839927947e-9,15,7,No weights,Normal
40,-9.853784575903436e-9,15,7,No weights,Normal
46,0.17194666372613093,15,7,No weights,Normal
21,0.17194649132383105,15,7,No weights,Normal
38,-9.854384655379362e-9,15,7,No weights,Normal
45,0.17194618562595346,15,7,No weights,Normal
36,0.17194667725286758,15,7,No weights,Normal
48,-9.866532098564853e-9,15,7,No weights,Normal
18,-9.852280605028249e-9,15,7,No weights,Normal
30,0.17194668042008188,15,7,No weights,Normal
3,0.04529999809343296,15,7,No weights,Normal
32,0.05399999742357321,16,7,No weights,Normal
29,0.17390108743338564,16,7,No weights,Normal
1,0.0452999982743823,16,7,No weights,Normal
2,0.0452999982743823,16,7,No weights,Normal
41,-9.853756861644386e-9,16,7,No weights,Normal
27,0.17390108643838162,16,7,No weights,Normal
42,-9.853756861644386e-9,16,7,No weights,Normal
33,0.1739010842691483,16,7,No weights,Normal
28,0.17390108643998672,16,7,No weights,Normal
26,0.1739010864352193,16,7,No weights,Normal
10,0.17390107141663189,16,7,No weights,Normal
24,0.014000009968369958,16,7,No weights,Normal
25,1.33500001331837,16,7,No weights,Normal
23,1.54800001544837,16,7,No weights,Normal
49,-9.866509006467339e-9,16,7,No weights,Normal
5,0.09069999187611148,16,7,No weights,Normal
31,0.9240000099683701,16,7,No weights,Normal
43,-9.853756861644386e-9,16,7,No weights,Normal
39,-9.857623134404323e-9,16,7,No weights,Normal
34,0.17390108426241882,16,7,No weights,Normal
44,-9.853756861644386e-9,16,7,No weights,Normal
17,-9.855784888923903e-9,16,7,No weights,Normal
37,-9.879376407011396e-9,16,7,No weights,Normal
47,5.6915000568661975,16,7,No weights,Normal
9,0.17390107143138783,16,7,No weights,Normal
12,0.17390107134302402,16,7,No weights,Normal
20,-9.85300843940583e-9,16,7,No weights,Normal
6,0.86500000996837,16,7,No weights,Normal
14,-9.852433051277222e-9,16,7,No weights,Normal
7,0.04699999811730284,16,7,No weights,Normal
8,0.1739010714822122,16,7,No weights,Normal
19,-9.852685336901898e-9,16,7,No weights,Normal
4,0.04529999827438224,16,7,No weights,Normal
22,0.67600000996837,16,7,No weights,Normal
11,0.17390107134250196,16,7,No weights,Normal
35,0.17390108427368375,16,7,No weights,Normal
13,0.17390107121195064,16,7,No weights,Normal
15,-9.8520348520848e-9,16,7,No weights,Normal
16,-9.855784888923903e-9,16,7,No weights,Normal
40,-9.853756861644386e-9,16,7,No weights,Normal
46,0.17390107040494182,16,7,No weights,Normal
21,0.17390083833767223,16,7,No weights,Normal
38,-9.854357168157841e-9,16,7,No weights,Normal
45,0.17389752208636014,16,7,No weights,Normal
36,0.17390108427398834,16,7,No weights,Normal
48,-9.866509006467339e-9,16,7,No weights,Normal
18,-9.852252317644325e-9,16,7,No weights,Normal
30,0.1739010874335658,16,7,No weights,Normal
3,0.04529999827438223,16,7,No weights,Normal
32,0.053999998924213075,17,7,No weights,Normal
29,0.19014628865869643,17,7,No weights,Normal
1,0.04529999958946592,17,7,No weights,Normal
2,0.04529999958946592,17,7,No weights,Normal
41,-9.853526091069155e-9,17,7,No weights,Normal
27,0.19014628762578595,17,7,No weights,Normal
42,-9.853526091069155e-9,17,7,No weights,Normal
33,0.19014628531434316,17,7,No weights,Normal
28,0.19014628762754462,17,7,No weights,Normal
26,0.19014628762232952,17,7,No weights,Normal
10,0.19014626980420307,17,7,No weights,Normal
24,0.014000009968380732,17,7,No weights,Normal
25,1.3350000133183806,17,7,No weights,Normal
23,1.5480000154483806,17,7,No weights,Normal
49,-9.866316753251233e-9,17,7,No weights,Normal
5,0.0906999948367664,17,7,No weights,Normal
31,0.9240000099683808,17,7,No weights,Normal
43,-9.853526091069155e-9,17,7,No weights,Normal
39,-9.857404413559887e-9,17,7,No weights,Normal
34,0.19014628530697872,17,7,No weights,Normal
44,-9.853526091069155e-9,17,7,No weights,Normal
17,-9.855560479303681e-9,17,7,No weights,Normal
37,-9.879219452458978e-9,17,7,No weights,Normal
47,5.691500056866223,17,7,No weights,Normal
9,0.1901462698203312,17,7,No weights,Normal
12,0.1901462697210782,17,7,No weights,Normal
20,-9.852775298893848e-9,17,7,No weights,Normal
6,0.8650000099683808,17,7,No weights,Normal
14,-9.852198080509987e-9,17,7,No weights,Normal
7,0.046999999465830763,17,7,No weights,Normal
8,0.19014626987807753,17,7,No weights,Normal
19,-9.852451169513624e-9,17,7,No weights,Normal
4,0.04529999958946587,17,7,No weights,Normal
22,0.6760000099683807,17,7,No weights,Normal
11,0.19014626972050833,17,7,No weights,Normal
35,0.19014628531930286,17,7,No weights,Normal
13,0.1901462695737885,17,7,No weights,Normal
15,-9.851798610486868e-9,17,7,No weights,Normal
16,-9.855560479303681e-9,17,7,No weights,Normal
40,-9.853526091069155e-9,17,7,No weights,Normal
46,0.19014626793718942,17,7,No weights,Normal
21,0.17999986138338311,17,7,No weights,Normal
38,-9.85412828973506e-9,17,7,No weights,Normal
45,0.17499991044303168,17,7,No weights,Normal
36,0.190146285319624,17,7,No weights,Normal
48,-9.866316753251233e-9,17,7,No weights,Normal
18,-9.852016770500921e-9,17,7,No weights,Normal
30,0.19014628865888797,17,7,No weights,Normal
3,0.045299999589465866,17,7,No weights,Normal
32,0.05400000015319764,18,7,No weights,Normal
29,0.20713878104120143,18,7,No weights,Normal
1,0.04530000068253453,18,7,No weights,Normal
2,0.04530000068253453,18,7,No weights,Normal
41,-9.853283924258863e-9,18,7,No weights,Normal
27,0.2071387799738008,18,7,No weights,Normal
42,-9.853283924258863e-9,18,7,No weights,Normal
33,0.20713877750309795,18,7,No weights,Normal
28,0.2071387799757163,18,7,No weights,Normal
