f_ENS,f_con_peak,f_con_tot,f_disvi_tot,f_emit,f_gen,f_with_peak,f_with_tot,dec_label,gen_scenario
-0.00018143997813473237,2.4983420683553617e7,1.7207652172786212e8,0.0,354.4690632663152,6.394852679409407e6,3.91633615450569e8,2.5432225460697885e9,D000040,Normal
-0.00018143997902985223,2.4983366525823593e7,1.720762507666462e8,0.0,354.469065155987,6.3948526883561835e6,3.916342420228472e8,2.5432256012620554e9,D000041,Normal
-0.00018143997813473237,2.4983366626004156e7,1.720762911242975e8,0.0,354.46906411854434,6.394852685821205e6,3.916342410461331e8,2.543225132868992e9,D000042,Normal
-0.00018143997813473237,2.49833667721663e7,1.7207631942455107e8,0.0,354.46906484827866,6.394852692180848e6,3.916342391486741e8,2.5432248513145533e9,D000043,Normal
-0.00018143997813473237,2.4983378962399866e7,1.7207642942743632e8,0.0,354.4690650146488,6.394852693946982e6,3.916340979723811e8,2.543223558263216e9,D000044,Normal
-0.00018143997902985223,4.791510114594428e7,3.293730490797509e8,0.0,141.24270818289398,4.560927377258869e6,1.8728723876706746e8,1.2349445500337408e9,D000045,Normal
-0.0001814399772396125,4.791513401378856e7,3.2937325100862706e8,0.0,141.24270797388726,4.560927386209345e6,1.8728702920759317e8,1.2349424630927386e9,D000046,Normal
-0.00018143997902985223,2.498336658790169e7,1.7207629253056973e8,0.0,354.46905846589203,6.394852628823679e6,3.916342438440976e8,2.5432252149616375e9,D000047,Normal
-0.00018143997902985223,4.791508594405028e7,3.2937314992833334e8,0.0,141.24270888403652,4.560927383374963e6,1.8728652710061482e8,1.234943478631426e9,D000048,Normal
-0.00018143997813473237,2.4983420754968967e7,1.7207652207234907e8,0.0,354.4690634202739,6.394852678893855e6,3.916336148883318e8,2.5432225444158845e9,D000049,Normal
-0.0001814399799249721,2.4983356366627578e7,1.7207625346090513e8,0.0,354.4690656853645,6.394852684933145e6,3.916343682887983e8,2.5432256506310635e9,D000050,Normal
-0.0001814399799249721,2.4983356211130943e7,1.7207622721219754e8,0.0,354.46906509032937,6.39485267970673e6,3.916343702217334e8,2.5432259161135736e9,D000051,Normal
-0.0001814399799249721,2.4983356099611845e7,1.7207622744666702e8,0.0,354.46906575859646,6.3948526854819935e6,3.9163437136405253e8,2.5432259208282685e9,D000052,Normal
-0.0001814399772396125,2.498337650785721e7,1.7207646350277415e8,0.0,354.4690647970583,6.394852696455337e6,3.916341266540079e8,2.5432232741391697e9,D000053,Normal
-0.00018143997902985223,4.791510078939111e7,3.2937304641016984e8,0.0,141.2427080824096,4.560927377612601e6,1.8728724082838964e8,1.234944577382502e9,D000054,Normal
-0.0001814399772396125,4.7915136817102164e7,3.2937329465474683e8,0.0,141.2427078648126,4.5609273866234e6,1.8728702431780905e8,1.234941994374007e9,D000055,Normal
-0.00018143997902985223,2.498336654559413e7,1.7207628782405674e8,0.0,354.46905836163205,6.39485262915986e6,3.916342441470494e8,2.5432252637666826e9,D000056,Normal
-0.00018143997813473237,4.791509594773318e7,3.2937316069880915e8,0.0,141.24270848795166,4.560927386525331e6,1.8728730239993906e8,1.2349434255569139e9,D000057,Normal
-0.00018143997813473237,2.4983420460269514e7,1.720765208453552e8,0.0,354.46906331155674,6.394852679253115e6,3.916336181133096e8,2.54322255612008e9,D000058,Normal
-0.00018143997902985223,2.498336633812885e7,1.7207624023446566e8,0.0,354.4690651993741,6.394852688188575e6,3.916342442735579e8,2.543225713723425e9,D000059,Normal
-0.00018143997813473237,2.4983366332191885e7,1.720763480545762e8,0.0,354.4690641643743,6.394852685944224e6,3.916342445254014e8,2.543224599217211e9,D000060,Normal
-0.00018143997902985223,2.498336642170481e7,1.720762701267517e8,0.0,354.4690652759249,6.394852688901903e6,3.9163424328379077e8,2.5432254012579308e9,D000061,Normal
-0.00018143997813473237,2.498337745961318e7,1.7207641805643553e8,0.0,354.4690650598883,6.394852693748115e6,3.916341154483529e8,2.5432236822518597e9,D000062,Normal
-0.00018143997902985223,4.7915101248879924e7,3.293730498457905e8,0.0,141.2427082095429,4.5609273771650465e6,1.8728723815906465e8,1.234944542154881e9,D000063,Normal
-0.0001814399772396125,4.7915133183528215e7,3.2937324474511397e8,0.0,141.2427080028182,4.560927386101408e6,1.872870305807081e8,1.234942524854958e9,D000064,Normal
-0.00018143997902985223,2.49833666007235e7,1.7207629374035996e8,0.0,354.469058493436,6.394852628734821e6,3.91634243745043e8,2.5432252023815145e9,D000065,Normal
-0.00018143997902985223,4.791508340724146e7,3.2937313434499395e8,0.0,141.2427089106918,4.560927383271573e6,1.8728658017559123e8,1.2349436472299247e9,D000066,Normal
-0.00018143997813473237,2.49834212330372e7,1.7207652445332283e8,0.0,354.469063448996,6.394852678807632e6,3.916336094029627e8,2.543222518394607e9,D000067,Normal
-0.0001814399799249721,2.4983356160199545e7,1.7207623350063476e8,0.0,354.4690657117295,6.394852684785848e6,3.916343707144749e8,2.5432258604387445e9,D000068,Normal
-0.0001814399799249721,2.4983356107399445e7,1.720762124089147e8,0.0,354.4690651166943,6.394852679569619e6,3.916343714584586e8,2.5432260712043552e9,D000069,Normal
-0.0001814399799249721,2.4983356004723337e7,1.7207620865029997e8,0.0,354.46906578496146,6.394852685342497e6,3.916343724983997e8,2.5432261183716655e9,D000070,Normal
-0.0001814399772396125,2.4983376077402756e7,1.7207645649278992e8,0.0,354.46906482695584,6.394852696337555e6,3.916341316869106e8,2.543223348287305e9,D000071,Normal
-0.00018143997902985223,4.791510161435619e7,3.293730525798164e8,0.0,141.24270829519782,4.560927376863668e6,1.872872359884563e8,1.2349445139491057e9,D000072,Normal
-0.00018143997813473237,4.791513140176632e7,3.293732162772145e8,0.0,141.2427083964274,4.560927383086556e6,1.8728718676638386e8,1.2349428377702236e9,D000073,Normal
-0.00018143997902985223,2.4983366726154953e7,1.7207631222410452e8,0.0,354.46905858165474,6.394852628487119e6,3.916342424511492e8,2.5432250071100545e9,D000074,Normal
-0.00018143997902985223,4.791518569257731e7,3.2937328354088926e8,0.0,141.24270899442797,4.560927383031804e6,1.8728665199166882e8,1.2349420824405808e9,D000075,Normal
-0.00018143997813473237,2.4983423404903676e7,1.720765328520556e8,0.0,354.46906354099116,6.394852678540049e6,3.9163358441680443e8,2.5432224275376086e9,D000076,Normal
-0.00018143997902985223,2.4983431279802766e7,1.7207627407312036e8,0.0,354.4690654191985,6.394852688171939e6,3.916334928165255e8,2.5432253372637453e9,D000077,Normal
-0.0001814399799249721,2.498335613899133e7,1.7207621406031728e8,0.0,354.4690652011353,6.394852679282145e6,3.916343712074066e8,2.543226052827333e9,D000078,Normal
-0.0001814399799249721,2.4983356024140313e7,1.7207620608296877e8,0.0,354.4690658694026,6.394852685043235e6,3.916343723883005e8,2.5432261420729127e9,D000079,Normal
-0.0001814399772396125,2.498337365300957e7,1.7207641588581377e8,0.0,354.469064922716,6.394852695914233e6,3.9163415991319233e8,2.5432237773278794e9,D000080,Normal
-0.00018143997992497085,4.3035959074089825e7,2.956123226950777e8,0.0,60.1267726872524,4.846301947042111e6,6.073021893458346e7,4.1120350622799414e8,D000081,Normal
-0.00018143997902985093,4.303595905923786e7,2.956123234145954e8,0.0,60.12677311899762,4.846301948631933e6,6.073021894668739e7,4.1120351273688096e8,D000082,Normal
-0.00018143997813473102,4.303595900518341e7,2.9561232381002355e8,0.0,60.12677370515976,4.84630195446895e6,6.073021895328318e7,4.112035194019197e8,D000083,Normal
-0.00018143997813473102,4.303595905253163e7,2.9561232411827517e8,0.0,60.126773499766216,4.846301949786285e6,6.073021895035738e7,4.1120351933428556e8,D000084,Normal
-0.00018143997813473102,4.3035958955547415e7,2.956123234845791e8,0.0,60.12677391404692,4.846301959527848e6,6.073021892957879e7,4.1120351927325046e8,D000085,Normal
-0.00018143997723961048,4.1057276792693034e7,2.831035252152067e8,0.0,67.72769786830145,5.050373860719964e6,5.82569271087156e7,3.9556869230061483e8,D000086,Normal
-0.00018143997902985093,4.303595877023519e7,2.9561232150200737e8,0.0,60.12677432912756,4.846301978747697e6,6.073021875721683e7,4.112035115371036e8,D000087,Normal
-0.00018143997813473026,4.062290629961215e7,1.6790666398301667e8,0.0,183.21167788257688,6.0393488357068505e6,2.989715462783671e8,1.381173954047708e9,D000088,Normal
-0.00018143997723961031,1.3208347551656723e7,9.041402112251967e7,0.0,262.3277944556047,6.718216956147375e6,3.26308837571982e8,2.1095503780768156e9,D000089,Normal
-0.0001814399772396106,4.303595569812759e7,2.956123028706764e8,0.0,60.12678394521405,4.846301889739156e6,6.073024011144445e7,4.112036673139268e8,D000090,Normal
-0.0001814399772396106,4.303595568696727e7,2.956123027943774e8,0.0,60.12678400085723,4.846301890795679e6,6.073024012816428e7,4.1120366745154315e8,D000091,Normal
-0.00018143997813473047,4.3035955753722146e7,2.956123026859031e8,0.0,60.12678332697163,4.8463018955245055e6,6.073022733514254e7,4.1120365492336273e8,D000092,Normal
-0.00018143997813473047,4.3035955772227176e7,2.956123028529808e8,0.0,60.12678320740417,4.846301893113863e6,6.073022731326473e7,4.112036546823666e8,D000093,Normal
-0.00018143997813473047,4.303595574088907e7,2.956123025700922e8,0.0,60.126783408438804,4.846301897183219e6,6.073022734688642e7,4.112036550545112e8,D000094,Normal
-0.00018143997723961048,4.105727751163048e7,2.83103529805179e8,0.0,67.72769550593105,5.0503737780921785e6,5.825692933401837e7,3.955687085524763e8,D000095,Normal
-0.00018143997813473047,4.3035955718303174e7,2.9561230236592364e8,0.0,60.126783549648806,4.84630190016879e6,6.0730227361613356e7,4.11203655224542e8,D000096,Normal
-0.00018143997902985017,4.06229063375213e7,1.679069424703055e8,0.0,183.21139619752395,6.039346397896309e6,2.98971549838872e8,1.381171550467332e9,D000097,Normal
-0.00018143997992497003,1.3208347458035111e7,9.04140199343372e7,0.0,262.32779507695676,6.718216950663065e6,3.2630884070022196e8,2.109550388221832e9,D000098,Normal
-0.00018143997902985017,4.169584484494103e7,2.8186756690096176e8,0.0,85.2670785694483,4.749635389039824e6,1.7128277770544448e8,8.104025916173607e8,D000099,Normal
-0.00018143997902985017,4.169586658102258e7,2.818675785710107e8,0.0,85.26705580990406,4.749635486841721e6,1.7128291935081616e8,8.104021627978272e8,D000100,Normal
-0.00018143997902985017,4.169585276993053e7,2.8186761659000504e8,0.0,85.2669889768162,4.749635701591119e6,1.7128144766307554e8,8.10401129553108e8,D000101,Normal
-0.00018143997813473026,4.169585090099569e7,2.818675591760633e8,0.0,85.2670928014882,4.749635343513257e6,1.7128296993778032e8,8.104028053395532e8,D000102,Normal
-0.00018143997723961034,4.169580818606568e7,2.818675617793529e8,0.0,85.26709273475092,4.749635302385811e6,1.7128175471561456e8,8.104029320407562e8,D000103,Normal
-0.00018143997902985017,4.1695856386956364e7,2.8186757126178735e8,0.0,85.2670656957889,4.749635506637332e6,1.7128263082172063e8,8.104023109433458e8,D000104,Normal
-0.00018143997723961034,4.16958075626293e7,2.8186756730367553e8,0.0,85.26708269656814,4.7496353381593395e6,1.7128162666371974e8,8.104027716056015e8,D000105,Normal
-0.00018143997902985012,4.169582316318276e7,1.7065366021654364e8,0.0,193.89344586803895,5.757029962272397e6,3.8663952717653227e8,1.6887907044127536e9,D000106,Normal
-0.0001814399781347302,1.2860053943089884e7,7.76262205713957e7,0.0,285.7326993211389,6.629868127158692e6,3.866359930726889e8,2.4794784863443108e9,D000107,Normal
-0.00018143997813473042,4.303595508592536e7,2.9561226418397486e8,0.0,60.12685159911294,4.846301601801775e6,6.073024418217847e7,4.11204670047647e8,D000108,Normal
-0.00018143997813473042,4.303595507830206e7,2.956122641705724e8,0.0,60.12685154954764,4.846301603212884e6,6.0730244194875844e7,4.1120466870552784e8,D000109,Normal
-0.00018143997902985034,4.303595505863829e7,2.956122758986144e8,0.0,60.12682960562841,4.846301697652977e6,6.0730244224044085e7,4.112043443769343e8,D000110,Normal
-0.00018143997902985034,4.3035955075229265e7,2.95612273687577e8,0.0,60.12683374941764,4.846301677548314e6,6.073024419976945e7,4.112044066625829e8,D000111,Normal
-0.00018143997902985034,4.303595504769677e7,2.956122753887934e8,0.0,60.12683042280954,4.846301695785044e6,6.073024423815247e7,4.112043555501709e8,D000112,Normal
-0.00018143997723961048,4.161094736957373e7,2.856365368724868e8,0.0,66.19086986068999,5.008872174441442e6,5.869875398696627e7,3.987368694278122e8,D000113,Normal
-0.00018143997902985034,4.303595502955434e7,2.956122757412206e8,0.0,60.126829615423254,4.846301701943636e6,6.073024425843361e7,4.1120434223087204e8,D000114,Normal
-0.00018143997813473026,4.062291434208323e7,1.679071383365143e8,0.0,183.2111979002099,6.039344665604384e6,2.989715523579628e8,1.3811697371468825e9,D000115,Normal
-0.00018143997902985012,1.320834740058041e7,9.041401897058402e7,0.0,262.32779734272,6.718216942980758e6,3.263088426199936e8,2.1095504237650905e9,D000116,Normal
-0.00018143998261032984,3.928718459832855e7,2.706375534916029e8,0.0,106.40875798287917,4.673346052452758e6,1.7717327808723032e8,1.1638069598980124e9,D000117,Normal
-0.00018143998261032984,3.928718735675253e7,2.706375559165328e8,0.0,106.40875327358953,4.673346070096074e6,1.7717327816575903e8,1.1638068816072843e9,D000118,Normal
-0.00018143997813473026,3.928718559202537e7,2.7063756770577884e8,0.0,106.40873329074724,4.673346147586472e6,1.771732688791824e8,1.1638065242315087e9,D000119,Normal
-0.00018143998261032984,3.928718690703545e7,2.7063755530282795e8,0.0,106.40875442334749,4.67334606632382e6,1.7717327819619048e8,1.163806900798781e9,D000120,Normal
-0.00018143997813473026,3.928718522865889e7,2.7063756691435397e8,0.0,106.40873471037847,4.673346143770519e6,1.7717326900548577e8,1.1638065477076218e9,D000121,Normal
-0.0001814399799249701,3.928718620885023e7,2.7063756059826577e8,0.0,106.40874105450855,4.673346180623101e6,1.7717327208309302e8,1.1638066149213305e9,D000122,Normal
-0.00018143997813473026,3.92871851430038e7,2.706375664432255e8,0.0,106.4087354706707,4.673346142958535e6,1.771732691948326e8,1.1638065596239066e9,D000123,Normal
-0.0001814399781347302,3.928718882468115e7,1.741412539729561e8,0.0,202.42129519819215,5.511687621814135e6,4.219691029187964e8,1.967983794938027e9,D000124,Normal
-0.00018143997813473015,1.0863114095709624e7,6.5762281383832924e7,0.0,307.92934598253385,6.551779162051958e6,4.361565110825596e8,2.847518124416975e9,D000125,Normal
-0.0001814399799249701,3.914138956872355e7,2.68876268756859e8,0.0,109.77496995675727,4.661645854569199e6,1.8677340952317247e8,1.220463158181635e9,D000126,Normal
-0.00018143997813473026,3.914138955620909e7,2.6887626900929666e8,0.0,109.77497033943087,4.661645856657021e6,1.8677341202703837e8,1.2204631634034078e9,D000127,Normal
-0.00018143997723961034,3.914138952608075e7,2.688762689632357e8,0.0,109.77497073212999,4.661645858942367e6,1.8677341227481917e8,1.2204631679084044e9,D000128,Normal
-0.00018143997723961034,3.914138955129994e7,2.6887626912925315e8,0.0,109.77497056462894,4.661645857583304e6,1.8677341206864312e8,1.2204631664415913e9,D000129,Normal
-0.00018143997723961034,3.914138951057988e7,2.68876268861885e8,0.0,109.77497083435395,4.66164585978722e6,1.867734123955905e8,1.2204631688017087e9,D000130,Normal
-0.00018143997902985017,3.914138899578044e7,2.68876263426438e8,0.0,109.77497550039016,4.661645902838757e6,1.8677341486676702e8,1.2204632047053819e9,D000131,Normal
-0.00018143997723961034,3.9141389486712575e7,2.688762687064799e8,0.0,109.77497099104986,4.6616458611202985e6,1.8677341257332966e8,1.2204631701681232e9,D000132,Normal
-0.0001814399781347302,3.867345681949011e7,1.737337521487099e8,0.0,204.81261609005486,5.481267866948185e6,4.23142103131696e8,2.0225945482185888e9,D000133,Normal
-0.00018143997723960985,9.196141597960914e6,6.163410816158216e7,0.0,315.77184534810243,6.526151508996061e6,4.60371321417842e8,2.980724167234278e9,D000134,Normal
-0.00018143998171520995,3.9141389814297184e7,2.68876270622995e8,0.0,109.77496550041053,4.661645867467148e6,1.8677339454251227e8,1.2204630851734173e9,D000135,Normal
-0.00018143998171520992,3.914138957728226e7,2.6887627058735895e8,0.0,109.77496547401407,4.661645868342007e6,1.867733946210302e8,1.2204630841910727e9,D000136,Normal
-0.00018143997723961034,3.914138977165425e7,2.688762718341177e8,0.0,109.77496534125007,4.661645877740612e6,1.867733916032613e8,1.22046307829815e9,D000137,Normal
-0.00018143998082009,3.914138979687349e7,2.688762707841962e8,0.0,109.7749655975012,4.661645869554974e6,1.867733946511809e8,1.2204630856305983e9,D000138,Normal
-0.00018143997723961034,3.914138975615339e7,2.688762717327642e8,0.0,109.77496544347727,4.661645878592446e6,1.867733917240378e8,1.2204630791914887e9,D000139,Normal
-0.0001814399799249701,3.914138924135418e7,2.688762660185861e8,0.0,109.77497023929128,4.66164591854986e6,1.867733941952425e8,1.2204631182558603e9,D000140,Normal
-0.00018143997723961034,3.914138973228606e7,2.6887627157735884e8,0.0,109.77496560017346,4.661645879934312e6,1.8677339190178025e8,1.2204630805579085e9,D000141,Normal
-0.00018143997902985012,3.86734572678294e7,1.7373380969933474e8,0.0,204.81255413367663,5.481267407278355e6,4.231420953242721e8,2.022593914559058e9,D000142,Normal
-0.00018143997723961002,9.196144981175225e6,6.16341233250425e7,0.0,315.77181750831073,6.526151605079457e6,4.603712101600603e8,2.9807237011934576e9,D000143,Normal
-0.0001814399799249701,3.914138954019559e7,2.688762685557561e8,0.0,109.77497033102162,4.661645853251053e6,1.8677341053694096e8,1.220463164311312e9,D000144,Normal
-0.00018143997813473026,3.914138952768109e7,2.688762687836912e8,0.0,109.77497076079199,4.661645855174487e6,1.867734134259145e8,1.2204631703528242e9,D000145,Normal
-0.00018143997723961034,3.914138949755273e7,2.688762687289082e8,0.0,109.77497116962464,4.661645857407034e6,1.8677341367369476e8,1.2204631751183596e9,D000146,Normal
-0.00018143997723961034,3.914138952277192e7,2.6887626889492327e8,0.0,109.77497100212602,4.661645856043683e6,1.8677341346751928e8,1.2204631736515667e9,D000147,Normal
-0.00018143997723961034,3.914138948205194e7,2.688762686275552e8,0.0,109.77497127185089,4.661645858250948e6,1.8677341379446596e8,1.2204631760116818e9,D000148,Normal
-0.00018143997902985017,3.914138896725241e7,2.6887626320587516e8,0.0,109.77497591265328,4.661645901385645e6,1.8677341626564315e8,1.22046321152087e9,D000149,Normal
-0.00018143997813473026,3.91413894581846e7,2.6887626834050655e8,0.0,109.77497123952145,4.661645858797953e6,1.867734139722054e8,1.2204631747547793e9,D000150,Normal
-0.00018143997902985012,3.8673456789150156e7,1.7373374530820766e8,0.0,204.81262299760007,5.48126792109313e6,4.2314210372751755e8,2.022594618010217e9,D000151,Normal
-0.0001814399772396098,9.196141433936853e6,6.16341072996838e7,0.0,315.7718468918929,6.526151501641031e6,4.603713269661101e8,2.98072419402216e9,D000152,Normal
-0.00018143997902985017,3.914138948136184e7,2.6887626829520035e8,0.0,109.7749712743291,4.661645851115096e6,1.8677341238202667e8,1.2204631796203687e9,D000153,Normal
-0.00018143997723961034,3.914138946884738e7,2.688762684751229e8,0.0,109.77497181257417,4.66164585281477e6,1.8677341597190398e8,1.220463187223774e9,D000154,Normal
-0.00018143997723961034,3.914138943871905e7,2.6887626827659047e8,0.0,109.77497201288833,4.661645854442954e6,1.8677341621968344e8,1.220463188978364e9,D000155,Normal
-0.00018143997723961034,3.9141389463938266e7,2.6887626844260323e8,0.0,109.7749718453922,4.6616458530661985e6,1.8677341601350835e8,1.220463187511595e9,D000156,Normal
-0.00018143997813473026,3.914138942322057e7,2.6887626805592e8,0.0,109.77497186355095,4.661645854737893e6,1.8677341634043252e8,1.2204631860800834e9,D000157,Normal
-0.00018143997902985015,3.914138890841806e7,2.688762627250753e8,0.0,109.77497675587207,4.661645898992284e6,1.867734188116325e8,1.220463224802362e9,D000158,Normal
-0.00018143997723961034,3.914138939935325e7,2.6887626801984155e8,0.0,109.77497227180069,4.661645856671143e6,1.8677341651817137e8,1.2204631912380087e9,D000159,Normal
-0.00018143997902985012,3.867345673393059e7,1.7373375919888857e8,0.0,204.81260937773212,5.481267794133572e6,4.2314210902634e8,2.0225945138449495e9,D000160,Normal
-0.0001814399772396094,1.041259155166406e7,6.841836666134176e7,0.0,311.651732119187,6.4189607498812415e6,4.6189189928535604e8,2.989204568147318e9,D000161,Normal
-0.00018143997902985034,4.303595938698233e7,2.95612325253904e8,0.0,60.12676751340943,4.846301967907678e6,6.073020501475425e7,4.112034262971822e8,D000162,Normal
-0.00018143997902985034,4.303595937395942e7,2.9561232517321646e8,0.0,60.1267675660269,4.846301969147259e6,6.0730205011351384e7,4.1120342628578293e8,D000163,Normal
-0.00018143997902985034,4.3035959325308666e7,2.956123248710815e8,0.0,60.12676775563928,4.846301973937806e6,6.073020497213489e7,4.112034260575348e8,D000164,Normal
-0.00018143997902985034,4.303595936805133e7,2.95612325136636e8,0.0,60.12676758944893,4.846301969718471e6,6.073020500825444e7,4.1120342626978266e8,D000165,Normal
-0.00018143997902985034,4.303595927880553e7,2.9561232457834125e8,0.0,60.12676793573353,4.8463019786494365e6,6.073020492186951e7,4.1120342574585927e8,D000166,Normal
-0.00018143997813472974,4.105728399356714e7,2.831036553367204e8,0.0,67.72756496277425,5.050372748817221e6,5.825686266728143e7,3.955676030254055e8,D000167,Normal
-0.00018143997902985034,4.3035959098614424e7,2.956123233531208e8,0.0,60.12676868297371,4.846301998469342e6,6.073020470608982e7,4.112034242795131e8,D000168,Normal
-0.00018143997813472955,4.105728313045777e7,2.8310365129703116e8,0.0,67.72756695268205,5.050372787593622e6,5.825685997866534e7,3.9556760535621333e8,D000169,Normal
-0.00018143997813472844,4.105728063220034e7,2.831036338330961e8,0.0,67.72758140825476,5.050372941988495e6,5.825687849430464e7,3.9556770722606635e8,D000170,Normal
-0.00018143997813472988,4.303595681469244e7,2.9561230978425056e8,0.0,60.1267681012185,4.84630195073553e6,6.0730203126996405e7,4.112034173759424e8,D000171,Normal
-0.00018143997813472988,4.3035956805361405e7,2.956123097238845e8,0.0,60.126768141633335,4.846301951642193e6,6.0730203128208384e7,4.112034173942367e8,D000172,Normal
-0.00018143997813472988,4.303595678065603e7,2.9561230956448996e8,0.0,60.126768244727934,4.846301954118122e6,6.073020311892356e7,4.1120341735136616e8,D000173,Normal
-0.00018143997813472988,4.303595680158524e7,2.9561230969949883e8,0.0,60.12676815769199,4.846301952014709e6,6.073020312777636e7,4.112034173948849e8,D000174,Normal
-0.00018143997813472988,4.30359567660809e7,2.956123094703938e8,0.0,60.126768304172884,4.846301955608341e6,6.073020310856818e7,4.112034172904571e8,D000175,Normal
-0.00018143997813472977,4.105728475439301e7,2.831036602095885e8,0.0,67.7275620233149,5.050372669808097e6,5.825686369367649e7,3.9556760948077166e8,D000176,Normal
-0.00018143997813472988,4.303595674003634e7,2.956123093016741e8,0.0,60.12676840942343,4.846301958350975e6,6.073020308547168e7,4.112034171476485e8,D000177,Normal
-0.00018143997902984952,4.105728326845432e7,2.831036522082883e8,0.0,67.72756618113816,5.050372770538101e6,5.8256860205778405e7,3.9556760435445774e8,D000178,Normal
-0.00018143997813472844,4.10572806553967e7,2.83103633979748e8,0.0,67.72758133985324,5.050372939191775e6,5.825687859921444e7,3.955677079306116e8,D000179,Normal
-0.0001814399790298495,4.303595634801783e7,2.9561230678822666e8,0.0,60.12676861444858,4.8463019445051085e6,6.07302046756209e7,4.11203423542435e8,D000180,Normal
-0.00018143997813472955,4.303595634086024e7,2.956123068402047e8,0.0,60.126768834258336,4.84630194547618e6,6.0730204679549694e7,4.112034263718237e8,D000181,Normal
-0.0001814399772396096,4.30359563252213e7,2.9561230679809785e8,0.0,60.126769145492375,4.846301946914959e6,6.0730204681597985e7,4.112034297632712e8,D000182,Normal
-0.00018143997813472955,4.30359563381738e7,2.956123068228066e8,0.0,60.126768846043106,4.8463019457140025e6,6.073020468047978e7,4.1120342638058895e8,D000183,Normal
-0.0001814399772396096,4.303595631783241e7,2.956123067483865e8,0.0,60.12676917804812,4.84630194767782e6,6.0730204680225305e7,4.112034297597929e8,D000184,Normal
-0.00018143997813472955,4.3035956170643255e7,2.956123057069189e8,0.0,60.12676958205326,4.846301962777235e6,6.0730204550960116e7,4.1120342611291575e8,D000185,Normal
-0.0001814399772396096,4.3035956307126015e7,2.956123066763605e8,0.0,60.126769224637414,4.846301948890252e6,6.073020467630152e7,4.1120342974016386e8,D000186,Normal
-0.00018143997992496944,4.303595307499756e7,2.9472400639834094e8,0.0,60.66627725339686,4.86070626063516e6,6.0730200706733465e7,4.1009304690231204e8,D000187,Normal
-0.00018143997813472844,4.105728069970714e7,2.8310363425911075e8,0.0,67.72758120293061,5.0503729339847695e6,5.825687877533775e7,3.955677091044949e8,D000188,Normal
-0.00018143997902984969,4.303595665728611e7,2.956123086233308e8,0.0,60.1267680855814,4.846301948645987e6,6.073020335984931e7,4.1120341626891124e8,D000189,Normal
-0.00018143997992496963,4.3035956648596e7,2.956123083904152e8,0.0,60.12676796491829,4.846301949127279e6,6.073020336186251e7,4.112034138544862e8,D000190,Normal
-0.00018143997992496963,4.303595662686623e7,2.9561230826174045e8,0.0,60.1267680488161,4.8463019511108175e6,6.073020335629709e7,4.112034138380383e8,D000191,Normal
-0.00018143997992496963,4.303595664515406e7,2.95612308369992e8,0.0,60.12676797846542,4.846301949436121e6,6.07302033618482e7,4.112034138576888e8,D000192,Normal
-0.00018143997992496963,4.303595661490119e7,2.9561230819101965e8,0.0,60.126768093855546,4.846301952224316e6,6.073020334920439e7,4.1120341380204976e8,D000193,Normal
-0.00018143997902984969,4.161092325130592e7,2.8563658370727897e8,0.0,66.19070629317338,5.008874115999419e6,5.869868524920122e7,3.9873376180065763e8,D000194,Normal
-0.00018143997992496963,4.303595659498805e7,2.956123080732854e8,0.0,60.126768167868704,4.846301954109107e6,6.07302033337721e7,4.1120341371784484e8,D000195,Normal
-0.00018143997813472955,4.1057283666896954e7,2.831036532974606e8,0.0,67.72756578967463,5.050372754376179e6,5.825686360349961e7,3.9556760892369354e8,D000196,Normal
-0.00018143997813472844,4.105728066358403e7,2.83103634031433e8,0.0,67.72758131510943,5.050372938192109e6,5.825687863391096e7,3.955677081627277e8,D000197,Normal
-0.00018143997902984928,4.303595619905873e7,2.956123063414901e8,0.0,60.126768846894805,4.846301943152787e6,6.0730202087564245e7,4.1120342699488294e8,D000198,Normal
-0.00018143997902984928,4.3035956194161706e7,2.956123062994912e8,0.0,60.12676887595255,4.846301943719429e6,6.0730202090774186e7,4.1120342703087884e8,D000199,Normal
-0.00018143997813472934,4.3035956183828674e7,2.956123062479666e8,0.0,60.126769196975275,4.846301945039835e6,6.073020209350911e7,4.112034306862378e8,D000200,Normal
-0.00018143997902984928,4.303595619235048e7,2.956123062839818e8,0.0,60.126768886551034,4.8463019439388225e6,6.073020209161768e7,4.112034270408243e8,D000201,Normal
-0.00018143997813472934,4.303595617912608e7,2.9561230620606244e8,0.0,60.126769224722196,4.846301945501746e6,6.073020209332966e7,4.112034306903549e8,D000202,Normal
-0.00018143997723960934,4.303595614319836e7,2.956123055885342e8,0.0,60.126769875488854,4.846301956660079e6,6.0730205263037026e7,4.112034334842297e8,D000203,Normal
-0.00018143997723960934,4.303595623474347e7,2.9561230620941097e8,0.0,60.12676948468727,4.846301946790499e6,6.073020533220626e7,4.1120343392484176e8,D000204,Normal
-0.00018143997813472934,4.303595590706548e7,2.956123038654017e8,0.0,60.12677068608243,4.846301983080038e6,6.073020499320098e7,4.112034285869305e8,D000205,Normal
-0.00018143997723960844,4.105728071765704e7,2.831036326265507e8,0.0,67.72758311562384,5.05037294675168e6,5.825687883971895e7,3.9556772622279876e8,D000206,Normal
-0.00018143997813472896,4.303595597090498e7,2.956123045227761e8,0.0,60.12677089942566,4.846301934187761e6,6.073020982366875e7,4.112034583862486e8,D000207,Normal
