pg,qg,name,hour
2.242210315398266,NaN,47,4
0.08379999004716343,NaN,9,4
0.009599990035341415,NaN,18,4
1.3391999866533169,NaN,30,4
0.013599990047271126,NaN,3,4
0.013999999999999999,NaN,24,5
0.01619999004726713,NaN,32,5
0.013599990047271126,NaN,1,5
0.08379999004716343,NaN,12,5
1.3391999866533169,NaN,29,5
0.013599990047271126,NaN,4,5
0.013599990047271126,NaN,2,5
0.865,NaN,6,5
1.335,NaN,25,5
1.548,NaN,23,5
0.6759999999999999,NaN,22,5
0.02819999003523549,NaN,41,5
0.23169999004693811,NaN,35,5
0.08379999004716343,NaN,11,5
0.08379999004716343,NaN,13,5
0.027199990047250218,NaN,5,5
0.924,NaN,31,5
0.007199990035356379,NaN,15,5
0.39019999004669903,NaN,27,5
0.23169999004693811,NaN,33,5
0.39019999004669903,NaN,28,5
0.011999990035328614,NaN,14,5
0.07979999004716955,NaN,46,5
0.05399999004720908,NaN,21,5
0.014099990047270356,NaN,7,5
0.02819999003523549,NaN,44,5
0.23169999004693811,NaN,34,5
0.05249999004721138,NaN,45,5
0.08379999004716343,NaN,8,5
0.23169999004693811,NaN,36,5
0.39019999004669903,NaN,26,5
0.014999990035311012,NaN,19,5
0.08379999004716343,NaN,10,5
2.242210315398266,NaN,47,5
0.08379999004716343,NaN,9,5
0.009599990035341415,NaN,18,5
1.3391999866533169,NaN,30,5
0.013599990047271126,NaN,3,5
0.013999999999999999,NaN,24,6
0.016199990011715834,NaN,32,6
0.013599990011716082,NaN,1,6
0.08379999001170947,NaN,12,6
1.3391999866195923,NaN,29,6
0.013599990011716082,NaN,4,6
0.013599990011716082,NaN,2,6
0.865,NaN,6,6
1.335,NaN,25,6
1.548,NaN,23,6
0.6759999999999999,NaN,22,6
0.02819999001080162,NaN,41,6
0.23169999001169553,NaN,35,6
0.08379999001170947,NaN,11,6
0.08379999001170947,NaN,13,6
0.027199990011714796,NaN,5,6
0.924,NaN,31,6
0.007199990010812955,NaN,15,6
0.39019999001168065,NaN,27,6
0.23169999001169553,NaN,33,6
0.39019999001168065,NaN,28,6
0.011999990010810358,NaN,14,6
0.07979999001170984,NaN,46,6
0.05399999001171227,NaN,21,6
0.014099990011716032,NaN,7,6
0.02819999001080162,NaN,44,6
0.23169999001169553,NaN,34,6
0.052499990011712405,NaN,45,6
0.08379999001170947,NaN,8,6
0.23169999001169553,NaN,36,6
0.39019999001168065,NaN,26,6
0.014999990010808708,NaN,19,6
0.08379999001170947,NaN,10,6
2.2422103164267426,NaN,47,6
0.08379999001170947,NaN,9,6
0.009599990010811556,NaN,18,6
1.3391999866195923,NaN,30,6
0.013599990011716082,NaN,3,6
0.013999999999999999,NaN,24,7
0.05400000689744059,NaN,32,7
0.04530000695402364,NaN,1,7
0.2792000040237846,NaN,12,7
1.3391999883868184,NaN,29,7
0.04530000695402364,NaN,4,7
0.04530000695402364,NaN,2,7
0.865,NaN,6,7
1.335,NaN,25,7
1.548,NaN,23,7
0.6759999999999999,NaN,22,7
0.028199990145437726,NaN,41,7
0.5223385188474883,NaN,35,7
0.2792000040237846,NaN,11,7
0.2792000040237846,NaN,13,7
0.09070000663364584,NaN,5,7
0.924,NaN,31,7
0.007199990147519655,NaN,15,7
0.5223385307529472,NaN,27,7
0.5223385188342677,NaN,33,7
0.5223385307575953,NaN,28,7
0.011999990147037485,NaN,14,7
0.2660000043315263,NaN,46,7
0.18000000575552247,NaN,21,7
0.04700000694313,NaN,7,7
0.028199990145437726,NaN,44,7
0.5223385188146173,NaN,34,7
0.17500000581662248,NaN,45,7
0.27920000402378464,NaN,8,7
0.5223385188483579,NaN,36,7
0.5223385307438075,NaN,26,7
0.014999990146733096,NaN,19,7
0.27920000402378464,NaN,10,7
3.2422103264111657,NaN,47,7
0.27920000402378464,NaN,9,7
0.009599990147259518,NaN,18,7
1.3391999883868184,NaN,30,7
0.04530000695402364,NaN,3,7
0.013999999999999999,NaN,24,8
0.05400000542266974,NaN,32,8
0.045300005544772655,NaN,1,8
0.279199994247359,NaN,12,8
1.3391999881094643,NaN,29,8
0.04530000554477259,NaN,4,8
0.045300005544772655,NaN,2,8
0.865,NaN,6,8
1.335,NaN,25,8
1.548,NaN,23,8
0.6759999999999999,NaN,22,8
0.028199990143273845,NaN,41,8
0.3714423831794982,NaN,35,8
0.279199994247359,NaN,11,8
0.279199994247358,NaN,13,8
0.09070000482429906,NaN,5,8
0.924,NaN,31,8
0.007199990145293854,NaN,15,8
0.3902000697256448,NaN,27,8
0.3714423831701313,NaN,33,8
0.3902000697258875,NaN,28,8
0.011999990144826103,NaN,14,8
0.26599999621946163,NaN,46,8
0.1800000024100441,NaN,21,8
0.047000005521428245,NaN,7,8
0.028199990143273845,NaN,44,8
0.3714423831562565,NaN,34,8
0.17500000260323048,NaN,45,8
0.27919999424736003,NaN,8,8
0.37144238318012424,NaN,36,8
0.39020006972516574,NaN,26,8
0.01499999014453079,NaN,19,8
0.27919999424735953,NaN,10,8
4.242210336387743,NaN,47,8
0.27919999424735964,NaN,9,8
0.0095999901450415,NaN,18,8
1.3391999881094643,NaN,30,8
0.04530000554477259,NaN,3,8
0.013999999999999999,NaN,24,9
0.054000000936087464,NaN,32,9
0.04530000140266872,NaN,1,9
0.21430992761874318,NaN,12,9
1.339199987899728,NaN,29,9
0.04530000140266833,NaN,4,9
0.04530000140266871,NaN,2,9
0.865,NaN,6,9
1.335,NaN,25,9
1.548,NaN,23,9
0.6759999999999999,NaN,22,9
0.02819999014108788,NaN,41,9
0.23170007669770512,NaN,35,9
0.2143099276181317,NaN,11,9
0.21430992745126468,NaN,13,9
0.09069999824497105,NaN,5,9
0.924,NaN,31,9
0.007199990143046299,NaN,15,9
0.3901999982613332,NaN,27,9
0.23170007671178816,NaN,33,9
0.3901999982613332,NaN,28,9
0.011999990142592884,NaN,14,9
0.21430992266593055,NaN,46,9
0.17999996764526785,NaN,21,9
0.04700000131531245,NaN,7,9
0.02819999014108788,NaN,44,9
0.23170007673251422,NaN,34,9
0.1749999730336398,NaN,45,9
0.21430992779841476,NaN,8,9
0.23170007669676818,NaN,36,9
0.3901999982613332,NaN,26,9
0.014999990142306598,NaN,19,9
0.21430992771406265,NaN,10,9
5.242210346340778,NaN,47,9
0.21430992773156524,NaN,9,9
0.009599990142801685,NaN,18,9
1.339199987899728,NaN,30,9
0.045300001402668315,NaN,3,9
0.013999999999999999,NaN,24,10
0.05399999578353407,NaN,32,10
0.045299996898714896,NaN,1,10
0.1562089067363006,NaN,12,10
1.3391999878362832,NaN,29,10
0.04529999689871488,NaN,4,10
0.045299996898714896,NaN,2,10
0.865,NaN,6,10
1.335,NaN,25,10
1.548,NaN,23,10
0.6759999999999999,NaN,22,10
0.02819999014029636,NaN,41,10
0.23170000924791515,NaN,35,10
0.15620890673584537,NaN,11,10
0.15620890662584822,NaN,13,10
0.09069998781903035,NaN,5,10
0.924,NaN,31,10
0.007199990142232715,NaN,15,10
0.3901999962098417,NaN,27,10
0.23170000924791515,NaN,33,10
0.3901999962098417,NaN,28,10
0.011999990141784435,NaN,14,10
0.156208905192364,NaN,46,10
0.1562088515133783,NaN,21,10
0.04699999669477339,NaN,7,10
0.02819999014029636,NaN,44,10
0.23170000924791515,NaN,34,10
0.15620883583223996,NaN,45,10
0.1562089068531816,NaN,8,10
0.23170000924791515,NaN,36,10
0.3901999962098417,NaN,26,10
0.014999990141501385,NaN,19,10
0.15620890679804805,NaN,10,10
5.691500056867946,NaN,47,10
0.15620890681079502,NaN,9,10
0.009599990141990875,NaN,18,10
1.3391999878362832,NaN,30,10
0.04529999689871488,NaN,3,10
0.013999999999999999,NaN,24,11
0.05399999578353421,NaN,32,11
0.045299996898715014,NaN,1,11
0.15620890673619942,NaN,12,11
1.3391999878362832,NaN,29,11
0.04529999689871499,NaN,4,11
0.045299996898715014,NaN,2,11
0.865,NaN,6,11
1.335,NaN,25,11
1.548,NaN,23,11
0.6759999999999999,NaN,22,11
0.02819999014029636,NaN,41,11
0.2317000092479153,NaN,35,11
0.1562089067357514,NaN,11,11
0.1562089066257485,NaN,13,11
0.09069998781903083,NaN,5,11
0.924,NaN,31,11
0.007199990142232715,NaN,15,11
0.3901999962098417,NaN,27,11
0.2317000092479153,NaN,33,11
0.3901999962098417,NaN,28,11
0.011999990141784435,NaN,14,11
0.15620890519226194,NaN,46,11
0.15620885151324548,NaN,21,11
0.046999996694773505,NaN,7,11
0.02819999014029636,NaN,44,11
0.2317000092479153,NaN,34,11
0.1562088358330634,NaN,45,11
0.1562089068530814,NaN,8,11
0.2317000092479153,NaN,36,11
0.3901999962098417,NaN,26,11
0.014999990141501385,NaN,19,11
0.15620890679795435,NaN,10,11
5.691500056867946,NaN,47,11
0.15620890681069272,NaN,9,11
0.009599990141990875,NaN,18,11
1.3391999878362832,NaN,30,11
0.04529999689871499,NaN,3,11
0.013999999999999999,NaN,24,12
0.053999995783534385,NaN,32,12
0.04529999689871516,NaN,1,12
0.1562089067361258,NaN,12,12
1.3391999878362832,NaN,29,12
0.045299996898715146,NaN,4,12
0.04529999689871516,NaN,2,12
0.865,NaN,6,12
1.335,NaN,25,12
1.548,NaN,23,12
0.6759999999999999,NaN,22,12
0.02819999014029636,NaN,41,12
0.2317000092479155,NaN,35,12
0.1562089067356776,NaN,11,12
0.15620890662567377,NaN,13,12
0.09069998781903134,NaN,5,12
0.924,NaN,31,12
0.007199990142232715,NaN,15,12
0.39019999620984175,NaN,27,12
0.2317000092479155,NaN,33,12
0.39019999620984175,NaN,28,12
0.011999990141784435,NaN,14,12
0.1562089051921891,NaN,46,12
0.15620885151317562,NaN,21,12
0.04699999669477366,NaN,7,12
0.02819999014029636,NaN,44,12
0.2317000092479155,NaN,34,12
0.15620883583364437,NaN,45,12
0.15620890685301445,NaN,8,12
0.2317000092479155,NaN,36,12
0.39019999620984175,NaN,26,12
0.014999990141501385,NaN,19,12
0.1562089067978784,NaN,10,12
5.691500056867946,NaN,47,12
0.15620890681061878,NaN,9,12
0.009599990141990875,NaN,18,12
1.3391999878362832,NaN,30,12
0.045299996898715146,NaN,3,12
0.013999999999999999,NaN,24,13
0.053999995783534364,NaN,32,13
0.045299996898715146,NaN,1,13
0.15620890673615273,NaN,12,13
1.3391999878362832,NaN,29,13
0.04529999689871513,NaN,4,13
0.045299996898715146,NaN,2,13
0.865,NaN,6,13
1.335,NaN,25,13
1.548,NaN,23,13
0.6759999999999999,NaN,22,13
0.02819999014029636,NaN,41,13
0.23170000924791548,NaN,35,13
0.15620890673569918,NaN,11,13
0.15620890662569578,NaN,13,13
0.09069998781903126,NaN,5,13
0.924,NaN,31,13
0.007199990142232715,NaN,15,13
0.39019999620984175,NaN,27,13
0.23170000924791548,NaN,33,13
0.39019999620984175,NaN,28,13
0.011999990141784435,NaN,14,13
0.1562089051922149,NaN,46,13
0.15620885151320388,NaN,21,13
0.046999996694773644,NaN,7,13
0.02819999014029636,NaN,44,13
0.23170000924791548,NaN,34,13
0.1562088358334461,NaN,45,13
0.15620890685303607,NaN,8,13
0.23170000924791548,NaN,36,13
0.39019999620984175,NaN,26,13
0.014999990141501385,NaN,19,13
0.15620890679790125,NaN,10,13
5.691500056867946,NaN,47,13
0.15620890681064756,NaN,9,13
0.009599990141990875,NaN,18,13
1.3391999878362832,NaN,30,13
0.04529999689871513,NaN,3,13
0.013999999999999999,NaN,24,14
0.05399999578353416,NaN,32,14
0.04529999689871497,NaN,1,14
0.15620890673625673,NaN,12,14
1.3391999878362832,NaN,29,14
0.04529999689871496,NaN,4,14
0.04529999689871497,NaN,2,14
0.865,NaN,6,14
1.335,NaN,25,14
1.548,NaN,23,14
0.6759999999999999,NaN,22,14
0.02819999014029636,NaN,41,14
0.23170000924791526,NaN,35,14
0.15620890673580415,NaN,11,14
0.1562089066257969,NaN,13,14
0.09069998781903074,NaN,5,14
0.924,NaN,31,14
0.007199990142232715,NaN,15,14
0.3901999962098417,NaN,27,14
0.23170000924791526,NaN,33,14
0.3901999962098417,NaN,28,14
0.011999990141784435,NaN,14,14
0.1562089051923221,NaN,46,14
0.15620885151332872,NaN,21,14
0.04699999669477346,NaN,7,14
0.02819999014029636,NaN,44,14
0.23170000924791523,NaN,34,14
0.1562088358326049,NaN,45,14
0.1562089068531324,NaN,8,14
0.23170000924791526,NaN,36,14
0.3901999962098417,NaN,26,14
0.014999990141501385,NaN,19,14
0.15620890679800414,NaN,10,14
5.691500056867946,NaN,47,14
0.15620890681074917,NaN,9,14
0.009599990141990875,NaN,18,14
1.3391999878362832,NaN,30,14
0.04529999689871496,NaN,3,14
0.013999999999999999,NaN,24,15
0.05400000891964263,NaN,32,15
0.04530000892658606,NaN,1,15
0.27920000870236894,NaN,12,15
1.398969917849054,NaN,29,15
0.04530000892658606,NaN,4,15
0.04530000892658606,NaN,2,15
0.865,NaN,6,15
1.335,NaN,25,15
1.548,NaN,23,15
0.6759999999999999,NaN,22,15
0.02819999015942632,NaN,41,15
0.772200007681688,NaN,35,15
0.27920000870236894,NaN,11,15
0.27920000870236894,NaN,13,15
0.09070000888933609,NaN,5,15
0.924,NaN,31,15
0.007199990161931451,NaN,15,15
1.3004999982487322,NaN,27,15
0.772200007681688,NaN,33,15
1.3004999982487322,NaN,28,15
0.011999990161350654,NaN,14,15
0.2660000087174874,NaN,46,15
0.1800000088079704,NaN,21,15
0.04700000892523632,NaN,7,15
0.02819999015942632,NaN,44,15
0.772200007681688,NaN,34,15
0.17500000881283992,NaN,45,15
0.27920000870236894,NaN,8,15
0.772200007681688,NaN,36,15
1.3004999982487322,NaN,26,15
0.014999990160984192,NaN,19,15
0.27920000870236894,NaN,10,15
5.691500056869767,NaN,47,15
0.27920000870236894,NaN,9,15
0.009599990161618057,NaN,18,15
1.398969917850425,NaN,30,15
0.04530000892658606,NaN,3,15
0.013999999999999999,NaN,24,16
0.05400000907426447,NaN,32,16
0.04530000907936732,NaN,1,16
0.2792000089191965,NaN,12,16
1.62361475499749,NaN,29,16
0.045300009079367314,NaN,4,16
0.04530000907936732,NaN,2,16
0.865,NaN,6,16
1.335,NaN,25,16
1.548,NaN,23,16
0.6759999999999999,NaN,22,16
0.02819999016345511,NaN,41,16
0.7722000082933721,NaN,35,16
0.2792000089191965,NaN,11,16
0.2792000089191965,NaN,13,16
0.09070000905210113,NaN,5,16
0.924,NaN,31,16
0.007199990166089501,NaN,15,16
1.3005000085079965,NaN,27,16
0.7722000082933721,NaN,33,16
1.3005000085079965,NaN,28,16
0.011999990165478551,NaN,14,16
0.2660000089297051,NaN,46,16
0.1800000089934654,NaN,21,16
0.047000009078374635,NaN,7,16
0.02819999016345511,NaN,44,16
0.7722000082933721,NaN,34,16
0.17500000899693952,NaN,45,16
0.2792000089191965,NaN,8,16
0.7722000082933721,NaN,36,16
1.3005000085079965,NaN,26,16
0.014999990165093123,NaN,19,16
0.2792000089191965,NaN,10,16
5.24221034635912,NaN,47,16
0.2792000089191965,NaN,9,16
0.009599990165759823,NaN,18,16
1.6236147549990838,NaN,30,16
0.045300009079367314,NaN,3,16
0.013999999999999999,NaN,24,17
0.05400000929791371,NaN,32,17
0.0453000093008527,NaN,1,17
0.2792000092121901,NaN,12,17
2.1236147525211395,NaN,29,17
0.0453000093008527,NaN,4,17
0.0453000093008527,NaN,2,17
0.865,NaN,6,17
1.335,NaN,25,17
1.548,NaN,23,17
0.6759999999999999,NaN,22,17
0.028199990173196663,NaN,41,17
0.7722000089247948,NaN,35,17
0.2792000092121901,NaN,11,17
0.2792000092121901,NaN,13,17
0.090700009285239,NaN,5,17
0.924,NaN,31,17
0.007199990176157259,NaN,15,17
1.3005000112396956,NaN,27,17
0.7722000089247948,NaN,33,17
1.3005000112396956,NaN,28,17
0.01199999017547015,NaN,14,17
0.2660000092177882,NaN,46,17
0.18000000925239906,NaN,21,17
0.047000009300280345,NaN,7,17
0.028199990173196663,NaN,44,17
0.7722000089247948,NaN,34,17
0.17500000925431736,NaN,45,17
0.2792000092121901,NaN,8,17
0.7722000089247948,NaN,36,17
1.3005000112396956,NaN,26,17
0.014999990175036832,NaN,19,17
0.2792000092121901,NaN,10,17
4.242210336404038,NaN,47,17
0.2792000092121901,NaN,9,17
0.009599990175786445,NaN,18,17
2.1236147525232245,NaN,30,17
0.0453000093008527,NaN,3,17
0.013999999999999999,NaN,24,18
0.054000009434526854,NaN,32,18
0.045300009436434925,NaN,1,18
0.27920000938020856,NaN,12,18
2.623614754677249,NaN,29,18
0.045300009436434925,NaN,4,18
0.045300009436434925,NaN,2,18
0.865,NaN,6,18
1.335,NaN,25,18
1.548,NaN,23,18
0.6759999999999999,NaN,22,18
0.028199990184172945,NaN,41,18
0.7722000092151687,NaN,35,18
0.27920000938020856,NaN,11,18
0.27920000938020856,NaN,13,18
0.09070000942633356,NaN,5,18
0.924,NaN,31,18
0.007199990187524318,NaN,15,18
1.3005000119067975,NaN,27,18
0.7722000092151687,NaN,33,18
1.3005000119067975,NaN,28,18
0.011999990186745869,NaN,14,18
0.26600000938367874,NaN,46,18
0.18000000940536937,NaN,21,18
0.04700000943606309,NaN,7,18
0.028199990184172945,NaN,44,18
0.7722000092151687,NaN,34,18
0.17500000940658358,NaN,45,18
0.27920000938020856,NaN,8,18
0.7722000092151687,NaN,36,18
1.3005000119067975,NaN,26,18
0.014999990186255148,NaN,19,18
0.27920000938020856,NaN,10,18
3.242210326426325,NaN,47,18
0.27920000938020856,NaN,9,18
0.009599990187104161,NaN,18,18
2.6236147546798394,NaN,30,18
0.045300009436434925,NaN,3,18
0.013999999999999999,NaN,24,19
0.01619999001123893,NaN,32,19
0.013599990011239158,NaN,1,19
0.08379999001123307,NaN,12,19
1.339199986619125,NaN,29,19
0.013599990011239158,NaN,4,19
0.013599990011239158,NaN,2,19
0.865,NaN,6,19
1.335,NaN,25,19
1.548,NaN,23,19
0.6759999999999999,NaN,22,19
0.028199990010394946,NaN,41,19
0.23169999001122024,NaN,35,19
0.08379999001123307,NaN,11,19
0.08379999001123307,NaN,13,19
0.027199990011237976,NaN,5,19
0.924,NaN,31,19
0.007199990010405446,NaN,15,19
0.3901999900112066,NaN,27,19
0.23169999001122024,NaN,33,19
0.3901999900112066,NaN,28,19
0.01199999001040304,NaN,14,19
0.07979999001123342,NaN,46,19
0.05399999001123565,NaN,21,19
0.014099990011239114,NaN,7,19
0.028199990010394946,NaN,44,19
0.23169999001122024,NaN,34,19
0.05249999001123577,NaN,45,19
0.08379999001123307,NaN,8,19
0.23169999001122024,NaN,36,19
0.3901999900112066,NaN,26,19
0.014999990010401512,NaN,19,19
0.08379999001123307,NaN,10,19
2.2422103164410703,NaN,47,19
0.08379999001123307,NaN,9,19
0.009599990010404149,NaN,18,19
1.339199986619125,NaN,30,19
0.013599990011239158,NaN,3,19
0.013999999999999999,NaN,24,20
0.01619999004726713,NaN,32,20
0.013599990047271126,NaN,1,20
0.08379999004716343,NaN,12,20
1.3391999866533169,NaN,29,20
0.013599990047271126,NaN,4,20
0.013599990047271126,NaN,2,20
0.865,NaN,6,20
1.335,NaN,25,20
1.548,NaN,23,20
0.6759999999999999,NaN,22,20
0.02819999003523549,NaN,41,20
0.23169999004693811,NaN,35,20
0.08379999004716343,NaN,11,20
0.08379999004716343,NaN,13,20
0.027199990047250218,NaN,5,20
0.924,NaN,31,20
0.007199990035356379,NaN,15,20
0.39019999004669903,NaN,27,20
0.23169999004693811,NaN,33,20
0.39019999004669903,NaN,28,20
0.011999990035328614,NaN,14,20
0.07979999004716955,NaN,46,20
0.05399999004720908,NaN,21,20
0.014099990047270356,NaN,7,20
0.02819999003523549,NaN,44,20
0.23169999004693811,NaN,34,20
0.05249999004721138,NaN,45,20
0.08379999004716343,NaN,8,20
0.23169999004693811,NaN,36,20
0.39019999004669903,NaN,26,20
0.014999990035311012,NaN,19,20
0.08379999004716343,NaN,10,20
2.2422103153982658,NaN,47,20
0.08379999004716343,NaN,9,20
0.009599990035341415,NaN,18,20
1.3391999866533169,NaN,30,20
0.013599990047271126,NaN,3,20
0.013999999999999999,NaN,24,21
0.01619999004726713,NaN,32,21
0.013599990047271126,NaN,1,21
0.08379999004716343,NaN,12,21
1.3391999866533169,NaN,29,21
0.013599990047271126,NaN,4,21
0.013599990047271126,NaN,2,21
0.865,NaN,6,21
1.335,NaN,25,21
1.548,NaN,23,21
0.6759999999999999,NaN,22,21
0.02819999003523549,NaN,41,21
0.23169999004693811,NaN,35,21
0.08379999004716343,NaN,11,21
0.08379999004716343,NaN,13,21
0.027199990047250218,NaN,5,21
0.924,NaN,31,21
0.007199990035356379,NaN,15,21
0.39019999004669903,NaN,27,21
0.23169999004693811,NaN,33,21
0.39019999004669903,NaN,28,21
0.011999990035328614,NaN,14,21
0.07979999004716955,NaN,46,21
0.05399999004720908,NaN,21,21
0.014099990047270356,NaN,7,21
0.02819999003523549,NaN,44,21
0.23169999004693811,NaN,34,21
0.05249999004721138,NaN,45,21
0.08379999004716343,NaN,8,21
0.23169999004693811,NaN,36,21
0.39019999004669903,NaN,26,21
0.014999990035311012,NaN,19,21
0.08379999004716343,NaN,10,21
2.242210315398266,NaN,47,21
0.08379999004716343,NaN,9,21
0.009599990035341415,NaN,18,21
1.3391999866533169,NaN,30,21
0.013599990047271126,NaN,3,21
0.013999999999999999,NaN,24,22
0.01619999004726713,NaN,32,22
0.013599990047271126,NaN,1,22
0.08379999004716343,NaN,12,22
1.3391999866533169,NaN,29,22
0.013599990047271126,NaN,4,22
0.013599990047271126,NaN,2,22
0.865,NaN,6,22
1.335,NaN,25,22
1.548,NaN,23,22
0.6759999999999999,NaN,22,22
0.02819999003523549,NaN,41,22
0.23169999004693811,NaN,35,22
0.08379999004716343,NaN,11,22
0.08379999004716343,NaN,13,22
0.027199990047250218,NaN,5,22
0.924,NaN,31,22
0.007199990035356379,NaN,15,22
0.39019999004669903,NaN,27,22
0.23169999004693811,NaN,33,22
0.39019999004669903,NaN,28,22
0.011999990035328614,NaN,14,22
0.07979999004716955,NaN,46,22
0.05399999004720908,NaN,21,22
0.014099990047270356,NaN,7,22
0.02819999003523549,NaN,44,22
0.23169999004693811,NaN,34,22
0.05249999004721138,NaN,45,22
0.08379999004716343,NaN,8,22
0.23169999004693811,NaN,36,22
0.39019999004669903,NaN,26,22
0.014999990035311012,NaN,19,22
0.08379999004716343,NaN,10,22
2.242210315398266,NaN,47,22
0.08379999004716343,NaN,9,22
0.009599990035341415,NaN,18,22
1.3391999866533169,NaN,30,22
0.013599990047271126,NaN,3,22
0.013999999999999999,NaN,24,23
0.01619999004726713,NaN,32,23
0.013599990047271126,NaN,1,23
0.08379999004716343,NaN,12,23
1.3391999866533169,NaN,29,23
0.013599990047271126,NaN,4,23
0.013599990047271126,NaN,2,23
0.865,NaN,6,23
1.335,NaN,25,23
1.548,NaN,23,23
0.6759999999999999,NaN,22,23
0.02819999003523549,NaN,41,23
0.23169999004693811,NaN,35,23
0.08379999004716343,NaN,11,23
0.08379999004716343,NaN,13,23
