DATE,ForecastedLoad,ClearedLoad,ActualLoad
1/1/2019 12:00:00 AM,70434,66683,67109
1/1/2019 1:00:00 AM,66632,64468,65272
1/1/2019 2:00:00 AM,64572,63625,63991
1/1/2019 3:00:00 AM,63266,63207,62589
1/1/2019 4:00:00 AM,62503,61530,62418
1/1/2019 5:00:00 AM,62386,61609,62524
1/1/2019 6:00:00 AM,63277,62672,63167
1/1/2019 7:00:00 AM,65203,64738,64801
1/1/2019 8:00:00 AM,67324,69211,66292
1/1/2019 9:00:00 AM,68681,69938,67120
1/1/2019 10:00:00 AM,70134,70477,68871
1/1/2019 11:00:00 AM,71782,72925,70723
1/1/2019 12:00:00 PM,72852,73154,71410
1/1/2019 1:00:00 PM,73109,72639,71877
1/1/2019 2:00:00 PM,72811,71540,71279
1/1/2019 3:00:00 PM,72299,70771,71096
1/1/2019 4:00:00 PM,71952,70369,71306
1/1/2019 5:00:00 PM,72491,71792,72620
1/1/2019 6:00:00 PM,75325,76625,76646
1/1/2019 7:00:00 PM,79656,79318,78122
1/1/2019 8:00:00 PM,79894,78272,77272
1/1/2019 9:00:00 PM,79027,77421,76235
1/1/2019 10:00:00 PM,77575,76323,74173
1/1/2019 11:00:00 PM,75327,74291,71470
1/2/2019 12:00:00 AM,72375,70698,68877
1/2/2019 1:00:00 AM,69618,66367,66709
1/2/2019 2:00:00 AM,68241,66019,65531
1/2/2019 3:00:00 AM,67368,65853,64721
1/2/2019 4:00:00 AM,66751,65477,64795
1/2/2019 5:00:00 AM,67257,65777,66118
1/2/2019 6:00:00 AM,69268,68938,69383
1/2/2019 7:00:00 AM,73647,74829,74610
1/2/2019 8:00:00 AM,78769,82288,79746
1/2/2019 9:00:00 AM,81268,83555,81258
1/2/2019 10:00:00 AM,81939,83448,82371
1/2/2019 11:00:00 AM,82288,84138,82995
1/2/2019 12:00:00 PM,82324,83544,83282
1/2/2019 1:00:00 PM,81698,82403,83459
1/2/2019 2:00:00 PM,80661,80885,83423
1/2/2019 3:00:00 PM,80201,80054,83335
1/2/2019 4:00:00 PM,79677,78835,82852
1/2/2019 5:00:00 PM,79962,80213,83757
1/2/2019 6:00:00 PM,82341,84762,86432
1/2/2019 7:00:00 PM,85469,87254,87962
1/2/2019 8:00:00 PM,85868,85927,86872
1/2/2019 9:00:00 PM,84831,84560,85053
1/2/2019 10:00:00 PM,82943,82575,82414
1/2/2019 11:00:00 PM,79787,78189,78354
1/3/2019 12:00:00 AM,76029,73557,74507
1/3/2019 1:00:00 AM,73185,68458,71805
1/3/2019 2:00:00 AM,71186,67346,70087
1/3/2019 3:00:00 AM,70122,66420,69215
1/3/2019 4:00:00 AM,69829,66533,69147
1/3/2019 5:00:00 AM,70495,66811,69739
1/3/2019 6:00:00 AM,73001,70389,72847
1/3/2019 7:00:00 AM,78235,77761,77479
1/3/2019 8:00:00 AM,84297,86026,82228
1/3/2019 9:00:00 AM,86170,85763,82815
1/3/2019 10:00:00 AM,85485,85357,82279
1/3/2019 11:00:00 AM,84425,84538,81875
1/3/2019 12:00:00 PM,83324,82957,80805
1/3/2019 1:00:00 PM,82245,80737,79510
1/3/2019 2:00:00 PM,81302,79314,79044
1/3/2019 3:00:00 PM,80539,78723,78191
1/3/2019 4:00:00 PM,79726,77225,77728
1/3/2019 5:00:00 PM,79802,78531,78483
1/3/2019 6:00:00 PM,82138,85088,82591
1/3/2019 7:00:00 PM,85925,88610,84505
1/3/2019 8:00:00 PM,86374,86754,83747
1/3/2019 9:00:00 PM,85091,84169,82350
1/3/2019 10:00:00 PM,82907,80889,79821
1/3/2019 11:00:00 PM,79741,76724,76249
1/4/2019 12:00:00 AM,75735,72708,72834
1/4/2019 1:00:00 AM,72669,69531,70317
1/4/2019 2:00:00 AM,70783,68308,68704
1/4/2019 3:00:00 AM,69755,67768,68049
1/4/2019 4:00:00 AM,69403,67236,67923
1/4/2019 5:00:00 AM,69940,67820,69344
1/4/2019 6:00:00 AM,71697,71048,72431
1/4/2019 7:00:00 AM,76444,78296,77189
1/4/2019 8:00:00 AM,82483,85568,82269
1/4/2019 9:00:00 AM,84313,84001,82998
1/4/2019 10:00:00 AM,83683,83143,82814
1/4/2019 11:00:00 AM,82810,82215,81631
1/4/2019 12:00:00 PM,81729,81412,80491
1/4/2019 1:00:00 PM,80402,79598,79183
1/4/2019 2:00:00 PM,79118,77982,78240
1/4/2019 3:00:00 PM,78115,76614,76579
1/4/2019 4:00:00 PM,77020,74982,75754
1/4/2019 5:00:00 PM,76715,75663,75975
1/4/2019 6:00:00 PM,78830,80817,
1/4/2019 7:00:00 PM,82217,84229,
1/4/2019 8:00:00 PM,82199,82280,
1/4/2019 9:00:00 PM,81085,80960,
1/4/2019 10:00:00 PM,79678,78129,78284
1/4/2019 11:00:00 PM,77311,75449,75712
1/5/2019 12:00:00 AM,73986,71151,72700
1/5/2019 1:00:00 AM,71265,67233,69819
1/5/2019 2:00:00 AM,69261,67116,68268
1/5/2019 3:00:00 AM,68142,66921,67522
1/5/2019 4:00:00 AM,67609,66202,67455
1/5/2019 5:00:00 AM,67751,66789,68012
1/5/2019 6:00:00 AM,68859,68858,69526
1/5/2019 7:00:00 AM,71180,71539,71947
1/5/2019 8:00:00 AM,73897,75495,74696
1/5/2019 9:00:00 AM,75592,77105,75961
1/5/2019 10:00:00 AM,76303,77650,75625
1/5/2019 11:00:00 AM,76068,76326,73845
1/5/2019 12:00:00 PM,74892,73339,71946
1/5/2019 1:00:00 PM,73154,70317,70010
1/5/2019 2:00:00 PM,71411,68745,68210
1/5/2019 3:00:00 PM,69934,67092,66638
1/5/2019 4:00:00 PM,68854,66494,66260
1/5/2019 5:00:00 PM,68921,67865,
1/5/2019 6:00:00 PM,71498,71661,71001
1/5/2019 7:00:00 PM,75350,75656,73699
1/5/2019 8:00:00 PM,75661,74390,73500
1/5/2019 9:00:00 PM,74870,73554,72541
1/5/2019 10:00:00 PM,73805,71522,71805
1/5/2019 11:00:00 PM,72022,69917,69581
1/6/2019 12:00:00 AM,69352,66781,67485
1/6/2019 1:00:00 AM,66226,62147,65425
1/6/2019 2:00:00 AM,64532,61930,64208
1/6/2019 3:00:00 AM,63604,61213,63740
1/6/2019 4:00:00 AM,63196,62193,63311
1/6/2019 5:00:00 AM,63401,62228,63707
1/6/2019 6:00:00 AM,64591,64134,65323
1/6/2019 7:00:00 AM,66526,64863,67499
1/6/2019 8:00:00 AM,68607,68047,70049
1/6/2019 9:00:00 AM,70314,69997,71655
1/6/2019 10:00:00 AM,71289,70352,71758
1/6/2019 11:00:00 AM,71583,70274,70883
1/6/2019 12:00:00 PM,71250,69669,69676
1/6/2019 1:00:00 PM,70741,69024,69330
1/6/2019 2:00:00 PM,70182,68226,68900
1/6/2019 3:00:00 PM,69527,67231,
1/6/2019 4:00:00 PM,69099,66781,
1/6/2019 5:00:00 PM,69641,68466,
1/6/2019 6:00:00 PM,72592,72946,
1/6/2019 7:00:00 PM,76323,76495,
1/6/2019 8:00:00 PM,76645,74986,
1/6/2019 9:00:00 PM,75736,73760,
1/6/2019 10:00:00 PM,73805,70510,
1/6/2019 11:00:00 PM,70926,67288,
1/7/2019 12:00:00 AM,68353,65022,66062
1/7/2019 1:00:00 AM,64947,60902,64010
1/7/2019 2:00:00 AM,63283,60211,62733
1/7/2019 3:00:00 AM,61999,59310,62425
1/7/2019 4:00:00 AM,61727,58724,62421
1/7/2019 5:00:00 AM,62323,59148,63647
1/7/2019 6:00:00 AM,64340,64086,67166
1/7/2019 7:00:00 AM,69238,70437,72829
1/7/2019 8:00:00 AM,74930,77599,78019
1/7/2019 9:00:00 AM,77072,77724,78816
1/7/2019 10:00:00 AM,77472,77125,78629
1/7/2019 11:00:00 AM,77680,77963,78756
1/7/2019 12:00:00 PM,77636,77206,77815
1/7/2019 1:00:00 PM,77113,75504,77263
1/7/2019 2:00:00 PM,76502,74380,76567
1/7/2019 3:00:00 PM,75860,73305,75856
1/7/2019 4:00:00 PM,75151,72407,75238
1/7/2019 5:00:00 PM,75104,72929,75472
1/7/2019 6:00:00 PM,77084,77009,78041
1/7/2019 7:00:00 PM,80090,80172,79764
1/7/2019 8:00:00 PM,80112,77707,78622
1/7/2019 9:00:00 PM,78710,75656,76414
1/7/2019 10:00:00 PM,76541,73052,74210
1/7/2019 11:00:00 PM,73198,68926,70252
1/8/2019 12:00:00 AM,69657,65013,66313
1/8/2019 1:00:00 AM,67126,58806,64056
1/8/2019 2:00:00 AM,65243,58114,62507
1/8/2019 3:00:00 AM,64121,58522,61654
1/8/2019 4:00:00 AM,63762,58526,61789
1/8/2019 5:00:00 AM,64271,58787,62944
1/8/2019 6:00:00 AM,66045,63079,66399
1/8/2019 7:00:00 AM,70565,70560,72056
1/8/2019 8:00:00 AM,76611,78587,77113
1/8/2019 9:00:00 AM,78766,78299,77218
1/8/2019 10:00:00 AM,78706,76957,76699
1/8/2019 11:00:00 AM,78560,77174,76249
1/8/2019 12:00:00 PM,78436,76464,75975
1/8/2019 1:00:00 PM,78114,75792,75806
1/8/2019 2:00:00 PM,77926,74732,75478
1/8/2019 3:00:00 PM,77799,74864,75547
1/8/2019 4:00:00 PM,77548,74426,75431
1/8/2019 5:00:00 PM,77901,75513,76396
1/8/2019 6:00:00 PM,80029,80412,79225
1/8/2019 7:00:00 PM,83113,83611,82038
1/8/2019 8:00:00 PM,83349,81927,81528
1/8/2019 9:00:00 PM,82249,80350,80459
1/8/2019 10:00:00 PM,80265,77745,78264
1/8/2019 11:00:00 PM,77201,73348,74673
1/9/2019 12:00:00 AM,73415,68505,70976
1/9/2019 1:00:00 AM,69075,65737,68982
1/9/2019 2:00:00 AM,67471,65131,67910
1/9/2019 3:00:00 AM,66650,64475,67471
1/9/2019 4:00:00 AM,66541,64481,67560
1/9/2019 5:00:00 AM,67366,65061,69296
1/9/2019 6:00:00 AM,70057,69331,73026
1/9/2019 7:00:00 AM,75454,77884,79343
1/9/2019 8:00:00 AM,81927,86335,85098
1/9/2019 9:00:00 AM,84381,85281,84942
1/9/2019 10:00:00 AM,84110,84433,84424
1/9/2019 11:00:00 AM,83613,83758,83826
1/9/2019 12:00:00 PM,83016,82903,82574
1/9/2019 1:00:00 PM,82098,82177,81885
1/9/2019 2:00:00 PM,81274,80670,81536
1/9/2019 3:00:00 PM,80583,79909,80760
1/9/2019 4:00:00 PM,79954,78889,80408
1/9/2019 5:00:00 PM,80198,79284,81678
1/9/2019 6:00:00 PM,82742,84991,85485
1/9/2019 7:00:00 PM,86727,87343,88353
1/9/2019 8:00:00 PM,87583,87244,88283
1/9/2019 9:00:00 PM,87071,86682,87721
1/9/2019 10:00:00 PM,85456,84863,85239
1/9/2019 11:00:00 PM,82495,81746,81649
1/10/2019 12:00:00 AM,79218,77985,78121
1/10/2019 1:00:00 AM,76765,74328,76096
1/10/2019 2:00:00 AM,75469,73137,74400
1/10/2019 3:00:00 AM,74726,72324,73852
1/10/2019 4:00:00 AM,74525,72148,74149
1/10/2019 5:00:00 AM,75278,73068,75823
1/10/2019 6:00:00 AM,76873,77686,79485
1/10/2019 7:00:00 AM,81747,84575,85770
1/10/2019 8:00:00 AM,87922,88574,91375
1/10/2019 9:00:00 AM,89579,88687,91017
1/10/2019 10:00:00 AM,88892,88226,89368
1/10/2019 11:00:00 AM,87599,86538,87210
1/10/2019 12:00:00 PM,86076,85285,85319
1/10/2019 1:00:00 PM,84367,83779,83630
1/10/2019 2:00:00 PM,82848,81687,81955
1/10/2019 3:00:00 PM,81624,80441,80436
1/10/2019 4:00:00 PM,80547,79071,80089
1/10/2019 5:00:00 PM,80531,79685,81011
1/10/2019 6:00:00 PM,82914,84759,84800
1/10/2019 7:00:00 PM,87047,89062,87779
1/10/2019 8:00:00 PM,87656,88477,87671
1/10/2019 9:00:00 PM,87108,87831,86998
1/10/2019 10:00:00 PM,85442,85870,84857
1/10/2019 11:00:00 PM,82486,82190,81046
1/11/2019 12:00:00 AM,79401,78016,77320
1/11/2019 1:00:00 AM,77770,73164,75461
1/11/2019 2:00:00 AM,76263,72586,73890
1/11/2019 3:00:00 AM,75212,71329,73190
1/11/2019 4:00:00 AM,74862,71418,73292
1/11/2019 5:00:00 AM,75037,71330,74364
1/11/2019 6:00:00 AM,76137,75012,77904
1/11/2019 7:00:00 AM,80930,82570,83714
1/11/2019 8:00:00 AM,86639,87078,88555
1/11/2019 9:00:00 AM,89027,86868,88161
1/11/2019 10:00:00 AM,87930,85805,86883
1/11/2019 11:00:00 AM,86774,84962,85920
1/11/2019 12:00:00 PM,85215,82762,84055
1/11/2019 1:00:00 PM,83488,80255,82441
1/11/2019 2:00:00 PM,81901,78309,81481
1/11/2019 3:00:00 PM,80666,77258,80563
1/11/2019 4:00:00 PM,79486,75670,79820
1/11/2019 5:00:00 PM,79340,75652,80727
1/11/2019 6:00:00 PM,81092,79046,83078
1/11/2019 7:00:00 PM,83932,81725,
1/11/2019 8:00:00 PM,84348,80191,
1/11/2019 9:00:00 PM,83441,79054,
1/11/2019 10:00:00 PM,82062,76583,79687
1/11/2019 11:00:00 PM,79384,74062,76508
1/12/2019 12:00:00 AM,75808,70996,73260
1/12/2019 1:00:00 AM,72288,67736,70955
1/12/2019 2:00:00 AM,69930,66012,68629
1/12/2019 3:00:00 AM,69294,65274,67723
1/12/2019 4:00:00 AM,68522,64741,67566
1/12/2019 5:00:00 AM,68450,65153,67744
1/12/2019 6:00:00 AM,69433,66879,68764
1/12/2019 7:00:00 AM,71469,68360,70722
1/12/2019 8:00:00 AM,72883,71872,73225
1/12/2019 9:00:00 AM,74908,74392,75459
1/12/2019 10:00:00 AM,76567,75312,77308
1/12/2019 11:00:00 AM,77494,75647,78215
1/12/2019 12:00:00 PM,77464,75184,77920
1/12/2019 1:00:00 PM,76722,74045,77368
1/12/2019 2:00:00 PM,76041,72544,76281
1/12/2019 3:00:00 PM,74974,71592,75895
1/12/2019 4:00:00 PM,74203,71290,75369
1/12/2019 5:00:00 PM,74055,71326,75746
1/12/2019 6:00:00 PM,76257,75113,78210
1/12/2019 7:00:00 PM,79103,77969,79526
1/12/2019 8:00:00 PM,78983,75744,78721
1/12/2019 9:00:00 PM,77837,74705,77112
1/12/2019 10:00:00 PM,76443,72393,75321
1/12/2019 11:00:00 PM,74279,70362,72860
1/13/2019 12:00:00 AM,71556,67426,69902
1/13/2019 1:00:00 AM,70673,65365,67778
1/13/2019 2:00:00 AM,69314,65247,66482
1/13/2019 3:00:00 AM,68539,64991,66031
1/13/2019 4:00:00 AM,68019,65156,65954
1/13/2019 5:00:00 AM,68110,64497,66361
1/13/2019 6:00:00 AM,68851,66671,67551
1/13/2019 7:00:00 AM,69545,68270,69482
1/13/2019 8:00:00 AM,71466,71689,72127
1/13/2019 9:00:00 AM,73847,73567,74249
1/13/2019 10:00:00 AM,75536,75339,76347
1/13/2019 11:00:00 AM,76349,75918,77079
1/13/2019 12:00:00 PM,76399,74772,76561
1/13/2019 1:00:00 PM,75960,73806,76451
1/13/2019 2:00:00 PM,75285,72201,76100
1/13/2019 3:00:00 PM,74656,71437,75498
1/13/2019 4:00:00 PM,74118,70927,75530
1/13/2019 5:00:00 PM,74626,72536,76674
1/13/2019 6:00:00 PM,77305,77391,80323
1/13/2019 7:00:00 PM,81207,81564,83100
1/13/2019 8:00:00 PM,82270,81117,82786
1/13/2019 9:00:00 PM,81844,79916,81950
1/13/2019 10:00:00 PM,80466,78394,79782
1/13/2019 11:00:00 PM,78124,75838,76732
1/14/2019 12:00:00 AM,75352,71967,73615
1/14/2019 1:00:00 AM,73215,69273,71899
1/14/2019 2:00:00 AM,72700,69246,70995
1/14/2019 3:00:00 AM,72061,69075,70836
1/14/2019 4:00:00 AM,72227,69303,71138
1/14/2019 5:00:00 AM,72354,69737,72783
1/14/2019 6:00:00 AM,75077,74126,76130
1/14/2019 7:00:00 AM,80118,82394,82531
1/14/2019 8:00:00 AM,86360,88112,87828
1/14/2019 9:00:00 AM,88816,87699,87962
1/14/2019 10:00:00 AM,88460,87327,87767
1/14/2019 11:00:00 AM,87643,86243,87426
1/14/2019 12:00:00 PM,86566,84797,86606
1/14/2019 1:00:00 PM,85232,83188,85585
1/14/2019 2:00:00 PM,83861,81407,85025
1/14/2019 3:00:00 PM,82756,80366,83854
1/14/2019 4:00:00 PM,81761,78625,83380
1/14/2019 5:00:00 PM,81642,79546,84125
1/14/2019 6:00:00 PM,83846,83955,87478
1/14/2019 7:00:00 PM,87425,86849,89862
1/14/2019 8:00:00 PM,88439,86888,88971
1/14/2019 9:00:00 PM,87789,86281,88012
1/14/2019 10:00:00 PM,86007,83940,84723
1/14/2019 11:00:00 PM,82837,81315,80776
1/15/2019 12:00:00 AM,79364,76574,76892
1/15/2019 1:00:00 AM,76610,74133,74607
1/15/2019 2:00:00 AM,74816,72902,73218
1/15/2019 3:00:00 AM,73934,71443,72086
1/15/2019 4:00:00 AM,73723,71565,72120
1/15/2019 5:00:00 AM,74427,72253,73048
1/15/2019 6:00:00 AM,76506,76407,76693
1/15/2019 7:00:00 AM,81739,82280,82539
1/15/2019 8:00:00 AM,87752,87625,87830
1/15/2019 9:00:00 AM,89933,87443,87609
1/15/2019 10:00:00 AM,88486,86261,87682
1/15/2019 11:00:00 AM,87241,85523,87694
1/15/2019 12:00:00 PM,85856,83870,87122
1/15/2019 1:00:00 PM,84328,80628,86594
1/15/2019 2:00:00 PM,82981,78657,85919
1/15/2019 3:00:00 PM,81964,77681,84656
1/15/2019 4:00:00 PM,80982,76400,83664
1/15/2019 5:00:00 PM,80838,77366,84503
1/15/2019 6:00:00 PM,82795,82531,86966
1/15/2019 7:00:00 PM,86443,86021,89092
1/15/2019 8:00:00 PM,87143,85963,88997
1/15/2019 9:00:00 PM,85780,84199,87501
1/15/2019 10:00:00 PM,83718,81319,84759
1/15/2019 11:00:00 PM,80508,78038,80398
1/16/2019 12:00:00 AM,76621,74304,76332
1/16/2019 1:00:00 AM,75381,71139,74037
1/16/2019 2:00:00 AM,73508,69626,72246
1/16/2019 3:00:00 AM,72563,68550,71410
1/16/2019 4:00:00 AM,72328,69173,71349
1/16/2019 5:00:00 AM,73012,70114,72374
1/16/2019 6:00:00 AM,75455,73210,75531
1/16/2019 7:00:00 AM,80732,80110,81475
1/16/2019 8:00:00 AM,86684,86684,86783
1/16/2019 9:00:00 AM,88286,85984,86362
1/16/2019 10:00:00 AM,87884,84739,85638
1/16/2019 11:00:00 AM,86722,83150,84732
1/16/2019 12:00:00 PM,85437,81295,83102
1/16/2019 1:00:00 PM,84165,79860,81750
1/16/2019 2:00:00 PM,83204,78763,81151
1/16/2019 3:00:00 PM,82361,78084,80087
1/16/2019 4:00:00 PM,81434,76853,
1/16/2019 5:00:00 PM,81315,77333,80149
1/16/2019 6:00:00 PM,82922,80164,83348
1/16/2019 7:00:00 PM,86364,83006,86081
1/16/2019 8:00:00 PM,86877,82670,85588
1/16/2019 9:00:00 PM,85458,81399,84210
1/16/2019 10:00:00 PM,83171,78608,81968
1/16/2019 11:00:00 PM,79887,76510,78326
1/17/2019 12:00:00 AM,75858,73300,74308
1/17/2019 1:00:00 AM,72803,70265,71945
1/17/2019 2:00:00 AM,70796,68331,70115
1/17/2019 3:00:00 AM,69641,66886,69456
1/17/2019 4:00:00 AM,69194,66563,69364
1/17/2019 5:00:00 AM,69638,66921,70525
1/17/2019 6:00:00 AM,71786,69555,73431
1/17/2019 7:00:00 AM,76544,75194,79131
1/17/2019 8:00:00 AM,82217,80952,83887
1/17/2019 9:00:00 AM,83996,80886,83844
1/17/2019 10:00:00 AM,83552,80266,83587
1/17/2019 11:00:00 AM,83026,79795,83134
1/17/2019 12:00:00 PM,82350,78491,82575
1/17/2019 1:00:00 PM,81483,76868,81653
1/17/2019 2:00:00 PM,80616,76426,80665
1/17/2019 3:00:00 PM,79876,76323,79850
1/17/2019 4:00:00 PM,79179,75944,79174
1/17/2019 5:00:00 PM,79206,76351,79874
1/17/2019 6:00:00 PM,81006,78023,82065
1/17/2019 7:00:00 PM,84007,80886,84313
1/17/2019 8:00:00 PM,84403,79608,83623
1/17/2019 9:00:00 PM,83031,78690,82320
1/17/2019 10:00:00 PM,81167,77403,79806
1/17/2019 11:00:00 PM,78213,74322,75921
1/18/2019 12:00:00 AM,74498,70258,72451
1/18/2019 1:00:00 AM,71862,69263,70239
1/18/2019 2:00:00 AM,69920,67773,68619
1/18/2019 3:00:00 AM,68875,67204,67902
1/18/2019 4:00:00 AM,68579,66677,67932
1/18/2019 5:00:00 AM,69158,67182,68880
1/18/2019 6:00:00 AM,71309,69821,72213
1/18/2019 7:00:00 AM,75922,74312,77471
1/18/2019 8:00:00 AM,81670,80844,82793
1/18/2019 9:00:00 AM,83744,81056,83065
1/18/2019 10:00:00 AM,83618,80615,83308
1/18/2019 11:00:00 AM,83174,81106,83325
1/18/2019 12:00:00 PM,82516,79783,82740
1/18/2019 1:00:00 PM,81689,77995,82078
1/18/2019 2:00:00 PM,80881,77649,81352
1/18/2019 3:00:00 PM,80171,77404,80650
1/18/2019 4:00:00 PM,79390,76374,80230
1/18/2019 5:00:00 PM,79101,76553,80155
1/18/2019 6:00:00 PM,80340,79124,82547
1/18/2019 7:00:00 PM,82683,82155,83854
1/18/2019 8:00:00 PM,82520,80564,82510
1/18/2019 9:00:00 PM,80888,78506,81026
1/18/2019 10:00:00 PM,79337,75681,79095
1/18/2019 11:00:00 PM,77038,74952,75870
1/19/2019 12:00:00 AM,73866,72246,72736
1/19/2019 1:00:00 AM,71099,69962,70499
1/19/2019 2:00:00 AM,68899,68277,68251
1/19/2019 3:00:00 AM,67598,66812,67418
1/19/2019 4:00:00 AM,66922,66644,66765
1/19/2019 5:00:00 AM,66822,66491,66836
1/19/2019 6:00:00 AM,67598,67992,68156
1/19/2019 7:00:00 AM,69925,69176,70352
1/19/2019 8:00:00 AM,72331,73557,73201
1/19/2019 9:00:00 AM,74858,74824,75249
1/19/2019 10:00:00 AM,77256,77002,77609
1/19/2019 11:00:00 AM,78841,78392,78765
1/19/2019 12:00:00 PM,79336,78817,79461
1/19/2019 1:00:00 PM,78960,78082,79277
1/19/2019 2:00:00 PM,78272,77582,78764
1/19/2019 3:00:00 PM,77562,77242,78597
1/19/2019 4:00:00 PM,77091,77171,78942
1/19/2019 5:00:00 PM,77457,78183,80031
1/19/2019 6:00:00 PM,79396,81977,83487
1/19/2019 7:00:00 PM,82892,84945,86860
1/19/2019 8:00:00 PM,83790,85040,86573
1/19/2019 9:00:00 PM,83182,84600,85640
1/19/2019 10:00:00 PM,82147,82682,84964
1/19/2019 11:00:00 PM,80386,81247,82489
1/20/2019 12:00:00 AM,77816,78939,80087
1/20/2019 1:00:00 AM,77419,78287,78566
1/20/2019 2:00:00 AM,76446,76993,77319
1/20/2019 3:00:00 AM,75565,76583,76690
1/20/2019 4:00:00 AM,75299,76430,76920
1/20/2019 5:00:00 AM,75682,76683,77072
1/20/2019 6:00:00 AM,76647,78814,78556
1/20/2019 7:00:00 AM,77818,80541,80720
1/20/2019 8:00:00 AM,80558,83919,83457
1/20/2019 9:00:00 AM,82745,85489,85149
1/20/2019 10:00:00 AM,84257,86080,86069
1/20/2019 11:00:00 AM,84709,86001,85775
1/20/2019 12:00:00 PM,84030,84618,84008
1/20/2019 1:00:00 PM,83179,83350,82266
1/20/2019 2:00:00 PM,82019,81759,80958
1/20/2019 3:00:00 PM,80807,81103,79727
1/20/2019 4:00:00 PM,79824,80886,79399
1/20/2019 5:00:00 PM,80115,81352,80835
1/20/2019 6:00:00 PM,82450,85292,84223
1/20/2019 7:00:00 PM,86978,89729,88967
1/20/2019 8:00:00 PM,88585,90198,88967
1/20/2019 9:00:00 PM,88447,90105,88446
1/20/2019 10:00:00 PM,87380,88823,86710
1/20/2019 11:00:00 PM,85164,86938,85109
1/21/2019 12:00:00 AM,82370,84936,82989
1/21/2019 1:00:00 AM,81912,83532,80856
1/21/2019 2:00:00 AM,80667,82336,80542
1/21/2019 3:00:00 AM,80252,82150,80280
1/21/2019 4:00:00 AM,80353,82292,80673
1/21/2019 5:00:00 AM,81370,83532,
1/21/2019 6:00:00 AM,83967,87470,85408
1/21/2019 7:00:00 AM,88699,93914,89900
1/21/2019 8:00:00 AM,93997,98642,94683
1/21/2019 9:00:00 AM,95731,99495,95565
1/21/2019 10:00:00 AM,95589,99699,95369
1/21/2019 11:00:00 AM,94754,97948,94389
1/21/2019 12:00:00 PM,93326,95061,92503
1/21/2019 1:00:00 PM,91474,91355,90762
1/21/2019 2:00:00 PM,89665,89226,89426
1/21/2019 3:00:00 PM,88223,88319,87817
1/21/2019 4:00:00 PM,86971,87598,87388
1/21/2019 5:00:00 PM,86744,87986,87960
1/21/2019 6:00:00 PM,88723,90827,91177
1/21/2019 7:00:00 PM,92777,94800,94087
1/21/2019 8:00:00 PM,94138,94306,94181
1/21/2019 9:00:00 PM,93194,93377,92616
1/21/2019 10:00:00 PM,90956,90828,89631
1/21/2019 11:00:00 PM,87532,87820,85286
1/22/2019 12:00:00 AM,83436,83800,81658
1/22/2019 1:00:00 AM,80263,77302,79193
1/22/2019 2:00:00 AM,78171,74370,77437
1/22/2019 3:00:00 AM,76958,74191,76085
1/22/2019 4:00:00 AM,76534,73293,75776
1/22/2019 5:00:00 AM,77006,74625,76517
1/22/2019 6:00:00 AM,79315,78373,79357
1/22/2019 7:00:00 AM,83897,84602,84370
1/22/2019 8:00:00 AM,90523,90187,88945
1/22/2019 9:00:00 AM,91823,88581,88364
1/22/2019 10:00:00 AM,91105,87067,87391
1/22/2019 11:00:00 AM,89756,85704,86882
1/22/2019 12:00:00 PM,88481,84013,86251
1/22/2019 1:00:00 PM,87267,83196,85218
1/22/2019 2:00:00 PM,86196,81880,84414
1/22/2019 3:00:00 PM,85369,81227,83345
1/22/2019 4:00:00 PM,84553,80714,82872
1/22/2019 5:00:00 PM,84450,81428,83190
1/22/2019 6:00:00 PM,86073,83789,85127
1/22/2019 7:00:00 PM,88671,86797,87242
1/22/2019 8:00:00 PM,89010,86259,85805
1/22/2019 9:00:00 PM,87572,84688,83888
1/22/2019 10:00:00 PM,85452,80934,80871
1/22/2019 11:00:00 PM,82104,77069,77133
1/23/2019 12:00:00 AM,77992,72015,73020
1/23/2019 1:00:00 AM,73847,67788,70459
1/23/2019 2:00:00 AM,71789,66259,68707
1/23/2019 3:00:00 AM,70612,65550,67657
1/23/2019 4:00:00 AM,70164,65494,67615
1/23/2019 5:00:00 AM,70612,66584,68424
1/23/2019 6:00:00 AM,72718,70219,71679
1/23/2019 7:00:00 AM,77597,77518,77173
1/23/2019 8:00:00 AM,83674,86234,82837
1/23/2019 9:00:00 AM,85906,85847,83294
1/23/2019 10:00:00 AM,86169,86529,84130
1/23/2019 11:00:00 AM,86253,85952,84457
1/23/2019 12:00:00 PM,86120,85793,84507
1/23/2019 1:00:00 PM,85912,85002,84374
1/23/2019 2:00:00 PM,85849,84268,84184
1/23/2019 3:00:00 PM,85837,83432,83734
1/23/2019 4:00:00 PM,85579,82901,83503
1/23/2019 5:00:00 PM,85809,84127,84470
1/23/2019 6:00:00 PM,87674,88519,87762
1/23/2019 7:00:00 PM,91009,92464,91037
1/23/2019 8:00:00 PM,92067,92000,90779
1/23/2019 9:00:00 PM,90995,91670,90136
1/23/2019 10:00:00 PM,89050,89181,87517
1/23/2019 11:00:00 PM,85884,84251,83979
1/24/2019 12:00:00 AM,81911,80115,80997
1/24/2019 1:00:00 AM,78612,77426,79067
1/24/2019 2:00:00 AM,77006,75527,78157
1/24/2019 3:00:00 AM,76198,75453,77985
1/24/2019 4:00:00 AM,76061,75864,78298
1/24/2019 5:00:00 AM,76835,77562,79442
1/24/2019 6:00:00 AM,79496,82004,83181
1/24/2019 7:00:00 AM,84829,87883,89480
