DATE,ForecastedLoad,ClearedLoad,ActualLoad
4/12/2019 12:00:00 AM,64727,62614,62913
4/12/2019 1:00:00 AM,63237,59347,60599
4/12/2019 2:00:00 AM,61626,58038,59498
4/12/2019 3:00:00 AM,60845,57920,59042
4/12/2019 4:00:00 AM,61027,57486,
4/12/2019 5:00:00 AM,62279,61098,61924
4/12/2019 6:00:00 AM,65668,65796,67645
4/12/2019 7:00:00 AM,70804,71965,71793
4/12/2019 8:00:00 AM,73167,72611,72727
4/12/2019 9:00:00 AM,73831,73452,73464
4/12/2019 10:00:00 AM,74142,73768,73263
4/12/2019 11:00:00 AM,74299,74401,73060
4/12/2019 12:00:00 PM,74210,73507,72783
4/12/2019 1:00:00 PM,74123,73507,72549
4/12/2019 2:00:00 PM,74023,73004,72036
4/12/2019 3:00:00 PM,73480,72618,71407
4/12/2019 4:00:00 PM,72777,72476,71003
4/12/2019 5:00:00 PM,72236,72308,70564
4/12/2019 6:00:00 PM,71662,71491,
4/12/2019 7:00:00 PM,71248,70607,
4/12/2019 8:00:00 PM,71642,72138,71806
4/12/2019 9:00:00 PM,72071,71494,70597
4/12/2019 10:00:00 PM,69828,66970,67716
4/12/2019 11:00:00 PM,67225,62653,64459
4/13/2019 12:00:00 AM,63931,59652,61661
4/13/2019 1:00:00 AM,61187,57243,59545
4/13/2019 2:00:00 AM,60372,57044,58676
4/13/2019 3:00:00 AM,59727,56479,58188
4/13/2019 4:00:00 AM,59636,56624,58456
4/13/2019 5:00:00 AM,60295,58494,59539
4/13/2019 6:00:00 AM,60546,59996,62235
4/13/2019 7:00:00 AM,62333,62768,63525
4/13/2019 8:00:00 AM,64316,64841,66168
4/13/2019 9:00:00 AM,66006,66496,67518
4/13/2019 10:00:00 AM,67033,66948,67890
4/13/2019 11:00:00 AM,67315,66374,67635
4/13/2019 12:00:00 PM,67070,65399,67180
4/13/2019 1:00:00 PM,66560,64810,66543
4/13/2019 2:00:00 PM,66032,63669,66147
4/13/2019 3:00:00 PM,65528,63058,65226
4/13/2019 4:00:00 PM,65288,63281,65167
4/13/2019 5:00:00 PM,65396,63386,65268
4/13/2019 6:00:00 PM,65506,63221,65648
4/13/2019 7:00:00 PM,65568,63028,66009
4/13/2019 8:00:00 PM,66847,65693,67935
4/13/2019 9:00:00 PM,67756,66442,67101
4/13/2019 10:00:00 PM,65907,63394,65229
4/13/2019 11:00:00 PM,63320,60625,62212
4/14/2019 12:00:00 AM,61575,57809,59862
4/14/2019 1:00:00 AM,60293,55390,58390
4/14/2019 2:00:00 AM,58858,54650,57413
4/14/2019 3:00:00 AM,58092,54300,56953
4/14/2019 4:00:00 AM,57827,54132,56857
4/14/2019 5:00:00 AM,57472,55543,57397
4/14/2019 6:00:00 AM,58339,57127,59115
4/14/2019 7:00:00 AM,59484,60130,61111
4/14/2019 8:00:00 AM,61602,61747,63746
4/14/2019 9:00:00 AM,63675,64009,66007
4/14/2019 10:00:00 AM,64954,64831,66686
4/14/2019 11:00:00 AM,65412,64953,66871
4/14/2019 12:00:00 PM,65391,64424,67215
4/14/2019 1:00:00 PM,65144,63253,66713
4/14/2019 2:00:00 PM,64880,62369,66333
4/14/2019 3:00:00 PM,64762,61953,65672
4/14/2019 4:00:00 PM,65089,62692,65856
4/14/2019 5:00:00 PM,65938,64290,67047
4/14/2019 6:00:00 PM,66904,64800,67658
4/14/2019 7:00:00 PM,67810,65266,68336
4/14/2019 8:00:00 PM,69617,68916,70519
4/14/2019 9:00:00 PM,70582,68509,69920
4/14/2019 10:00:00 PM,68839,65767,67450
4/14/2019 11:00:00 PM,66214,62054,64324
4/15/2019 12:00:00 AM,63293,58645,62005
4/15/2019 1:00:00 AM,63137,57202,60914
4/15/2019 2:00:00 AM,62438,57061,60699
4/15/2019 3:00:00 AM,62033,56511,61076
4/15/2019 4:00:00 AM,62780,56873,62364
4/15/2019 5:00:00 AM,65243,60548,65852
4/15/2019 6:00:00 AM,70501,69651,72685
4/15/2019 7:00:00 AM,76171,75796,76884
4/15/2019 8:00:00 AM,78245,76142,76530
4/15/2019 9:00:00 AM,77700,74993,75818
4/15/2019 10:00:00 AM,76770,74329,74778
4/15/2019 11:00:00 AM,75753,73205,73692
4/15/2019 12:00:00 PM,74972,71437,72907
4/15/2019 1:00:00 PM,74246,70963,72322
4/15/2019 2:00:00 PM,73642,69964,71406
4/15/2019 3:00:00 PM,72833,68678,70918
4/15/2019 4:00:00 PM,72198,68495,70486
4/15/2019 5:00:00 PM,72046,68593,70366
4/15/2019 6:00:00 PM,72098,68749,70611
4/15/2019 7:00:00 PM,72531,68585,70999
4/15/2019 8:00:00 PM,73636,71686,73011
4/15/2019 9:00:00 PM,73927,70044,72131
4/15/2019 10:00:00 PM,71046,66783,68210
4/15/2019 11:00:00 PM,66920,62932,64294
4/16/2019 12:00:00 AM,63778,58741,61384
4/16/2019 1:00:00 AM,60313,56537,59557
4/16/2019 2:00:00 AM,59037,56245,58864
4/16/2019 3:00:00 AM,58524,56021,58469
4/16/2019 4:00:00 AM,58911,56249,59584
4/16/2019 5:00:00 AM,60930,58676,62690
4/16/2019 6:00:00 AM,65647,65263,68172
4/16/2019 7:00:00 AM,70893,70177,71788
4/16/2019 8:00:00 AM,72780,70186,72071
4/16/2019 9:00:00 AM,72949,69811,71959
4/16/2019 10:00:00 AM,72965,69648,71559
4/16/2019 11:00:00 AM,73110,69271,71751
4/16/2019 12:00:00 PM,73230,68840,71388
4/16/2019 1:00:00 PM,73444,68323,71663
4/16/2019 2:00:00 PM,73714,68655,72132
4/16/2019 3:00:00 PM,73740,68435,72034
4/16/2019 4:00:00 PM,73800,68381,72423
4/16/2019 5:00:00 PM,73996,69180,72460
4/16/2019 6:00:00 PM,73957,69388,72479
4/16/2019 7:00:00 PM,73629,69219,72050
4/16/2019 8:00:00 PM,73898,71354,73993
4/16/2019 9:00:00 PM,74267,71872,72821
4/16/2019 10:00:00 PM,71156,68069,68407
4/16/2019 11:00:00 PM,66472,64616,63862
4/17/2019 12:00:00 AM,62506,59642,60740
4/17/2019 1:00:00 AM,59282,57329,58939
4/17/2019 2:00:00 AM,57871,56608,57505
4/17/2019 3:00:00 AM,57224,56330,56978
4/17/2019 4:00:00 AM,57470,56383,57605
4/17/2019 5:00:00 AM,59301,59049,60419
4/17/2019 6:00:00 AM,63501,66403,65551
4/17/2019 7:00:00 AM,68277,71802,69576
4/17/2019 8:00:00 AM,70477,72041,70411
4/17/2019 9:00:00 AM,71270,72439,71658
4/17/2019 10:00:00 AM,71861,72975,72404
4/17/2019 11:00:00 AM,72424,73105,73158
4/17/2019 12:00:00 PM,72816,73104,73693
4/17/2019 1:00:00 PM,73252,73166,74263
4/17/2019 2:00:00 PM,73770,73463,74495
4/17/2019 3:00:00 PM,73933,73672,74535
4/17/2019 4:00:00 PM,74101,73918,74597
4/17/2019 5:00:00 PM,74406,74705,74627
4/17/2019 6:00:00 PM,74353,74047,74639
4/17/2019 7:00:00 PM,73852,73289,73895
4/17/2019 8:00:00 PM,74098,74789,75424
4/17/2019 9:00:00 PM,74488,75011,73582
4/17/2019 10:00:00 PM,71363,69864,69458
4/17/2019 11:00:00 PM,66706,65654,65283
4/18/2019 12:00:00 AM,62738,60427,62352
4/18/2019 1:00:00 AM,60522,56123,60099
4/18/2019 2:00:00 AM,58905,55164,59072
4/18/2019 3:00:00 AM,58124,54613,58322
4/18/2019 4:00:00 AM,58281,54501,58648
4/18/2019 5:00:00 AM,60072,56024,61204
4/18/2019 6:00:00 AM,64342,63374,66144
4/18/2019 7:00:00 AM,69355,68605,70349
4/18/2019 8:00:00 AM,71641,69716,71965
4/18/2019 9:00:00 AM,72455,70220,73073
4/18/2019 10:00:00 AM,73178,71600,73676
4/18/2019 11:00:00 AM,73700,71863,73846
4/18/2019 12:00:00 PM,73826,70978,73695
4/18/2019 1:00:00 PM,73831,70911,73281
4/18/2019 2:00:00 PM,73655,70697,72716
4/18/2019 3:00:00 PM,73064,70030,71804
4/18/2019 4:00:00 PM,72447,69700,71505
4/18/2019 5:00:00 PM,72037,69783,70954
4/18/2019 6:00:00 PM,71570,69462,71106
4/18/2019 7:00:00 PM,71196,68887,70802
4/18/2019 8:00:00 PM,72013,70209,71614
4/18/2019 9:00:00 PM,72820,69474,70517
4/18/2019 10:00:00 PM,69945,65135,66967
4/18/2019 11:00:00 PM,65779,61155,63014
4/19/2019 12:00:00 AM,62144,58007,60448
4/19/2019 1:00:00 AM,60051,56112,58529
4/19/2019 2:00:00 AM,58428,55458,57489
4/19/2019 3:00:00 AM,57698,54779,56944
4/19/2019 4:00:00 AM,57841,55066,57598
4/19/2019 5:00:00 AM,59385,57032,59891
4/19/2019 6:00:00 AM,63126,62057,63912
4/19/2019 7:00:00 AM,67653,66404,66588
4/19/2019 8:00:00 AM,70178,68456,68419
4/19/2019 9:00:00 AM,71109,68654,69491
4/19/2019 10:00:00 AM,71499,68512,69524
4/19/2019 11:00:00 AM,71499,68340,69811
4/19/2019 12:00:00 PM,70849,67318,68989
4/19/2019 1:00:00 PM,70152,66518,68619
4/19/2019 2:00:00 PM,69446,66064,67837
4/19/2019 3:00:00 PM,68760,65649,67030
4/19/2019 4:00:00 PM,68126,64955,66717
4/19/2019 5:00:00 PM,67837,64345,66385
4/19/2019 6:00:00 PM,67735,64307,66059
4/19/2019 7:00:00 PM,67629,63919,65806
4/19/2019 8:00:00 PM,68662,65498,67790
4/19/2019 9:00:00 PM,69681,65457,67722
4/19/2019 10:00:00 PM,67739,62164,65094
4/19/2019 11:00:00 PM,64633,59003,62092
4/20/2019 12:00:00 AM,61505,55997,59750
4/20/2019 1:00:00 AM,57921,53993,58054
4/20/2019 2:00:00 AM,56659,54785,57089
4/20/2019 3:00:00 AM,56099,54697,56683
4/20/2019 4:00:00 AM,56038,54999,56973
4/20/2019 5:00:00 AM,56664,56361,58052
4/20/2019 6:00:00 AM,58094,58396,60086
4/20/2019 7:00:00 AM,59681,61191,61897
4/20/2019 8:00:00 AM,61954,63150,64062
4/20/2019 9:00:00 AM,63701,65291,65263
4/20/2019 10:00:00 AM,64392,65534,65529
4/20/2019 11:00:00 AM,64105,64733,64712
4/20/2019 12:00:00 PM,63253,62504,64293
4/20/2019 1:00:00 PM,62202,61242,63079
4/20/2019 2:00:00 PM,61208,60404,62556
4/20/2019 3:00:00 PM,60417,59316,62394
4/20/2019 4:00:00 PM,60024,59452,62433
4/20/2019 5:00:00 PM,60235,59941,63165
4/20/2019 6:00:00 PM,60673,60648,63314
4/20/2019 7:00:00 PM,61252,60462,63342
4/20/2019 8:00:00 PM,62536,63869,65252
4/20/2019 9:00:00 PM,63620,64182,65240
4/20/2019 10:00:00 PM,62321,61162,62871
4/20/2019 11:00:00 PM,59611,57515,59763
4/21/2019 12:00:00 AM,56798,53918,57174
4/21/2019 1:00:00 AM,55765,51590,55366
4/21/2019 2:00:00 AM,54468,51288,54528
4/21/2019 3:00:00 AM,53783,51009,53834
4/21/2019 4:00:00 AM,53559,51125,53774
4/21/2019 5:00:00 AM,54013,51888,54657
4/21/2019 6:00:00 AM,55226,54850,56236
4/21/2019 7:00:00 AM,56699,56088,58012
4/21/2019 8:00:00 AM,58859,57200,60257
4/21/2019 9:00:00 AM,60332,59460,60933
4/21/2019 10:00:00 AM,60836,59680,60806
4/21/2019 11:00:00 AM,60743,58954,60619
4/21/2019 12:00:00 PM,60410,58225,60221
4/21/2019 1:00:00 PM,59947,58277,59627
4/21/2019 2:00:00 PM,59554,58696,59587
4/21/2019 3:00:00 PM,59396,58236,59963
4/21/2019 4:00:00 PM,59592,59071,60641
4/21/2019 5:00:00 PM,60275,60378,61417
4/21/2019 6:00:00 PM,61159,60794,62370
4/21/2019 7:00:00 PM,62213,61082,63030
4/21/2019 8:00:00 PM,63669,64387,65256
4/21/2019 9:00:00 PM,65136,64201,64690
4/21/2019 10:00:00 PM,63285,60286,61962
4/21/2019 11:00:00 PM,60011,56231,58688
4/22/2019 12:00:00 AM,56998,52767,56029
4/22/2019 1:00:00 AM,55060,50863,54430
4/22/2019 2:00:00 AM,54053,50282,53619
4/22/2019 3:00:00 AM,53757,50308,53671
4/22/2019 4:00:00 AM,54313,50130,54564
4/22/2019 5:00:00 AM,56460,51564,57165
4/22/2019 6:00:00 AM,61099,60502,62402
4/22/2019 7:00:00 AM,66308,66173,66580
4/22/2019 8:00:00 AM,69368,67508,68547
4/22/2019 9:00:00 AM,70430,68348,70342
4/22/2019 10:00:00 AM,71023,69877,71692
4/22/2019 11:00:00 AM,71555,70671,72479
4/22/2019 12:00:00 PM,71914,70749,73141
4/22/2019 1:00:00 PM,72344,70807,73649
4/22/2019 2:00:00 PM,72860,70632,74543
4/22/2019 3:00:00 PM,73034,70510,74746
4/22/2019 4:00:00 PM,73222,70510,74784
4/22/2019 5:00:00 PM,73576,70772,74807
4/22/2019 6:00:00 PM,73610,70918,74351
4/22/2019 7:00:00 PM,73171,70776,73877
4/22/2019 8:00:00 PM,73145,72774,75409
4/22/2019 9:00:00 PM,73446,71333,73751
4/22/2019 10:00:00 PM,70285,66366,68927
4/22/2019 11:00:00 PM,65509,61650,63909
4/23/2019 12:00:00 AM,61490,56486,60444
4/23/2019 1:00:00 AM,59558,56202,58444
4/23/2019 2:00:00 AM,57908,54787,57102
4/23/2019 3:00:00 AM,57098,53736,56521
4/23/2019 4:00:00 AM,57195,53905,57265
4/23/2019 5:00:00 AM,58855,56310,59777
4/23/2019 6:00:00 AM,62947,62917,65247
4/23/2019 7:00:00 AM,67643,67147,68908
4/23/2019 8:00:00 AM,70258,68679,70046
4/23/2019 9:00:00 AM,71241,69093,71018
4/23/2019 10:00:00 AM,71980,70117,71649
4/23/2019 11:00:00 AM,72554,69932,72035
4/23/2019 12:00:00 PM,72827,70301,72093
4/23/2019 1:00:00 PM,73062,70328,72430
4/23/2019 2:00:00 PM,73318,69826,72387
4/23/2019 3:00:00 PM,73156,69650,71876
4/23/2019 4:00:00 PM,72886,69409,71661
4/23/2019 5:00:00 PM,72760,70065,71390
4/23/2019 6:00:00 PM,72436,69909,71454
4/23/2019 7:00:00 PM,71938,68982,71294
4/23/2019 8:00:00 PM,72237,69940,72729
4/23/2019 9:00:00 PM,73170,69905,72210
4/23/2019 10:00:00 PM,70144,65723,68047
4/23/2019 11:00:00 PM,65466,62204,63505
4/24/2019 12:00:00 AM,61495,57560,60052
4/24/2019 1:00:00 AM,58816,55592,58187
4/24/2019 2:00:00 AM,57436,54341,57189
4/24/2019 3:00:00 AM,56840,53802,56713
4/24/2019 4:00:00 AM,57149,54140,57537
4/24/2019 5:00:00 AM,59131,56547,60106
4/24/2019 6:00:00 AM,63642,62620,65058
4/24/2019 7:00:00 AM,68465,67072,68951
4/24/2019 8:00:00 AM,70522,68617,69903
4/24/2019 9:00:00 AM,70987,68551,70529
4/24/2019 10:00:00 AM,71459,68347,71418
4/24/2019 11:00:00 AM,72020,68010,71950
4/24/2019 12:00:00 PM,72346,68173,72726
4/24/2019 1:00:00 PM,72625,68666,73004
4/24/2019 2:00:00 PM,73058,68413,73010
4/24/2019 3:00:00 PM,73043,68385,72746
4/24/2019 4:00:00 PM,72904,68265,72457
4/24/2019 5:00:00 PM,72928,68139,72405
4/24/2019 6:00:00 PM,72716,67760,72639
4/24/2019 7:00:00 PM,72370,67481,72471
4/24/2019 8:00:00 PM,72491,70272,73521
4/24/2019 9:00:00 PM,73184,70651,72558
4/24/2019 10:00:00 PM,70294,66235,68519
4/24/2019 11:00:00 PM,65724,62612,63995
4/25/2019 12:00:00 AM,61746,58344,60971
4/25/2019 1:00:00 AM,60919,56828,58925
4/25/2019 2:00:00 AM,59360,56634,58057
4/25/2019 3:00:00 AM,58601,55691,57486
4/25/2019 4:00:00 AM,58762,56350,58127
4/25/2019 5:00:00 AM,60260,57837,60435
4/25/2019 6:00:00 AM,63148,63892,65546
4/25/2019 7:00:00 AM,68020,68183,69651
4/25/2019 8:00:00 AM,70290,70270,71176
4/25/2019 9:00:00 AM,71121,71442,71909
4/25/2019 10:00:00 AM,71810,71278,72494
4/25/2019 11:00:00 AM,72343,71534,72486
4/25/2019 12:00:00 PM,72521,71216,72669
4/25/2019 1:00:00 PM,72629,70297,73256
4/25/2019 2:00:00 PM,72819,70838,72948
4/25/2019 3:00:00 PM,72562,70107,72949
4/25/2019 4:00:00 PM,72164,70463,72798
4/25/2019 5:00:00 PM,71919,70539,72661
4/25/2019 6:00:00 PM,71601,70299,72653
4/25/2019 7:00:00 PM,71227,69472,72527
4/25/2019 8:00:00 PM,71453,72107,72977
4/25/2019 9:00:00 PM,72401,71253,72505
4/25/2019 10:00:00 PM,69633,66983,68581
4/25/2019 11:00:00 PM,65978,62234,63985
4/26/2019 12:00:00 AM,62196,58075,60874
4/26/2019 1:00:00 AM,60876,57960,58406
4/26/2019 2:00:00 AM,59368,56792,57256
4/26/2019 3:00:00 AM,58667,55927,57369
4/26/2019 4:00:00 AM,58859,56047,57663
4/26/2019 5:00:00 AM,59895,57820,60055
4/26/2019 6:00:00 AM,63082,64076,65171
4/26/2019 7:00:00 AM,67737,67881,68782
4/26/2019 8:00:00 AM,70209,69219,69677
4/26/2019 9:00:00 AM,70889,69711,70712
4/26/2019 10:00:00 AM,71356,69324,70949
4/26/2019 11:00:00 AM,71636,68959,71264
4/26/2019 12:00:00 PM,71593,68915,70849
4/26/2019 1:00:00 PM,71470,68722,71289
4/26/2019 2:00:00 PM,71454,68678,71024
4/26/2019 3:00:00 PM,71001,68220,70572
4/26/2019 4:00:00 PM,70338,67341,70763
4/26/2019 5:00:00 PM,69745,67583,70378
4/26/2019 6:00:00 PM,69170,67003,69746
4/26/2019 7:00:00 PM,68748,66306,68654
4/26/2019 8:00:00 PM,68769,67508,69406
4/26/2019 9:00:00 PM,69679,68209,68960
4/26/2019 10:00:00 PM,67547,64783,65497
4/26/2019 11:00:00 PM,64374,60404,61965
4/27/2019 12:00:00 AM,61514,56141,59014
4/27/2019 1:00:00 AM,60276,54235,56736
4/27/2019 2:00:00 AM,58777,54719,55858
4/27/2019 3:00:00 AM,57845,54336,55343
4/27/2019 4:00:00 AM,57632,54265,55586
4/27/2019 5:00:00 AM,58261,56023,56640
4/27/2019 6:00:00 AM,59040,57639,58184
4/27/2019 7:00:00 AM,59966,59085,60174
4/27/2019 8:00:00 AM,62347,63350,62928
4/27/2019 9:00:00 AM,64482,65667,64901
4/27/2019 10:00:00 AM,65851,66555,66079
4/27/2019 11:00:00 AM,66514,66715,66663
4/27/2019 12:00:00 PM,66613,65954,66854
4/27/2019 1:00:00 PM,66519,66104,66391
4/27/2019 2:00:00 PM,66388,65553,66477
4/27/2019 3:00:00 PM,66172,65358,66404
4/27/2019 4:00:00 PM,66277,65960,66951
4/27/2019 5:00:00 PM,66623,66306,67670
4/27/2019 6:00:00 PM,66858,66295,67657
4/27/2019 7:00:00 PM,66836,65797,67036
4/27/2019 8:00:00 PM,67223,66909,67657
4/27/2019 9:00:00 PM,68028,66008,67326
4/27/2019 10:00:00 PM,66237,62501,64343
4/27/2019 11:00:00 PM,63151,57926,61193
4/28/2019 12:00:00 AM,60927,54413,58500
4/28/2019 1:00:00 AM,59416,52848,57056
4/28/2019 2:00:00 AM,58048,51142,55431
4/28/2019 3:00:00 AM,56477,50240,55149
4/28/2019 4:00:00 AM,56284,51664,55180
4/28/2019 5:00:00 AM,56333,52609,55876
4/28/2019 6:00:00 AM,57478,54568,57068
4/28/2019 7:00:00 AM,58684,55399,58212
4/28/2019 8:00:00 AM,60661,58449,60787
4/28/2019 9:00:00 AM,62627,60713,62624
4/28/2019 10:00:00 AM,63744,61586,63572
4/28/2019 11:00:00 AM,64132,62487,63971
4/28/2019 12:00:00 PM,64329,62425,64497
4/28/2019 1:00:00 PM,64445,63192,64781
4/28/2019 2:00:00 PM,64519,63344,65166
4/28/2019 3:00:00 PM,64643,63824,65326
4/28/2019 4:00:00 PM,64988,64208,66194
4/28/2019 5:00:00 PM,65746,65109,67274
4/28/2019 6:00:00 PM,66539,65733,67883
4/28/2019 7:00:00 PM,67149,65829,68265
4/28/2019 8:00:00 PM,68124,67538,69667
4/28/2019 9:00:00 PM,69265,68257,68596
4/28/2019 10:00:00 PM,67320,64398,65292
4/28/2019 11:00:00 PM,63867,59677,61733
4/29/2019 12:00:00 AM,60676,54769,59304
4/29/2019 1:00:00 AM,59022,54740,57670
4/29/2019 2:00:00 AM,58005,54363,57020
4/29/2019 3:00:00 AM,57714,54390,56770
4/29/2019 4:00:00 AM,57817,54057,57876
4/29/2019 5:00:00 AM,59544,56324,60354
4/29/2019 6:00:00 AM,64329,64154,66450
4/29/2019 7:00:00 AM,69683,70886,70797
4/29/2019 8:00:00 AM,72135,71850,72878
4/29/2019 9:00:00 AM,73161,72485,73930
4/29/2019 10:00:00 AM,74022,72376,74847
4/29/2019 11:00:00 AM,74828,73222,75470
4/29/2019 12:00:00 PM,75330,73575,76280
4/29/2019 1:00:00 PM,75726,73512,76402
4/29/2019 2:00:00 PM,76116,73832,76612
4/29/2019 3:00:00 PM,76109,73774,76800
4/29/2019 4:00:00 PM,76193,74111,76778
4/29/2019 5:00:00 PM,76541,74548,76681
4/29/2019 6:00:00 PM,76554,74353,76253
4/29/2019 7:00:00 PM,76086,73858,75619
4/29/2019 8:00:00 PM,75391,74172,76397
4/29/2019 9:00:00 PM,75741,74439,74883
4/29/2019 10:00:00 PM,72509,70566,70525
4/29/2019 11:00:00 PM,67795,66095,66001
4/30/2019 12:00:00 AM,64368,60344,62760
4/30/2019 1:00:00 AM,62641,57947,60172
4/30/2019 2:00:00 AM,61058,57383,58965
4/30/2019 3:00:00 AM,60593,57753,58463
4/30/2019 4:00:00 AM,60760,57307,59302
4/30/2019 5:00:00 AM,62406,60480,62134
4/30/2019 6:00:00 AM,65139,65866,67105
4/30/2019 7:00:00 AM,70109,71416,71128
4/30/2019 8:00:00 AM,72482,72083,72660
4/30/2019 9:00:00 AM,73486,72938,73429
4/30/2019 10:00:00 AM,74403,72515,74908
4/30/2019 11:00:00 AM,75274,73345,76126
4/30/2019 12:00:00 PM,75928,73520,76435
4/30/2019 1:00:00 PM,76477,74367,77286
4/30/2019 2:00:00 PM,76927,75115,
4/30/2019 3:00:00 PM,77038,74956,77327
4/30/2019 4:00:00 PM,77079,75501,77732
4/30/2019 5:00:00 PM,77173,76408,78075
4/30/2019 6:00:00 PM,77009,76554,77753
4/30/2019 7:00:00 PM,76529,75762,77153
4/30/2019 8:00:00 PM,76095,76797,78116
4/30/2019 9:00:00 PM,76828,77076,76346
4/30/2019 10:00:00 PM,73608,72682,71812
4/30/2019 11:00:00 PM,69740,68401,67204
5/1/2019 12:00:00 AM,65844,62860,63766
5/1/2019 1:00:00 AM,64014,58423,61514
5/1/2019 2:00:00 AM,62495,57468,60418
5/1/2019 3:00:00 AM,61617,56643,59885
5/1/2019 4:00:00 AM,61256,56646,60201
5/1/2019 5:00:00 AM,62241,59146,62692
5/1/2019 6:00:00 AM,65364,64775,67727
5/1/2019 7:00:00 AM,69893,69627,71461
5/1/2019 8:00:00 AM,72429,70590,73002
5/1/2019 9:00:00 AM,73779,71899,74174
5/1/2019 10:00:00 AM,74962,71959,75298
5/1/2019 11:00:00 AM,76077,72684,75744
5/1/2019 12:00:00 PM,76937,72947,76586
5/1/2019 1:00:00 PM,77655,73572,77034
5/1/2019 2:00:00 PM,78223,73897,76802
5/1/2019 3:00:00 PM,78406,74171,76501
5/1/2019 4:00:00 PM,78503,73917,76416
5/1/2019 5:00:00 PM,78504,74002,76760
5/1/2019 6:00:00 PM,77900,73565,76517
5/1/2019 7:00:00 PM,76741,72953,75885
5/1/2019 8:00:00 PM,76185,72937,76697
5/1/2019 9:00:00 PM,76525,72727,75622
5/1/2019 10:00:00 PM,73818,69690,71167
5/1/2019 11:00:00 PM,69829,65524,66501
5/2/2019 12:00:00 AM,65965,61075,62922
5/2/2019 1:00:00 AM,62962,58660,60751
5/2/2019 2:00:00 AM,61286,57760,59610
5/2/2019 3:00:00 AM,60401,57523,58684
5/2/2019 4:00:00 AM,60405,58334,59480
5/2/2019 5:00:00 AM,61743,60855,62472
5/2/2019 6:00:00 AM,64672,65471,67283
5/2/2019 7:00:00 AM,69464,69886,71113
5/2/2019 8:00:00 AM,71938,71900,72631
5/2/2019 9:00:00 AM,73274,72237,73643
5/2/2019 10:00:00 AM,74410,72404,74825
5/2/2019 11:00:00 AM,75512,72793,74997
5/2/2019 12:00:00 PM,76417,73417,75286
5/2/2019 1:00:00 PM,77235,73859,75732
5/2/2019 2:00:00 PM,77915,73969,75833
5/2/2019 3:00:00 PM,78090,73937,
5/2/2019 4:00:00 PM,77968,73600,
5/2/2019 5:00:00 PM,77673,73255,75695
5/2/2019 6:00:00 PM,76877,73407,
5/2/2019 7:00:00 PM,75575,72980,74788
5/2/2019 8:00:00 PM,75007,73046,75126
5/2/2019 9:00:00 PM,75603,73569,74459
5/2/2019 10:00:00 PM,72959,70593,70590
5/2/2019 11:00:00 PM,68153,66229,65868
5/3/2019 12:00:00 AM,64875,61866,62285
5/3/2019 1:00:00 AM,62258,58007,60283
5/3/2019 2:00:00 AM,60616,57493,58838
5/3/2019 3:00:00 AM,59672,56695,58546
5/3/2019 4:00:00 AM,59664,57397,59000
5/3/2019 5:00:00 AM,61291,60649,61492
5/3/2019 6:00:00 AM,64319,65205,66384
5/3/2019 7:00:00 AM,68071,69204,70244
5/3/2019 8:00:00 AM,70842,69364,71602
5/3/2019 9:00:00 AM,72131,69863,72273
5/3/2019 10:00:00 AM,73218,70755,72807
5/3/2019 11:00:00 AM,74173,70645,73505
5/3/2019 12:00:00 PM,74810,72072,73588
5/3/2019 1:00:00 PM,75270,72174,73648
5/3/2019 2:00:00 PM,75636,72047,73860
5/3/2019 3:00:00 PM,75491,71850,72704
5/3/2019 4:00:00 PM,75033,70719,72376
5/3/2019 5:00:00 PM,74411,70257,72278
5/3/2019 6:00:00 PM,73232,69813,71485
5/3/2019 7:00:00 PM,71654,69570,70280
5/3/2019 8:00:00 PM,70819,69828,71307
5/3/2019 9:00:00 PM,71319,70495,70632
5/3/2019 10:00:00 PM,69362,66010,67672
5/3/2019 11:00:00 PM,66311,62481,63858
5/4/2019 12:00:00 AM,62609,58276,60835
5/4/2019 1:00:00 AM,60424,55819,58690
5/4/2019 2:00:00 AM,58731,55082,57046
5/4/2019 3:00:00 AM,57696,54133,56757
5/4/2019 4:00:00 AM,57320,54297,56374
5/4/2019 5:00:00 AM,57727,55350,57501
5/4/2019 6:00:00 AM,58673,57571,58850
5/4/2019 7:00:00 AM,58431,59417,60504
5/4/2019 8:00:00 AM,60611,61990,62683
5/4/2019 9:00:00 AM,62830,63967,64394
5/4/2019 10:00:00 AM,64398,65276,65320
5/4/2019 11:00:00 AM,65296,65058,65274
5/4/2019 12:00:00 PM,65647,64581,64830
5/4/2019 1:00:00 PM,65703,63786,64421
5/4/2019 2:00:00 PM,65687,63619,64346
5/4/2019 3:00:00 PM,65611,63530,64118
5/4/2019 4:00:00 PM,65617,63716,64869
5/4/2019 5:00:00 PM,65753,64289,65180
5/4/2019 6:00:00 PM,65578,63393,65250
5/4/2019 7:00:00 PM,65112,63278,64958
5/4/2019 8:00:00 PM,65007,63635,65524
5/4/2019 9:00:00 PM,65740,64964,65968
5/4/2019 10:00:00 PM,64566,62504,63482
5/4/2019 11:00:00 PM,62147,59400,59845
5/5/2019 12:00:00 AM,59138,54865,57137
5/5/2019 1:00:00 AM,57276,52668,55381
5/5/2019 2:00:00 AM,55690,51955,54245
5/5/2019 3:00:00 AM,54804,51128,53806
5/5/2019 4:00:00 AM,54433,51113,53792
5/5/2019 5:00:00 AM,54684,51758,53897
5/5/2019 6:00:00 AM,55320,52968,54748
